folder,mean-peroxisome,mean-vacuole,mean-ER,mean-golgi,mean-mitochondria,mean-LD,count-peroxisome,count-vacuole,count-ER,count-golgi,count-mitochondria,count-LD,cell-volume
EYrainbow_glucose,0.3698199999999999,0.0,18.12118,1.04222,23.769339999999996,0.33619999999999994,9.0,0.0,1.0,7.0,2.0,2.0,132.9874559849738
EYrainbow_glucose,0.8993349999999999,0.0,20.541819999999998,0.23533999999999994,21.231029999999997,0.17482399999999995,4.0,0.0,1.0,10.0,2.0,5.0,163.33242420936153
EYrainbow_glucose,0.7018174999999999,0.0,28.207179999999997,0.45881411764705876,17.3143,0.25455142857142854,8.0,0.0,1.0,17.0,3.0,7.0,226.5958142488157
EYrainbow_glucose,1.5532439999999998,132.9874559849738,52.951499999999996,0.6029186666666667,40.881919999999994,0.44186285714285706,5.0,1.0,1.0,15.0,2.0,7.0,533.4177121265986
EYrainbow_glucose,0.3586133333333333,4.517971950768122,9.346359999999999,0.4807659999999999,19.19702,0.21666222222222217,3.0,1.0,1.0,10.0,1.0,9.0,35.243955354474906
EYrainbow_glucose,0.8993349999999999,0.0,9.2455,0.9077399999999998,17.919459999999997,0.16809999999999997,4.0,0.0,1.0,8.0,1.0,5.0,32.59032434039161
EYrainbow_glucose,1.2439399999999998,37.96593975262359,40.343999999999994,0.3392563636363635,74.03124,0.18796636363636357,3.0,1.0,1.0,22.0,1.0,22.0,341.1998227098588
EYrainbow_glucose,1.02541,0.0,7.161059999999999,1.5129,12.9437,0.14288499999999998,2.0,0.0,1.0,2.0,1.0,4.0,21.92851907121422
EYrainbow_glucose,0.35301,1.7597120279668277,37.620779999999996,0.5442237500000001,77.12428,0.03362,6.0,1.0,1.0,16.0,1.0,1.0,203.67467865984557
EYrainbow_glucose,0.39503499999999997,0.0,26.257219999999997,0.6934124999999999,47.77401999999999,0.3548777777777777,4.0,0.0,1.0,8.0,1.0,9.0,123.34313334566382
EYrainbow_glucose,1.1598899999999999,33.46716326857771,31.232979999999998,0.6275733333333332,20.855606666666667,0.14741076923076918,4.0,1.0,1.0,15.0,3.0,13.0,224.9317060158019
EYrainbow_glucose,0.8367644444444443,0.0,26.18998,1.1286714285714283,60.415139999999994,0.147928,9.0,0.0,1.0,7.0,1.0,5.0,142.87081607236792
EYrainbow_glucose,2.05082,1.1429665508288385,25.214999999999996,0.6296109090909089,24.47536,0.31098499999999996,2.0,1.0,1.0,11.0,2.0,4.0,141.44448646253076
EYrainbow_glucose,0.32275199999999993,0.0,10.724779999999999,0.39223333333333327,15.818209999999999,0.19691714285714282,5.0,0.0,1.0,6.0,2.0,7.0,48.50549115521768
EYrainbow_glucose,3.09304,0.0,20.978879999999997,0.28390222222222217,17.29749,0.277365,1.0,0.0,1.0,9.0,2.0,4.0,97.1613650508543
EYrainbow_glucose,0.8026774999999998,22.697898829838866,31.031259999999996,0.48668952380952374,22.55902,0.15016933333333332,8.0,1.0,1.0,21.0,3.0,15.0,228.26400578260774
EYrainbow_glucose,0.6639949999999999,0.0,27.568399999999997,0.7004166666666668,53.724759999999996,0.23160444444444442,4.0,0.0,1.0,12.0,1.0,9.0,142.87081607236792
EYrainbow_glucose,0.9125428571428571,50.5124631542285,52.27909999999999,0.40739529411764724,42.697399999999995,0.22693499999999994,7.0,1.0,1.0,34.0,2.0,16.0,380.09778736088504
EYrainbow_glucose,0.4496674999999999,36.14377560614498,32.409679999999994,0.8188871428571428,33.939389999999996,0.26896,8.0,1.0,1.0,14.0,2.0,8.0,238.35831497614296
EYrainbow_glucose,0.30818333333333325,70.8758745676418,45.75682,0.4462290909090909,22.264844999999994,0.09605714285714283,18.0,1.0,1.0,22.0,4.0,14.0,400.0654242382078
EYrainbow_glucose,0.7156257142857141,5.939027927513829,29.014059999999997,0.7956733333333333,26.274029999999996,0.06724,7.0,1.0,1.0,9.0,2.0,4.0,150.07355809938477
EYrainbow_glucose,0.8068799999999998,0.07776902057538981,29.316639999999996,0.5409763636363636,30.00585,0.40764249999999996,5.0,1.0,1.0,22.0,2.0,8.0,158.87129929474068
EYrainbow_glucose,0.29585599999999995,0.0,14.187639999999998,0.8292933333333333,15.364339999999999,0.5244719999999999,10.0,0.0,1.0,12.0,2.0,5.0,77.7690205753898
EYrainbow_glucose,0.4748824999999999,0.07776902057538981,30.79592,0.8208883333333333,13.347140000000001,0.13784199999999996,8.0,1.0,1.0,12.0,4.0,10.0,183.13296140662567
EYrainbow_glucose,0.8038236363636364,113.94393016330746,42.663779999999996,0.19560727272727266,72.01404,0.2222655555555555,11.0,1.0,1.0,11.0,1.0,18.0,362.4206442945842
EYrainbow_glucose,0.6808049999999999,1.4403023771865242,23.164179999999998,0.3308915789473683,21.768949999999997,0.126075,4.0,1.0,1.0,19.0,2.0,8.0,117.94173838895358
EYrainbow_glucose,0.4398616666666666,44.57385997721519,44.2103,0.6576912500000001,26.246013333333334,0.27643111111111107,12.0,1.0,1.0,16.0,3.0,9.0,281.95164283579925
EYrainbow_glucose,2.161285714285714,30.00685180729304,54.76698,0.5684836363636363,16.339319999999997,0.126075,7.0,1.0,1.0,22.0,5.0,4.0,498.35090902902743
EYrainbow_glucose,0.8068799999999999,5.939027927513829,40.47848,0.3964358333333333,84.35257999999999,0.22693499999999997,4.0,1.0,1.0,24.0,1.0,8.0,246.88076696906688
EYrainbow_glucose,0.3698199999999999,0.6221521646031185,8.00156,0.440422,10.4222,0.3810266666666666,2.0,1.0,1.0,10.0,2.0,3.0,21.92851907121422
EYrainbow_glucose,0.7344676923076923,86.07603958911342,52.144619999999996,0.680805,47.84126,0.16137599999999994,13.0,1.0,1.0,24.0,2.0,20.0,500.51926530333503
EYrainbow_glucose,1.3167833333333332,0.0,31.501939999999998,0.49229285714285703,62.465959999999995,0.11430799999999999,6.0,0.0,1.0,14.0,1.0,5.0,211.7671283611366
EYrainbow_glucose,0.2905728571428571,0.0,34.527739999999994,0.3592031578947368,21.94265333333333,0.09525666666666666,14.0,0.0,1.0,19.0,3.0,6.0,300.06082012833457
EYrainbow_glucose,0.24827076923076918,0.0,37.654399999999995,0.8767061538461539,71.07267999999999,0.17258266666666663,13.0,0.0,1.0,13.0,1.0,15.0,246.88076696906688
EYrainbow_glucose,0.7480449999999998,4.977217316824948,23.063319999999997,0.45573777777777774,23.39952,0.03362,4.0,1.0,1.0,9.0,2.0,1.0,111.30436508800992
EYrainbow_glucose,0.41091111111111106,9.721127571923725,38.763859999999994,0.3626157142857142,35.032039999999995,0.0,9.0,1.0,1.0,14.0,2.0,0.0,221.61580464430187
EYrainbow_glucose,0.5169075,0.07776902057538981,20.272859999999998,0.5874652631578946,45.68958,0.181548,8.0,1.0,1.0,19.0,1.0,5.0,109.99233764010471
EYrainbow_glucose,0.3746228571428571,0.0,20.87802,0.3698199999999999,59.40653999999999,0.26335666666666663,7.0,0.0,1.0,9.0,1.0,6.0,131.5949251526983
EYrainbow_glucose,0.6201022222222221,2.8372373537298583,30.79592,0.42865499999999995,21.33749333333333,0.10085999999999996,9.0,1.0,1.0,16.0,3.0,11.0,187.80855795663894
EYrainbow_glucose,0.73964,1.1429665508288385,39.40264,0.7424416666666666,31.92219,0.363096,11.0,1.0,1.0,12.0,2.0,5.0,267.73730614862166
EYrainbow_glucose,0.36645799999999995,27.49550090052117,40.20952,0.7413209999999999,42.04181,0.16623222222222217,10.0,1.0,1.0,20.0,2.0,18.0,292.77208640944986
EYrainbow_glucose,0.915211111111111,83.6740118739616,52.178239999999995,0.43400363636363637,18.827199999999998,0.15369142857142853,9.0,1.0,1.0,22.0,4.0,14.0,457.7549146963364
EYrainbow_glucose,0.4314566666666666,68.62595240229894,38.62938,0.5743416666666665,73.22435999999999,0.11556874999999998,12.0,1.0,1.0,12.0,1.0,16.0,337.3875941856115
EYrainbow_glucose,0.42211777777777776,0.07776902057538981,20.575439999999997,0.40343999999999997,44.34477999999999,0.17650499999999997,9.0,1.0,1.0,8.0,1.0,8.0,90.94757227677341
EYrainbow_glucose,2.1853,0.0,17.34792,0.6555899999999999,37.78888,0.11767,1.0,0.0,1.0,6.0,1.0,2.0,87.28552832054456
EYrainbow_glucose,0.5505275,24.262937550047635,22.827979999999997,1.2631514285714285,51.84204,0.14792799999999998,8.0,1.0,1.0,7.0,1.0,5.0,109.99233764010471
EYrainbow_glucose,0.44756624999999994,0.0,36.14149999999999,0.18490999999999994,30.964019999999998,0.13167833333333331,16.0,0.0,1.0,22.0,2.0,12.0,248.59719812994146
EYrainbow_glucose,0.764855,4.073790542548951,16.204839999999997,0.52111,43.67238,0.08164857142857142,4.0,1.0,1.0,12.0,1.0,7.0,84.8721962494404
EYrainbow_glucose,0.5523285714285713,0.07776902057538981,19.97028,0.5379199999999998,45.824059999999996,0.18491,7.0,1.0,1.0,14.0,1.0,8.0,100.95482549178419
EYrainbow_glucose,0.7444428571428571,72.00987437359753,43.80685999999999,0.4531391304347826,16.583064999999998,0.14741076923076918,7.0,1.0,1.0,23.0,4.0,13.0,324.15765649945644
EYrainbow_glucose,0.3740224999999999,0.0,22.559019999999997,0.30257999999999996,17.684119999999997,0.25215,8.0,0.0,1.0,9.0,3.0,2.0,180.0378068826447
EYrainbow_glucose,0.87412,152.98756087362273,48.81623999999999,0.5889725925925926,39.15049,0.26500470588235286,12.0,1.0,1.0,27.0,2.0,17.0,424.47212911564924
EYrainbow_glucose,1.2103199999999996,0.0,35.1329,0.33339833333333324,31.048069999999996,0.14568666666666663,8.0,0.0,1.0,12.0,2.0,15.0,281.95164283579925
EYrainbow_glucose,1.225262222222222,175.42815256971377,47.30334,0.2650047058823529,15.594076666666664,0.12487428571428569,9.0,1.0,1.0,17.0,6.0,7.0,449.3558978540184
EYrainbow_glucose,2.106853333333333,40.75460285938772,24.946039999999996,0.4863693333333332,64.98746,0.15689333333333333,3.0,1.0,1.0,15.0,1.0,12.0,166.32930428346143
EYrainbow_glucose,0.882525,0.0,15.19624,1.1580222222222223,41.41983999999999,0.17557111111111107,4.0,0.0,1.0,9.0,1.0,9.0,72.00987437359753
EYrainbow_glucose,0.7144249999999999,53.573313828025356,35.805299999999995,0.35781285714285704,19.38753333333333,0.17146199999999995,4.0,1.0,1.0,14.0,3.0,10.0,250.31758888217664
EYrainbow_glucose,0.820328,48.50549115521768,36.71304,0.6032922222222223,73.964,0.21132571428571423,10.0,1.0,1.0,18.0,1.0,21.0,298.23304930491554
EYrainbow_glucose,0.8965333333333333,16.103071148198516,38.158699999999996,0.5155066666666668,76.6536,0.18490999999999996,9.0,1.0,1.0,27.0,1.0,8.0,240.0548144583443
EYrainbow_glucose,1.7054509090909094,59.87224849630776,43.437039999999996,0.8829673684210526,32.36485333333333,0.28576999999999997,11.0,1.0,1.0,19.0,3.0,18.0,337.3875941856115
EYrainbow_glucose,0.9010159999999999,18.94102767416793,29.585599999999996,0.31786181818181813,64.65126,0.16809999999999997,5.0,1.0,1.0,11.0,1.0,11.0,190.9473883575193
EYrainbow_glucose,0.529515,1.4403023771865242,13.515239999999999,0.3413723076923076,31.938999999999997,0.092455,4.0,1.0,1.0,13.0,1.0,4.0,64.19935235348842
EYrainbow_glucose,0.6964142857142857,0.0,22.62626,0.5799449999999999,56.985899999999994,0.08965333333333332,7.0,0.0,1.0,8.0,1.0,3.0,128.82456918558813
EYrainbow_glucose,0.29137333333333326,0.0,36.71304,0.8236899999999999,14.187639999999998,0.3824274999999999,15.0,0.0,1.0,12.0,4.0,8.0,216.672806850558
EYrainbow_glucose,0.5379199999999998,10.310189618129192,29.0813,0.3626157142857142,59.574639999999995,0.181548,7.0,1.0,1.0,14.0,1.0,5.0,219.96400720416935
EYrainbow_glucose,0.4916924999999999,2.8372373537298583,25.618439999999996,0.49169249999999987,16.204839999999997,0.15425647058823524,8.0,1.0,1.0,8.0,3.0,17.0,155.9201727185933
EYrainbow_glucose,0.4991276923076922,37.96593975262359,37.99059999999999,0.40782521739130434,78.30098,0.25495166666666663,13.0,1.0,1.0,23.0,1.0,12.0,320.41018510870356
EYrainbow_glucose,0.8645142857142857,0.0,31.87176,0.534381052631579,68.11412,0.22786888888888887,7.0,0.0,1.0,19.0,1.0,9.0,175.42815256971377
EYrainbow_glucose,0.5472588888888887,142.87081607236792,42.462059999999994,0.4810246153846155,19.734939999999995,0.17068615384615382,18.0,1.0,1.0,26.0,4.0,13.0,491.86485763658163
EYrainbow_glucose,0.3484254545454545,13.422986825725339,23.13056,0.5979557142857143,12.932493333333332,0.2569528571428571,11.0,1.0,1.0,14.0,3.0,14.0,126.07392158236914
EYrainbow_glucose,0.33619999999999994,0.0,18.89444,0.5146446153846153,9.15024333333333,0.15128999999999998,10.0,0.0,1.0,13.0,6.0,4.0,245.1682976987086
EYrainbow_glucose,0.9805833333333333,32.59032434039161,22.021099999999997,0.4034399999999999,8.310863999999999,0.13448,6.0,1.0,1.0,8.0,5.0,3.0,216.672806850558
EYrainbow_glucose,0.5014983333333333,2.8372373537298583,20.20562,0.5517635294117645,35.20014,0.22039777777777772,12.0,1.0,1.0,17.0,1.0,9.0,192.52328250496035
EYrainbow_glucose,0.33246444444444445,2.8372373537298583,21.247839999999997,0.27232199999999995,12.338539999999998,0.06724,9.0,1.0,1.0,10.0,4.0,1.0,243.45980878627986
EYrainbow_glucose,0.7186275,0.07776902057538981,28.980439999999998,0.43332444444444435,27.181769999999997,0.0912542857142857,8.0,1.0,1.0,18.0,2.0,7.0,152.98756087362273
EYrainbow_glucose,1.385144,8.578244050287367,24.374499999999998,0.4887830769230768,46.933519999999994,0.30257999999999996,5.0,1.0,1.0,13.0,1.0,9.0,140.02294770014106
EYrainbow_glucose,0.5883499999999999,264.2221938257242,55.641099999999994,0.410911111111111,89.05937999999999,0.3660844444444444,14.0,1.0,1.0,18.0,1.0,18.0,715.3250407227902
EYrainbow_glucose,0.49085199999999996,142.87081607236792,41.083639999999995,0.17020124999999997,26.122739999999997,0.19835799999999995,5.0,1.0,1.0,16.0,2.0,10.0,555.7346697580202
EYrainbow_glucose,0.193315,0.07776902057538981,29.0813,1.6697933333333335,11.397179999999999,0.4286549999999999,4.0,1.0,1.0,6.0,4.0,4.0,202.06883867503868
EYrainbow_glucose,1.303708888888889,60.94456981260991,41.0164,0.6499866666666666,84.08362,0.25004875,9.0,1.0,1.0,15.0,1.0,16.0,366.324605577007
EYrainbow_glucose,0.36982,4.073790542548951,51.875659999999996,0.6962141666666666,17.112579999999998,0.15549249999999995,9.0,1.0,1.0,24.0,5.0,16.0,571.5369862165801
EYrainbow_glucose,1.73143,0.0,17.919459999999997,0.7780628571428572,45.48786,0.1729028571428571,2.0,0.0,1.0,7.0,1.0,7.0,74.29579501531386
EYrainbow_glucose,1.285965,0.0,31.098499999999998,0.18154799999999996,28.677859999999995,0.06051599999999999,4.0,0.0,1.0,10.0,2.0,5.0,210.14024501872294
EYrainbow_glucose,0.0,0.0,7.194679999999999,0.44546499999999994,6.169269999999999,0.20171999999999998,0.0,0.0,1.0,4.0,2.0,4.0,13.422986825725339
EYrainbow_glucose,0.44378399999999996,5.451047934222902,14.557459999999999,0.31752222222222215,30.964019999999998,0.0,5.0,1.0,1.0,9.0,1.0,0.0,67.51009805342497
EYrainbow_glucose,0.4986966666666666,6.440758986489412,17.85222,0.36676363636363624,14.277293333333331,0.0,6.0,1.0,1.0,11.0,3.0,0.0,194.10350040038108
EYrainbow_glucose,0.9805833333333331,0.0,22.290059999999997,0.4393013333333332,25.65206,0.17482399999999998,6.0,0.0,1.0,15.0,2.0,5.0,142.87081607236792
EYrainbow_glucose,0.47373636363636357,3.2327974193716718,38.86472,0.29019368421052627,74.77087999999999,0.09245499999999998,11.0,1.0,1.0,19.0,1.0,8.0,253.7702088142519
EYrainbow_glucose,1.2286581818181819,241.7553186991936,33.720859999999995,0.5586092307692306,9.389585714285714,0.18911249999999996,11.0,1.0,1.0,13.0,7.0,8.0,459.8627781037425
EYrainbow_glucose,0.36982,0.0,9.31274,1.02541,4.227715,0.20171999999999998,3.0,0.0,1.0,6.0,4.0,3.0,29.161619634070743
EYrainbow_glucose,0.4082428571428571,0.0,14.08678,0.46320888888888884,36.54494,0.10085999999999999,7.0,0.0,1.0,9.0,1.0,1.0,62.02322092744838
EYrainbow_glucose,0.6820057142857142,53.573313828025356,29.88818,0.2801666666666666,19.578046666666662,0.16809999999999994,7.0,1.0,1.0,12.0,3.0,3.0,213.39819245886963
EYrainbow_glucose,0.3782249999999999,24.262937550047635,15.26348,0.30257999999999996,10.514655,0.10459555555555554,4.0,1.0,1.0,9.0,4.0,9.0,123.34313334566382
EYrainbow_glucose,0.5859485714285714,1.4403023771865242,31.501939999999998,0.29081299999999993,20.160793333333334,0.08645142857142855,7.0,1.0,1.0,20.0,3.0,7.0,216.672806850558
EYrainbow_glucose,0.6646415384615385,0.0,30.829539999999998,0.35637199999999997,31.417889999999996,0.15128999999999998,13.0,0.0,1.0,15.0,2.0,8.0,248.59719812994146
EYrainbow_glucose,1.0534266666666665,0.0,21.41594,0.5094723076923077,45.42062,0.25401777777777773,3.0,0.0,1.0,13.0,1.0,9.0,107.38389460580271
EYrainbow_glucose,0.5603333333333332,0.0,9.2455,0.5811457142857143,5.065413333333333,0.07564499999999999,3.0,0.0,1.0,7.0,3.0,4.0,34.35173092038148
EYrainbow_glucose,0.4667247058823529,1.1429665508288385,34.191539999999996,0.5491266666666665,68.85376,0.17290285714285708,17.0,1.0,1.0,15.0,1.0,14.0,219.96400720416935
EYrainbow_glucose,0.0,0.0,25.11414,0.3820454545454545,8.631934999999999,0.10085999999999999,0.0,0.0,1.0,11.0,4.0,1.0,152.98756087362273
EYrainbow_glucose,0.18643818181818175,1.7597120279668277,21.78576,0.4893577777777777,9.817039999999999,0.23534,11.0,1.0,1.0,9.0,4.0,1.0,106.08751617673101
EYrainbow_glucose,0.4034399999999999,0.07776902057538981,29.955419999999997,0.4146466666666666,58.86861999999999,0.73964,7.0,1.0,1.0,18.0,1.0,1.0,167.83453446938063
EYrainbow_glucose,0.4298557142857141,8.024919044186053,33.1157,0.2650047058823529,30.711869999999998,0.11953777777777777,14.0,1.0,1.0,17.0,2.0,9.0,216.672806850558
EYrainbow_glucose,0.22693499999999997,0.0,17.247059999999998,0.3109849999999999,39.503499999999995,0.20171999999999998,4.0,0.0,1.0,12.0,1.0,1.0,80.11371424127029
EYrainbow_glucose,0.2241333333333333,0.0,31.434699999999996,0.40343999999999997,58.36431999999999,0.126075,3.0,0.0,1.0,10.0,1.0,4.0,234.9773749358072
EYrainbow_glucose,0.41604749999999996,4.517971950768122,15.364339999999999,0.579011111111111,38.12508,0.15969499999999998,8.0,1.0,1.0,9.0,1.0,8.0,75.44765592468991
EYrainbow_glucose,0.38476222222222217,2.8372373537298583,32.54416,0.7215369230769231,53.62389999999999,0.33139714285714283,9.0,1.0,1.0,13.0,1.0,7.0,190.9473883575193
EYrainbow_glucose,0.2913733333333333,0.0,18.558239999999998,0.06724,19.751749999999998,0.13448,3.0,0.0,1.0,6.0,2.0,2.0,183.13296140662567
EYrainbow_glucose,0.8278925,32.59032434039161,32.409679999999994,0.3485863157894736,74.23295999999999,0.15128999999999998,8.0,1.0,1.0,19.0,1.0,4.0,269.5006686427376
EYrainbow_glucose,1.2439399999999996,30.00685180729304,28.54338,0.5331171428571427,58.70052,0.158014,6.0,1.0,1.0,7.0,1.0,10.0,258.97862872354295
EYrainbow_glucose,0.15128999999999998,10.310189618129192,8.405,0.36421666666666663,26.895999999999997,0.363096,8.0,1.0,1.0,6.0,1.0,5.0,37.96593975262359
EYrainbow_glucose,1.42885,0.0,28.106319999999997,0.33796947368421043,28.845959999999998,0.10085999999999998,2.0,0.0,1.0,19.0,2.0,8.0,163.33242420936153
EYrainbow_glucose,0.4664775,0.0,19.02892,0.2637876923076923,55.910059999999994,0.03362,8.0,0.0,1.0,13.0,1.0,1.0,151.52822139334344
EYrainbow_glucose,1.082564,75.44765592468991,41.48708,0.42025000000000007,72.98902,0.13645764705882352,5.0,1.0,1.0,24.0,1.0,17.0,312.95896974968787
EYrainbow_glucose,1.10946,2.099763555535525,25.416719999999998,0.42024999999999996,50.329139999999995,0.24878799999999995,4.0,1.0,1.0,14.0,1.0,5.0,160.3537660578168
EYrainbow_glucose,0.4856222222222222,0.0,27.870979999999996,0.5451242857142856,21.662486666666666,0.10366166666666665,9.0,0.0,1.0,14.0,3.0,12.0,245.1682976987086
EYrainbow_glucose,0.7093819999999998,7.48403106203847,28.644239999999996,0.4433637499999999,51.33774,0.06051599999999999,10.0,1.0,1.0,16.0,1.0,5.0,195.68801868139138
EYrainbow_glucose,0.5379199999999998,0.0,6.3877999999999995,0.24568461538461533,4.40422,0.1400833333333333,3.0,0.0,1.0,13.0,3.0,6.0,24.262937550047635
EYrainbow_glucose,0.25215,23.476069744579867,22.390919999999998,0.29137333333333326,47.53868,0.13447999999999996,4.0,1.0,1.0,6.0,1.0,3.0,164.82859579542335
EYrainbow_glucose,2.2301266666666666,20.41655302617019,25.988259999999997,0.2737628571428571,61.928039999999996,0.10085999999999999,3.0,1.0,1.0,7.0,1.0,2.0,161.84080502603632
EYrainbow_glucose,0.45386999999999994,0.0,27.9046,0.36234888888888883,21.270253333333333,0.16809999999999997,8.0,0.0,1.0,18.0,3.0,1.0,210.14024501872294
EYrainbow_glucose,0.47067999999999993,0.0,23.26504,0.3103384615384615,22.811169999999997,0.12103199999999999,5.0,0.0,1.0,13.0,2.0,5.0,142.87081607236792
EYrainbow_glucose,0.53792,0.0,28.476139999999997,0.40343999999999985,20.86681333333333,0.09169090909090909,5.0,0.0,1.0,12.0,3.0,11.0,205.28475146472672
EYrainbow_glucose,1.5241066666666665,0.0,19.600459999999998,0.40103857142857136,37.3182,0.08965333333333332,3.0,0.0,1.0,14.0,1.0,3.0,107.38389460580271
EYrainbow_glucose,0.8404999999999999,0.0,6.522279999999999,0.92455,18.289279999999998,0.12487428571428569,2.0,0.0,1.0,4.0,1.0,7.0,42.64997783873235
EYrainbow_glucose,0.2465466666666666,4.073790542548951,7.79984,0.4874899999999999,10.17005,0.08965333333333332,3.0,1.0,1.0,6.0,2.0,3.0,65.29675975919987
EYrainbow_glucose,0.8741199999999999,6.955872764133613,16.742759999999997,0.3130862499999999,38.763859999999994,0.13447999999999996,5.0,1.0,1.0,16.0,1.0,3.0,100.95482549178419
