,folder,condition,organelle,mean,count,total,cell-area,cell-volume,total-fraction,cell_count,growth_rate
0,EYrainbowWhi5Up_betaEstrodiol,0.0,ER,32.163081689708115,1.0,32.163081689708115,215.59139784946237,264.76986661425985,0.1502050372107406,651,
1,EYrainbowWhi5Up_betaEstrodiol,10.0,ER,42.09795444759206,0.9971671388101983,42.09795444759206,375.6798866855524,633.6677186097738,0.08975005093191983,353,
2,EYrainbowWhi5Up_betaEstrodiol,0.0,LD,0.4152465385231753,19.807987711213517,8.017053087557615,215.59139784946237,264.76986661425985,0.040394423176108404,651,
3,EYrainbowWhi5Up_betaEstrodiol,10.0,LD,0.3399646443017743,22.71954674220963,7.820507252124646,375.6798866855524,633.6677186097738,0.016192065873350786,353,
4,EYrainbowWhi5Up_betaEstrodiol,0.0,golgi,0.4946039701603475,10.658986175115208,4.844481904761902,215.59139784946237,264.76986661425985,0.02568481501783016,651,
5,EYrainbowWhi5Up_betaEstrodiol,10.0,golgi,0.40874852733214045,14.90084985835694,6.587424702549573,375.6798866855524,633.6677186097738,0.017148634279474773,353,
6,EYrainbowWhi5Up_betaEstrodiol,0.0,mitochondria,16.123376696135754,3.1797235023041477,35.427371950844844,215.59139784946237,264.76986661425985,0.17550801547070213,651,
7,EYrainbowWhi5Up_betaEstrodiol,10.0,mitochondria,26.732422047978787,3.4787535410764874,63.01740419263459,375.6798866855524,633.6677186097738,0.1323307730035324,353,
8,EYrainbowWhi5Up_betaEstrodiol,0.0,non-organelle,132.424485118623,1.0,132.424485118623,215.59139784946237,264.76986661425985,0.45440525398561793,651,
9,EYrainbowWhi5Up_betaEstrodiol,10.0,non-organelle,400.02739567447884,1.0,400.02739567447884,375.6798866855524,633.6677186097738,0.6180694480272345,353,
10,EYrainbowWhi5Up_betaEstrodiol,0.0,peroxisome,1.5214313605315823,9.02457757296467,11.745981044546847,215.59139784946237,264.76986661425985,0.053037540297524916,651,
11,EYrainbowWhi5Up_betaEstrodiol,10.0,peroxisome,1.4983602700609178,14.08498583569405,19.2056869121813,375.6798866855524,633.6677186097738,0.034539447366194256,353,
12,EYrainbowWhi5Up_betaEstrodiol,0.0,vacuole,40.14741181821768,0.9247311827956989,40.14741181821768,215.59139784946237,264.76986661425985,0.10076491484147554,651,
13,EYrainbowWhi5Up_betaEstrodiol,10.0,vacuole,94.91134542821277,0.9461756373937678,94.91134542821277,375.6798866855524,633.6677186097738,0.09196958051829424,353,
14,EYrainbow_1nmpp1_1st,0.0,ER,29.127650499999945,0.998780487804878,29.127650499999945,169.42256097560977,179.46391184701838,0.177349823453654,1640,0.5150559209301068
15,EYrainbow_1nmpp1_1st,500.0,ER,36.010849305019306,1.0,36.010849305019306,175.96332046332046,191.02844451178245,0.20448506345180503,1554,0.4362196053209865
16,EYrainbow_1nmpp1_1st,1500.0,ER,34.50678840579713,0.9991474850809889,34.50678840579713,179.99658994032396,198.4599037254806,0.19250588799045842,1173,0.3964493308823365
17,EYrainbow_1nmpp1_1st,3000.0,ER,36.811181617122514,1.0,36.811181617122514,185.30083234244947,208.4113493310222,0.1962384022383905,1682,0.3983689927179949
18,EYrainbow_1nmpp1_1st,0.0,LD,0.29593732127365996,12.981707317073171,4.0374544999999955,169.42256097560977,179.46391184701838,0.025834671822689052,1640,0.5150559209301068
19,EYrainbow_1nmpp1_1st,500.0,LD,0.8219325106318692,18.33783783783784,12.817441106821118,175.96332046332046,191.02844451178245,0.07153957090403341,1554,0.4362196053209865
20,EYrainbow_1nmpp1_1st,1500.0,LD,0.7515028393078954,17.96760443307758,10.919334612105702,179.99658994032396,198.4599037254806,0.06039817349422884,1173,0.3964493308823365
21,EYrainbow_1nmpp1_1st,3000.0,LD,0.6811025873449054,18.53448275862069,10.492378252080874,185.30083234244947,208.4113493310222,0.05426194889373502,1682,0.3983689927179949
22,EYrainbow_1nmpp1_1st,0.0,golgi,0.3446008404598458,5.190243902439025,1.7348945000000013,169.42256097560977,179.46391184701838,0.010899187851432566,1640,0.5150559209301068
23,EYrainbow_1nmpp1_1st,500.0,golgi,0.39498756715577366,11.411840411840412,4.421938648648651,175.96332046332046,191.02844451178245,0.027412563414725564,1554,0.4362196053209865
24,EYrainbow_1nmpp1_1st,1500.0,golgi,0.39395842053918184,10.940323955669225,4.214939113384487,179.99658994032396,198.4599037254806,0.026055774191566666,1173,0.3964493308823365
25,EYrainbow_1nmpp1_1st,3000.0,golgi,0.36369018047313817,10.024375743162901,3.599618644470875,185.30083234244947,208.4113493310222,0.021098557411263326,1682,0.3983689927179949
26,EYrainbow_1nmpp1_1st,0.0,mitochondria,10.429291848538604,4.801829268292683,35.88672599999998,169.42256097560977,179.46391184701838,0.22777015922700045,1640,0.5150559209301068
27,EYrainbow_1nmpp1_1st,500.0,mitochondria,18.342870688071603,3.8893178893178892,52.00529387387392,175.96332046332046,191.02844451178245,0.2963928854342524,1554,0.4362196053209865
28,EYrainbow_1nmpp1_1st,1500.0,mitochondria,32.578473757405376,2.710144927536232,63.14985328218249,179.99658994032396,198.4599037254806,0.3537129195655987,1173,0.3964493308823365
29,EYrainbow_1nmpp1_1st,3000.0,mitochondria,22.634258024210187,3.698573127229489,61.36251642092756,185.30083234244947,208.4113493310222,0.32650393748181394,1682,0.3983689927179949
30,EYrainbow_1nmpp1_1st,0.0,non-organelle,93.63417882566637,1.0,93.63417882566637,169.42256097560977,179.46391184701838,0.48229824860877835,1640,0.5150559209301068
