4.5089,5.3007
4.2236,5.0208
2.2347,3.5875
4.4532,5.2102
4.7843,5.3632
4.5394,5.4879
4.4794,5.3322
3.4536,4.4126
5.7709,6.3122
4.2218,4.9916
5.0559,5.8436
4.5034,5.4009
3.8157,4.4967
4.3071,5.2017
4.15,4.5371
3.9158,4.8797
4.5688,5.5296
4.1002,4.7357
4.4938,5.3322
4.9918,5.7812
4.9752,5.6417
4.3288,5.1846
3.0525,4.2925
5.2875,5.752
4.7468,5.1497
4.9626,5.6979
3.2738,4.5892
4.8424,5.6354
4.5275,5.1759
4.3719,5.2017
3.3075,4.0922
4.6631,5.5966
4.821,5.5158
4.4204,5.2187
4.4048,5.0587
4.182,5.2765
4.9629,5.787
4.6869,5.4158
4.7375,5.3165
4.4793,5.2354
4.3249,5.3007
4.6563,5.4451
3.8105,4.9418
3.8541,5.1408
3.977,5.1319
4.3013,5.2354
3.4494,4.7702
3.9678,5.1408
4.3825,5.0681
4.003,5.0399
3.4254,5.0111
4.6187,5.7282
4.6955,5.5089
4.271,5.1319
4.3652,5.2602
3.3718,4.5103
4.3086,5.2187
3.1203,4.6885
4.6804,5.3086
5.0122,5.8325
4.5555,5.4451
4.3491,5.3322
3.2155,4.4967
3.7844,5.0587
5.0571,5.8766
3.9275,4.9007
6.1783,6.8354
4.0006,5.0774
4.3977,5.2437
3.0727,4.5371
5.4029,6.1355
4.3344,5.252
4.5933,5.4879
4.5122,5.1497
4.2235,4.8903
4.2469,5.2684
3.8695,4.8369
4.645,5.5432
4.4992,5.1585
4.6862,5.3007
3.5043,4.3081
4.6796,5.4009
4.8656,5.6669
4.2956,5.0774
4.5554,5.3784
4.5209,5.3478
4.3361,5.2354
5.043,5.7638
4.0698,4.9316
4.6379,5.5432
3.8355,5.0111
5.1632,5.7754
4.1868,5.2846
3.3234,4.483
4.8742,5.6225
5.8192,6.399
4.7676,5.59
4.5354,5.4158
4.4572,5.0399
3.8455,4.652
4.2778,5.0681
4.5415,5.2437
2.5536,4.6397
4.1334,5.1932
4.7831,5.1846
5.3592,6.2626
4.6381,5.55
5.7409,6.0411
4.8228,5.6669
4.3108,4.9818
3.2961,4.5634
4.8247,5.4809
4.4613,5.4378
2.4727,4.4967
4.5943,5.4879
4.3793,5.4084
2.2447+3.1416i,3.7305
3.6484,4.5634
4.7178,5.6481
4.2079,5.3244
3.724,5.1585
3.7339,5.0208
4.6462,5.3165
4.3999,5.4523
4.4705,5.3859
4.6247,5.3478
5.1831,5.9088
5.091,6.1309
4.1721,5.3632
3.5696,5.1585
4.6439,5.6225
4.1949,5.2017
4.7921,5.495
4.1117,5.3708
4.0006,4.9818
3.9853,5.495
4.0851,5.3784
4.3558,5.3859
4.646,5.7401
2.6005,4.9111
4.8854,5.55
4.0922,5.2927
2.7914,4.1449
2.4936,5.0304
5.6941,6.3203
4.2236,5.495
5.3119,6.5556
4.0253,5.252
4.2101,5.7579
2.5965,4.2287
3.1332,4.826
4.0483,5.2271
5.0252,6.1401
2.7427,4.4411
4.0941,5.2765
5.0359,5.752
3.0572,4.6885
3.9757,5.1846
4.5139,5.5768
3.9465,5.1672
4.4218,5.5432
4.3242,5.495
4.0298,4.602
3.9731,5.1585
4.5125,5.5158
2.9958,4.7702
3.904,5.2354
4.8817,5.6917
4.0784,5.0014
4.9001,5.5635
5.5554,6.0605
3.5561,5.123
4.0204,5.4451
3.8546,5.2927
4.3638,5.4809
4.8941,5.6544
4.4489,5.4523
4.5297,5.5701
2.595,4.6764
4.3483,5.114
4.6612,5.6544
4.5527,5.59
4.4717,5.9035
4.379,5.252
4.638,5.5834
3.9137,5.3935
5.165,5.882
4.1943,5.3478
4.2188,5.4305
3.2015,5.0399
3.2317,4.9418
3.7955,5.4158
3.7836,5.252
4.3627,5.3784
4.2111,5.1497
3.8664,4.9719
3.8318,5.3708
3.3157,4.724
3.4805,5.0958
2.7387,4.7815
3.5059,5.3165
4.202,5.4158
4.2405,5.4879
4.4112,5.3555
4.6026,5.4879
4.2699,5.5768
4.9701,5.6979
5.2733,5.9714
2.6654,4.6764
2.6098,4.7473
4.1604,5.3322
4.3425,5.4451
4.3873,5.2846
4.2873,5.3165
4.6832,5.6354
4.2103,5.1497
4.5604,5.3555
4.1794,5.3784
4.8393,5.495
3.5212,5.0111
2.6679,4.8369
4.0324,5.1932
2.7192,5.0208
4.7989,5.4451
4.0894,5.2684
3.5476,5.1497
3.9164,5.2765
4.6693,5.5296
4.0803,5.1932
2.064,4.3387
3.6803,4.9418
4.6323,5.5019
3.5233,4.7588
4.6438,5.629
4.1857,5.1585
4.4304,5.4879
4.5152,5.5635
4.5308,5.495
5.3792,6.1125
3.0655,4.9519
4.3698,5.2927
3.4643,5.0866
3.9001,5.1846
4.8274,5.7696
4.0939,5.3478
4.0282,5.0014
3.7054,5.4595
3.3807,5.0111
3.4448,4.6397
3.1646,4.6147
4.2397,5.2102
4.9238,5.6544
5.2907,6.1894
4.0093,5.3478
4.5815,5.6417
3.9304,5.2102
2.5047,4.7123
4.6496,5.4009
4.8328,5.4666
5.4872,5.9662
4.327,5.2437
4.37,5.3784
4.3403,5.0587
4.547,5.4305
4.433,5.55
4.4337,5.3165
3.1366,4.5503
5.3015,5.9815
4.1005,5.4158
3.4497,4.8039
3.6261,5.2765
4.0407,5.2102
5.1216,5.8381
4.4841,5.787
4.5183,5.3784
3.8968,5.1672
3.6418,5.0958
3.283,4.8903
4.5446,5.4451
4.9497,5.7754
4.886,5.5966
3.6914,5.1319
5.1403,5.9404
3.6035,4.652
4.7613,5.9088
4.9599,5.8547
4.5271,5.3935
5.3308,6.1217
4.7049,5.5635
4.1433,5.3784
4.2395,5.1672
4.2062,5.0681
5.0832,5.9035
2.5146,4.1449
3.8476,5.0866
4.0653,5.2684
4.5597,5.4305
5.5644,6.1031
4.0774,5.2602
4.1575,5.2927
4.04,5.252
3.5471,4.9916
4.3927,5.5701
4.2516,5.2684
4.7711,5.6856
4.3993,5.4305
3.7504,5.0774
4.9839,5.8269
3.6138,4.8691
4.3115,5.3555
4.0604,5.3555
4.4887,5.6669
3.5008,4.9719
4.736,5.4879
4.723,5.7101
4.6677,5.5227
3.9866,5.3478
4.455,5.4158
4.2498,5.4523
4.0832,5.3784
3.9149,5.3859
4.1285,5.4084
5.6529,6.4518
4.4182,5.3007
5.3268,6.1938
4.3153,5.4305
3.9483,5.2602
4.4989,5.3935
4.2894,5.3244
2.9421+3.1416i,4.724
5.0392,5.8269
2.2452,4.8797
2.1936,4.7927
3.7924,5.3784
4.9938,6.2876
5.1042,6.1761
2.2052+3.1416i,3.7305
4.434,5.4084
4.5683,5.4158
4.5536,5.4451
4.8445,5.6856
3.8523,5.2684
4.2744,5.3935
4.8687,5.5635
3.6481,4.8691
3.5461,5.1759
3.881,4.9316
4.1845,5.2102
3.2544,5.1049
4.6143,5.5089
2.9919,4.0561
4.2764,5.4809
4.3027,5.4232
4.5038,5.7401
4.2056,5.1319
4.4405,5.4523
3.7498,5.2437
4.1858,5.34
2.6159+3.1416i,3.5367
2.0243+3.1416i,3.7076
4.5653,5.3555
2.4131,4.602
4.0071,4.9111
4.5934,5.4595
5.4953,6.1446
4.2359,5.55
4.2962,5.3165
5.8866,6.4294
3.8938,5.0587
5.1052,5.5966
5.4167,6.1761
4.6326,5.3708
4.1039,5.1319
3.2813,4.6272
3.199,4.4692
5.0644,5.8325
4.9525,5.7222
4.2352,5.2102
3.6664,5.0493
4.4961,5.3632
4.0722,5.2684
2.8254,4.1449
3.6786,4.9316
4.7382,5.3859
4.4221,5.2354
3.0327,5.0493
4.8426,5.5296
4.9973,5.8042
3.6091,4.9418
3.179,4.7473
4.3845,5.4305
4.0865,5.1932
5.6392,6.2668
4.4371,5.4738
2.9779+3.1416i,3.9021
4.3454,5.3632
2.5097,4.5371
4.316,5.1759
4.5021,5.5227
3.3275,5.123
5.1254,5.7928
3.8792,4.9418
3.1935,4.9214
4.5879,5.4738
3.306,5.0587
4.4825,5.2271
4.348,5.34
3.9607,5.1672
3.1077+3.1416i,3.7305
3.3504,4.6147
4.3787,5.5834
4.8166,5.7985
4.3403,5.2602
3.8401,4.9316
4.0743,4.9818
3.914,4.8903
3.6764,4.8903
3.5402,5.0014
2.3282,3.9021
4.3249,5.1408
3.658,5.1497
3.7513,5.0774
3.2143,5.0399
4.7257,5.7101
3.9521,5.4009
4.1529,5.1759
4.5855,5.4084
3.8323,5.5019
4.0554,5.1932
3.2713,4.8477
3.2434,4.6885
4.0756,5.4232
2.894,4.6764
2.6472,4.3687
4.7163,5.7638
3.7553,5.1319
4.5369,5.6031
5.7867,6.5965
3.6747,5.0866
4.0197,5.0866
3.6921,5.2927
3.5598,5.0399
3.7504,5.0304
4.3434,5.4158
4.3653,5.6031
3.9533,5.0958
3.9897,5.1049
3.2435,4.8477
2.985,4.8477
4.2861,5.2684
4.3527,5.6161
3.6168,5.252
4.2689,5.2102
3.9939,4.9916
3.8198,4.9111
4.2386,5.6096
4.6236,5.5019
4.8455,5.9194
3.6855,5.1932
3.6816,5.1585
3.4578,5.0587
3.8131,5.2437
3.6414,5.2017
3.8068,5.4809
