experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
glu,50,3,2,5,159,10.566037735849056,407.25786163522014,4,401,18,415,0.47897638678428994
glu,50,3,2,6,164,12.103658536585366,209.35365853658536,4,204,21,216,0.7141122838440276
glu,50,3,2,7,301,11.893687707641195,388.936877076412,3,379,22,399,0.2800666462053499
glu,50,3,2,8,111,13.342342342342342,163.16216216216216,7,158,21,169,0.6118711468503124
glu,50,3,2,9,108,20.25,429.0462962962963,14,424,27,435,0.6013870576902505
glu,50,3,2,10,67,23.65671641791045,377.8358208955224,19,374,29,383,0.39914075122374154
glu,50,3,2,11,150,27.906666666666666,156.64666666666668,21,150,36,164,0.765865568737364
glu,50,3,2,12,286,31.597902097902097,217.91958041958043,21,208,43,229,0.8709731259296428
glu,50,3,2,13,229,37.50218340611354,204.7292576419214,29,196,47,214,0.7779843750437596
glu,50,3,2,14,199,42.095477386934675,166.15075376884423,35,156,52,175,0.7295891142033575
glu,50,3,2,15,132,44.35606060606061,156.03030303030303,36,150,52,164,0.770684343084053
glu,50,3,2,16,203,52.25615763546798,72.60098522167488,44,65,61,81,0.7164344160038508
glu,50,3,2,17,168,53.56547619047619,59.089285714285715,46,53,62,66,0.6341275216410981
glu,50,3,2,18,765,56.08758169934641,189.63529411764705,42,174,72,206,0.411571768606372
glu,50,3,2,19,355,54.7887323943662,215.9830985915493,44,206,67,228,0.7442043849129244
glu,50,3,2,20,54,60.18518518518518,49.2962962962963,56,46,65,54,0.424804764929131
glu,50,3,2,21,203,57.74384236453202,150.82758620689654,50,144,68,158,0.6540755778280138
glu,50,3,2,22,205,59.985365853658536,321.7560975609756,51,314,70,330,0.63189338508612
glu,50,3,2,23,289,61.59861591695502,164.90657439446366,52,154,73,175,0.322066349663577
glu,50,3,2,24,360,71.06666666666666,130.43055555555554,61,119,82,143,0.699725786381601
glu,50,3,2,25,138,73.80434782608695,318.3550724637681,67,312,81,326,0.4917865239028857
glu,50,3,2,26,134,75.43283582089552,168.87313432835822,70,162,82,176,0.6007157074891672
glu,50,3,2,27,224,75.44642857142857,205.34375,69,194,82,217,0.8536412277082098
glu,50,3,2,28,46,77.15217391304348,110.82608695652173,73,107,82,116,0.4213799742723929
glu,50,3,2,29,386,79.69689119170984,151.02072538860102,69,141,92,163,0.32655431408385033
glu,50,3,2,30,190,85.47894736842105,182.2157894736842,77,175,94,192,0.5617356891560928
glu,50,3,2,31,123,86.96747967479675,133.91056910569105,81,128,94,140,0.5464436758687471
glu,50,3,2,32,172,90.06395348837209,168.7325581395349,83,162,98,177,0.6287357016320149
glu,50,3,2,33,175,91.94857142857143,55.44,85,48,100,64,0.6890326959210931
glu,50,3,2,34,137,90.39416058394161,121.97080291970804,83,116,98,128,0.6725493150641279
glu,50,3,2,35,192,96.94270833333333,26.713541666666668,89,19,106,35,0.6531927937982601
glu,50,3,2,36,156,102.10897435897436,134.30128205128204,95,128,111,141,0.6862793408609845
glu,50,3,2,37,87,102.24137931034483,180.16091954022988,96,176,109,185,0.6384648643048912
glu,50,3,2,38,53,100.09433962264151,186.8679245283019,96,184,108,193,0.7165235542354187
glu,50,3,2,39,106,104.06603773584905,192.96226415094338,98,185,109,200,0.6906377893383723
glu,50,3,2,40,51,103.27450980392157,310.9019607843137,100,307,108,315,0.3722345660123265
glu,50,3,2,41,154,103.94155844155844,166.97402597402598,99,158,110,176,0.8024178329293845
glu,50,3,2,42,221,105.34389140271493,148.88235294117646,97,140,114,158,0.6456847011224138
glu,50,3,2,43,98,109.07142857142857,18.020408163265305,103,13,115,24,0.49525677443769095
glu,50,3,2,44,164,109.23780487804878,407.9817073170732,103,400,116,417,0.698065819804987
glu,50,3,2,45,297,111.34343434343434,372.1885521885522,102,363,122,382,0.6745756868846943
glu,50,3,2,46,120,111.95833333333333,103.8,107,98,118,111,0.5335326146885957
glu,50,3,2,47,172,111.87209302325581,205.6860465116279,105,198,120,214,0.5918284669244318
glu,50,3,2,48,205,113.76585365853659,302.6146341463415,104,296,123,310,0.6522513672755147
glu,50,3,2,49,245,114.6938775510204,88.13469387755102,105,81,125,97,0.6543798645711293
glu,50,3,2,50,120,116.08333333333333,176.3,110,171,123,183,0.5005355938113109
glu,50,3,2,51,195,116.17948717948718,392.7692307692308,109,385,124,402,0.43260262363564456
