experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
glu,50,3,5,2,206,11.097087378640778,29.800970873786408,4,22,20,39,0.5487463878382446
glu,50,3,5,4,369,13.184281842818429,114.53387533875339,2,105,25,125,0.5608879614708362
glu,50,3,5,5,196,14.744897959183673,389.51020408163265,8,381,23,399,0.5318736269726284
glu,50,3,5,6,307,22.27687296416938,76.99674267100977,13,67,32,89,0.5150323836712437
glu,50,3,5,7,166,25.259036144578314,401.2409638554217,18,395,33,409,0.5023800145837375
glu,50,3,5,8,252,27.55952380952381,378.33730158730157,17,371,39,387,0.72606787672919
glu,50,3,5,9,162,29.01851851851852,121.04938271604938,23,113,36,130,0.7266676962906996
glu,50,3,5,10,129,29.775193798449614,48.007751937984494,24,42,36,56,0.6212504808455125
glu,50,3,5,11,147,33.57823129251701,139.39455782312925,27,133,41,147,0.3609810666351768
glu,50,3,5,12,85,34.48235294117647,93.55294117647058,30,89,40,99,0.6186055402546532
glu,50,3,5,13,226,38.057522123893804,63.7212389380531,31,55,47,73,0.6022714417400233
glu,50,3,5,14,37,39.78378378378378,122.32432432432432,37,120,44,126,0.5095332677542531
glu,50,3,5,15,304,43.86184210526316,286.3980263157895,35,276,54,297,0.6771851916621143
glu,50,3,5,16,91,45.81318681318681,269.46153846153845,41,265,52,276,0.3985567134466075
glu,50,3,5,17,151,47.34437086092715,100.01324503311258,40,95,56,107,0.6914479472603423
glu,50,3,5,18,222,47.3018018018018,150.96846846846847,38,144,58,159,0.6815558090232609
glu,50,3,5,19,205,49.170731707317074,131.54146341463414,42,123,56,143,0.762331962010644
glu,50,3,5,20,253,50.533596837944664,464.49407114624506,41,456,61,474,0.6526912837633992
glu,50,3,5,21,238,51.97478991596638,53.705882352941174,44,45,61,63,0.5485786274849008
glu,50,3,5,22,120,52.71666666666667,88.125,47,82,60,95,0.5625024775532198
glu,50,3,5,23,203,52.94581280788177,113.32019704433498,46,105,61,122,0.62553771450861
glu,50,3,5,24,226,54.18141592920354,72.63716814159292,46,65,63,82,0.5750807886999713
glu,50,3,5,25,104,54.19230769230769,480.11538461538464,49,474,60,487,0.5688823812141963
glu,50,3,5,26,297,54.127946127946124,256.1750841750842,44,247,65,266,0.4844940628934642
glu,50,3,5,27,54,58.7962962962963,158.16666666666666,55,154,63,163,0.6043405474959835
glu,50,3,5,28,69,61.42028985507246,95.6086956521739,57,91,67,101,0.7024799482949577
glu,50,3,5,29,162,61.45061728395062,143.19135802469137,56,135,68,153,0.7573297558080492
glu,50,3,5,30,298,62.10738255033557,274.70805369127515,52,266,73,285,0.45733065368360803
glu,50,3,5,31,82,62.6219512195122,490.9146341463415,58,486,69,497,0.46982473603029284
glu,50,3,5,32,128,64.71875,471.0234375,60,463,71,479,0.7438483920730845
glu,50,3,5,33,165,65.88484848484849,41.76969696969697,59,35,74,50,0.4766076442978877
glu,50,3,5,34,143,67.05594405594405,84.38461538461539,61,78,74,92,0.3959206676771001
glu,50,3,5,35,122,68.81147540983606,113.31147540983606,63,108,76,120,0.5850078239877353
glu,50,3,5,36,98,69.04081632653062,100.8265306122449,64,96,75,107,0.43649776667571694
glu,50,3,5,37,264,70.07954545454545,57.69318181818182,60,50,80,67,0.5470973094986895
glu,50,3,5,38,79,71.67088607594937,135.2405063291139,67,131,77,141,0.30640669035591506
glu,50,3,5,39,142,72.00704225352112,260.0633802816901,66,254,79,268,0.5305196334516652
glu,50,3,5,40,150,76.00666666666666,462.9066666666667,70,456,83,471,0.5788045448145895
glu,50,3,5,41,203,77.04433497536945,446.48768472906403,68,440,88,454,0.6818178702964021
glu,50,3,5,42,128,77.1171875,500.8828125,71,495,84,508,0.6594742819538146
glu,50,3,5,43,152,78.76973684210526,122.92763157894737,72,116,86,131,0.5927239095705369
glu,50,3,5,44,224,79.53125,72.74553571428571,71,65,88,82,0.5644800147967629
glu,50,3,5,45,171,78.73684210526316,482.56140350877195,72,474,87,491,0.46138812054181366
glu,50,3,5,46,93,84.0752688172043,472.9247311827957,78,468,90,480,0.48066920728369955
glu,50,3,5,47,105,85.3047619047619,105.82857142857142,80,100,92,113,0.5825159330340826
glu,50,3,5,48,103,87.30097087378641,85.50485436893204,82,80,94,92,0.3441975050354963
glu,50,3,5,49,221,88.74660633484163,302.710407239819,80,295,98,311,0.5667203734992499
glu,50,3,5,50,183,88.69398907103825,35.21311475409836,81,27,97,44,0.7790771117310639
glu,50,3,5,51,166,89.03614457831326,281.6927710843373,83,274,96,290,0.535338391109785
glu,50,3,5,52,159,89.71069182389937,435.45911949685535,84,428,96,445,0.6990408634713846
glu,50,3,5,53,124,92.33064516129032,18.346774193548388,87,12,99,26,0.5968868911913734
glu,50,3,5,54,202,92.76237623762377,51.85643564356435,86,43,101,62,0.6464841797476385
glu,50,3,5,55,179,93.57541899441341,119.77653631284916,86,112,101,129,0.7706381141390755
glu,50,3,5,56,327,93.15902140672783,457.6024464831804,83,448,105,472,0.49895467492210793
glu,50,3,5,57,172,95.11627906976744,73.16279069767442,89,65,103,82,0.6598847013212256
glu,50,3,5,58,159,97.72327044025157,492.6666666666667,90,487,106,500,0.701992562543973
glu,50,3,5,59,157,97.7515923566879,406.4649681528662,92,398,104,415,0.7716940529002886
glu,50,3,5,60,170,100.73529411764706,474.06470588235294,93,467,108,483,0.5001269748963223
glu,50,3,5,61,474,101.71097046413502,265.34388185654007,89,254,115,278,0.4595300843614168
glu,50,3,5,62,118,103.57627118644068,60.016949152542374,98,54,110,67,0.6107254387171341
glu,50,3,5,63,292,103.51027397260275,90.72945205479452,95,80,112,103,0.7063912718811858
glu,50,3,5,64,95,103.45263157894736,42.16842105263158,98,37,109,49,0.2684669360400668
glu,50,3,5,65,157,104.01273885350318,111.10191082802548,96,105,112,118,0.7071926084129273
glu,50,3,5,66,147,106.3265306122449,24.904761904761905,100,19,114,32,0.4080582376867214
glu,50,3,5,67,216,106.31018518518519,174.25462962962962,97,167,116,182,0.6215176982559133
glu,50,3,5,68,152,106.67763157894737,437.4144736842105,99,432,115,444,0.6453864321615673
glu,50,3,5,69,46,108.47826086956522,486.5869565217391,105,483,113,491,0.6403955633466403
