experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
glu,50,3,2,1,205,10.214634146341464,68.4390243902439,3,61,19,77,0.4305979590768336
glu,50,3,2,2,191,10.926701570680628,180.73821989528795,3,174,20,188,0.6776404680365071
glu,50,3,2,3,135,10.088888888888889,406.74074074074076,4,401,17,414,0.1864585460401423
glu,50,3,2,4,182,11.505494505494505,468.16483516483515,4,461,20,476,0.39816963310934017
glu,50,3,2,5,250,15.356,342.3,7,333,24,353,0.6048045371987114
glu,50,3,2,6,144,13.125,452.2361111111111,8,445,19,461,0.7110718961432952
glu,50,3,2,7,124,14.725806451612904,483.2096774193548,9,477,21,491,0.6099368496494463
glu,50,3,2,8,211,18.838862559241708,417.85781990521326,10,410,28,426,0.6112924888832424
glu,50,3,2,9,223,21.672645739910315,200.6726457399103,14,190,31,210,0.5570482560585028
glu,50,3,2,10,319,25.786833855799372,325.05329153605015,16,315,35,336,0.4111590213454949
glu,50,3,2,11,188,23.25,363.718085106383,16,356,31,372,0.5127846188583448
glu,50,3,2,12,160,22.95,60.58125,17,53,30,70,0.6168647480570854
glu,50,3,2,13,153,23.019607843137255,216.94117647058823,17,211,31,225,0.5958650644863107
glu,50,3,2,14,227,27.16740088105727,456.7488986784141,17,450,38,464,0.7381933765836827
glu,50,3,2,15,175,24.605714285714285,472.64,18,465,32,481,0.6148079040724437
glu,50,3,2,16,230,27.42608695652174,77.0,20,68,36,87,0.5362597134443801
glu,50,3,2,17,334,31.994011976047904,131.81736526946108,22,122,43,143,0.5586411101408725
glu,50,3,2,18,113,27.56637168141593,350.07964601769913,22,344,34,357,0.5161012329153892
glu,50,3,2,19,127,28.212598425196852,490.2992125984252,23,482,36,498,0.7808941965431576
glu,50,3,2,20,194,31.15979381443299,290.4845360824742,24,283,39,299,0.6209411635423977
glu,50,3,2,21,239,35.84518828451883,225.0878661087866,28,216,44,235,0.5618979283478082
glu,50,3,2,22,62,33.935483870967744,117.12903225806451,30,113,39,122,0.2534514282386855
glu,50,3,2,23,180,38.138888888888886,482.1388888888889,31,475,46,490,0.5956512036358987
glu,50,3,2,24,124,37.82258064516129,395.41129032258067,32,389,45,402,0.26682286194944693
glu,50,3,2,25,204,42.254901960784316,51.27450980392157,35,43,51,60,0.1867865112944214
glu,50,3,2,26,171,41.15204678362573,326.89473684210526,35,319,49,337,0.6344485092380205
glu,50,3,2,27,228,43.89912280701754,408.9078947368421,35,401,53,418,0.41842461025115657
glu,50,3,2,28,302,46.82119205298013,344.02649006622516,38,334,57,355,0.6116390093934099
glu,50,3,2,29,314,50.17515923566879,386.2929936305732,40,377,61,397,0.5565349938851424
glu,50,3,2,30,53,47.132075471698116,62.75471698113208,43,59,52,68,0.291912183848856
glu,50,3,2,31,260,56.473076923076924,41.96153846153846,48,33,65,52,0.5375698814593196
glu,50,3,2,32,222,56.306306306306304,454.3378378378378,49,446,65,464,0.6103435661909666
glu,50,3,2,33,242,58.8801652892562,417.995867768595,51,408,68,428,0.5787170902170222
glu,50,3,2,34,217,60.903225806451616,356.889400921659,55,347,68,370,0.8094800610443649
glu,50,3,2,35,266,66.6390977443609,12.30451127819549,57,4,78,22,0.5415623717697731
glu,50,3,2,36,170,64.39411764705882,255.51176470588234,57,249,74,263,0.5725237452396054
glu,50,3,2,37,325,67.50153846153846,170.7846153846154,58,161,80,181,0.5510160485969834
glu,50,3,2,38,64,62.828125,472.5,59,468,68,478,0.4117179330163598
glu,50,3,2,39,167,65.75449101796407,395.8562874251497,60,388,73,405,0.6527730240548882
glu,50,3,2,40,93,65.75268817204301,26.634408602150536,61,22,72,33,0.44213132106121433
glu,50,3,2,41,274,68.78467153284672,377.014598540146,61,367,78,388,0.6085697618007564
glu,50,3,2,42,166,72.42771084337349,35.19879518072289,66,25,80,44,0.8256390130417935
glu,50,3,2,43,181,75.10497237569061,207.35911602209944,68,200,83,216,0.44864373672406865
glu,50,3,2,44,174,75.44827586206897,357.4942528735632,69,350,84,366,0.6850051890690786
glu,50,3,2,45,209,76.52153110047847,471.53588516746413,69,464,85,480,0.5402656484297771
glu,50,3,2,46,374,82.49197860962566,157.91978609625667,72,147,95,169,0.6050368641406269
glu,50,3,2,47,281,84.4661921708185,136.1387900355872,76,126,94,147,0.5594465256759651
glu,50,3,2,48,167,82.87425149700599,370.07185628742513,76,363,91,378,0.28587587159481226
glu,50,3,2,49,130,82.66153846153846,385.0230769230769,77,379,90,392,0.13446063893266902
glu,50,3,2,50,298,88.28523489932886,35.25503355704698,80,25,98,46,0.5641803055000806
glu,50,3,2,51,242,87.90495867768595,70.39669421487604,80,62,97,80,0.3781679922465121
glu,50,3,2,52,153,88.91503267973856,86.29411764705883,82,81,97,93,0.6203049085381624
glu,50,3,2,53,140,89.97857142857143,176.81428571428572,84,171,97,184,0.4086250474895183
glu,50,3,2,54,173,95.0693641618497,56.30057803468208,87,49,105,63,0.6425517414146492
glu,50,3,2,55,149,96.39597315436242,97.75838926174497,89,92,105,104,0.6573734260263664
glu,50,3,2,56,195,96.57435897435897,113.17948717948718,89,105,104,122,0.6318746712015543
glu,50,3,2,57,145,96.73793103448276,147.57931034482758,91,140,104,155,0.5390453671753919
glu,50,3,2,58,109,96.70642201834862,234.78899082568807,91,229,103,241,0.385865236787169
glu,50,3,2,59,178,97.5,367.5,92,359,104,377,0.7318323196485228
glu,50,3,2,60,241,102.45643153526972,188.13278008298755,93,180,113,196,0.6847877738443228
glu,50,3,2,61,205,100.17073170731707,386.2731707317073,93,378,108,396,0.5586107347470125
glu,50,3,2,62,104,101.9326923076923,69.25961538461539,97,64,108,76,0.5226440031032685
glu,50,3,2,63,244,105.32786885245902,247.55327868852459,97,239,114,257,0.47391484890242946
glu,50,3,2,64,176,106.7159090909091,38.375,99,32,115,45,0.6266528484669783
glu,50,3,2,65,109,106.34862385321101,50.39449541284404,100,46,113,57,0.5069881037205892
glu,50,3,2,66,86,104.51162790697674,490.9186046511628,100,486,110,497,0.5044088817737438
glu,50,3,2,67,297,114.06397306397307,306.72727272727275,102,297,124,318,0.6776617199106305
glu,50,3,2,68,147,108.73469387755102,81.02721088435374,103,74,116,89,0.5293601737531652
glu,50,3,2,69,227,110.11894273127753,107.3568281938326,103,98,119,117,0.6627118613597763
glu,50,3,2,70,181,111.29281767955801,21.784530386740332,105,14,119,31,0.6338952777351725
glu,50,3,2,71,82,110.03658536585365,410.5365853658537,105,406,116,416,0.4486313165185558
glu,50,3,2,72,154,113.98701298701299,67.02597402597402,108,60,121,75,0.6282996884735688
glu,50,3,2,73,77,114.14285714285714,91.68831168831169,109,87,120,97,0.47265684815466236
glu,50,3,2,74,172,119.94186046511628,54.73255813953488,112,48,128,62,0.5766499552089789
glu,50,3,2,75,170,119.46470588235294,502.45882352941175,112,496,128,510,0.5761008239565434
glu,50,3,2,76,190,120.66315789473684,402.0052631578947,114,394,128,411,0.5834742992083984
glu,50,3,2,77,223,122.32286995515695,288.5470852017937,115,280,131,298,0.5005354656389754
