path_in,path_cell,path_out,RESULT,ERR_MESSAGES
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-0_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-0_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-0_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-0_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-0_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-0_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-3.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-0_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-0_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-0_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-0_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-0_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-0_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-0_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-4.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-0_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-0_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-0_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-0_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-0_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-0_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-0_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-5.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-0_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-0_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-0_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-0_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-0_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-0_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-0_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-0_field-6.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-0_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-0.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-1.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-2.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-2.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-2.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-2.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-2.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-2.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-2.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-2.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-3.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-3.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-3.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-4.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-4.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-4.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-5.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-5.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-5.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-1500_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-1500_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-1500_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-1500_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-1500_field-6.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-1500_field-6.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-1500_field-6.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-1500_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-3000_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-3000_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-3000_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-3000_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-3000_field-0.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-vacuole_1nmpp1-3000_field-0.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-0.tif,data\results\EYrainbow_1nmpp1_1st\vacuole_1nmpp1-3000_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-peroxisome_1nmpp1-3000_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-1.tif,data\results\EYrainbow_1nmpp1_1st\peroxisome_1nmpp1-3000_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_1nmpp1_1st\label-ER_1nmpp1-3000_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-1.tif,data\results\EYrainbow_1nmpp1_1st\ER_1nmpp1-3000_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-golgi_1nmpp1-3000_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-1.tif,data\results\EYrainbow_1nmpp1_1st\golgi_1nmpp1-3000_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-mitochondria_1nmpp1-3000_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-1.tif,data\results\EYrainbow_1nmpp1_1st\mitochondria_1nmpp1-3000_field-1.csv,True,
images\labelled\EYrainbow_1nmpp1_1st\label-LD_1nmpp1-3000_field-1.tiff,images\cell\EYrainbow_1nmpp1_1st\binCell_1nmpp1-3000_field-1.tif,data\results\EYrainbow_1nmpp1_1st\LD_1nmpp1-3000_field-1.csv,True,
