organelle,wavelength,intensity,experiment,field_of_view
mitochondria,580.875,0.5073359302802016,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
mitochondria,590.87,0.5229978502568204,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
mitochondria,600.865,0.6735120392471947,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
mitochondria,610.86,0.2655797704031947,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
LD,570.885,0.46194575992495907,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
LD,580.875,0.4862097036919944,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
LD,590.87,0.538080240192216,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
LD,600.865,0.7005483610488358,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
LD,610.86,0.3106562627363468,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-0
mitochondria,570.885,0.5419092609320717,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
mitochondria,580.875,0.49187460811576506,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
mitochondria,590.87,0.5252143268724226,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
mitochondria,600.865,0.6758632924568595,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
mitochondria,610.86,0.2714822748027199,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
LD,570.885,0.49200764695399435,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
LD,580.875,0.4788842696134396,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
LD,590.87,0.533707965054816,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
LD,600.865,0.6922925112021865,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
LD,610.86,0.3074831282118149,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-1
mitochondria,570.885,0.5687077930850564,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
mitochondria,580.875,0.5179636159148077,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
mitochondria,590.87,0.5251448783074174,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
mitochondria,600.865,0.6608192112884606,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
mitochondria,610.86,0.25002086474484275,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
LD,570.885,0.5185853142783606,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
LD,580.875,0.5070128503683791,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
LD,590.87,0.5303354934995479,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
LD,600.865,0.6788890437910604,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
LD,610.86,0.2909860541913742,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-2
mitochondria,570.885,0.5584535882080172,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
mitochondria,580.875,0.5098737286117423,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
mitochondria,590.87,0.5350604705170333,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
mitochondria,600.865,0.6732224187261111,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
mitochondria,610.86,0.26382670047640927,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
LD,570.885,0.5021642990813533,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
LD,580.875,0.48852539409303697,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
LD,590.87,0.5460085682909761,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
LD,600.865,0.6913281009016873,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
LD,610.86,0.2960389262158387,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-3
mitochondria,570.885,0.5844887049002916,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
mitochondria,580.875,0.5069458390166286,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
mitochondria,590.87,0.5327078692066606,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
mitochondria,600.865,0.656987021823831,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
mitochondria,610.86,0.25430176182321346,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
LD,570.885,0.5433281535605722,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
LD,580.875,0.49979310197112636,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
LD,590.87,0.5419519698093753,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
LD,600.865,0.6780243875536675,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
LD,610.86,0.283140560244509,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-4
mitochondria,570.885,0.5889399875488182,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
mitochondria,580.875,0.5048998642167797,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
mitochondria,590.87,0.5321671611045125,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
mitochondria,600.865,0.6622237691295738,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
mitochondria,610.86,0.25770607722315975,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
LD,570.885,0.5350871605064144,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
LD,580.875,0.4898322066102238,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
LD,590.87,0.5420565177251907,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
LD,600.865,0.6820707082426721,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
LD,610.86,0.30019393553685786,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-5
mitochondria,570.885,0.5912797682946856,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
mitochondria,580.875,0.5039635523163687,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
mitochondria,590.87,0.5401642815615472,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
mitochondria,600.865,0.6666105088475334,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
mitochondria,610.86,0.26039197669019615,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
LD,570.885,0.5483837235760416,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
LD,580.875,0.49165588057224074,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
LD,590.87,0.5509829879646125,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
LD,600.865,0.6860662192940361,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
LD,610.86,0.28772283432456136,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-6
mitochondria,570.885,0.608804397883796,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
mitochondria,580.875,0.5034589688345457,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
mitochondria,590.87,0.5364553436167568,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
mitochondria,600.865,0.6634160517623657,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
mitochondria,610.86,0.25498860192745015,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
LD,570.885,0.5581406256785482,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
LD,580.875,0.48595115859600724,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
LD,590.87,0.5422892727946127,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
LD,600.865,0.6819090702834815,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
LD,610.86,0.2927421697366822,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-200_field-7
mitochondria,570.885,0.47177769695909044,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
mitochondria,580.875,0.4658531686579517,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
mitochondria,590.87,0.49026931653052397,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
mitochondria,600.865,0.6670673766304085,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
mitochondria,610.86,0.24192559635601085,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
LD,570.885,0.43769301440124514,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
LD,580.875,0.4645116245347282,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
LD,590.87,0.5108351401038153,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
LD,600.865,0.6804191898636202,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
LD,610.86,0.26871556193189244,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-0
mitochondria,570.885,0.5043606788522882,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
mitochondria,580.875,0.49132736133560495,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
mitochondria,590.87,0.5077523512759365,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
mitochondria,600.865,0.6562646559983596,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
mitochondria,610.86,0.23347270701050327,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
LD,570.885,0.47008700392589536,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
LD,580.875,0.4771974323146102,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
LD,590.87,0.5161092392418495,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
LD,600.865,0.6737071696116149,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
LD,610.86,0.2676001493062205,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-1
mitochondria,570.885,0.526457373547076,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
mitochondria,580.875,0.494703004003674,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
mitochondria,590.87,0.5083576874100199,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
mitochondria,600.865,0.6618314469545573,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
mitochondria,610.86,0.2351477675351365,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
LD,570.885,0.48728103061885747,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
LD,580.875,0.48133126799830095,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
LD,590.87,0.5184914049228599,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
LD,600.865,0.6827116253408848,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
LD,610.86,0.2684082075162144,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-2
mitochondria,570.885,0.5352297565405301,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
mitochondria,580.875,0.4986351441391836,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
mitochondria,590.87,0.5065867935761624,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
mitochondria,600.865,0.6705366871798326,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
mitochondria,610.86,0.22287301808357,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
LD,570.885,0.5010112563860386,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
LD,580.875,0.48384505133498357,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
LD,590.87,0.5117387365976607,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
LD,600.865,0.6848076771123578,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
LD,610.86,0.254695350883378,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-3
mitochondria,570.885,0.5593265863400219,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
mitochondria,580.875,0.4983358713005474,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
mitochondria,590.87,0.511811572785165,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
mitochondria,600.865,0.6612894066764784,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
mitochondria,610.86,0.2260092103785183,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
LD,570.885,0.5251235777534323,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
LD,580.875,0.48924103379709644,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
LD,590.87,0.5157982448154745,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
LD,600.865,0.677341208362674,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
LD,610.86,0.2594730487475645,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-4
mitochondria,570.885,0.572197493154768,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
mitochondria,580.875,0.5004851423510646,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
mitochondria,590.87,0.5186481600396815,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
mitochondria,600.865,0.6604474256369646,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
mitochondria,610.86,0.2281552128725083,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
LD,570.885,0.5327270089456541,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
LD,580.875,0.487905183341834,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
LD,590.87,0.5239033905080334,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
LD,600.865,0.6801695910426054,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
LD,610.86,0.26320626149468684,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-5
mitochondria,570.885,0.5665193926879278,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
mitochondria,580.875,0.4977685117865742,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
mitochondria,590.87,0.532000258923127,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
mitochondria,600.865,0.6624634839980088,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
mitochondria,610.86,0.23651466699022197,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
LD,570.885,0.531916914463396,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
LD,580.875,0.4873439750270438,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
LD,590.87,0.5378864901284148,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
LD,600.865,0.6803650298427449,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
LD,610.86,0.2667476926877086,EYrainbow_rapamycin_1stTry,spectral-blue_EYrainbow_rpmc-400_field-6
mitochondria,570.885,0.29466454151201144,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,580.875,0.5389594050168756,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,590.87,0.6569262571667356,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,600.865,0.7376780952906479,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,610.86,0.610810939891898,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,620.86,0.544109675927754,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,630.86,0.13878145470331307,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,640.855,0.04553443025972737,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,570.885,0.15559214393051576,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,580.875,0.3009421949858397,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,590.87,0.5158110574694424,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,600.865,0.7251467340650634,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,610.86,0.8137283262009822,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,620.86,0.7256503037146114,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,630.86,0.13460311427105556,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
LD,640.855,0.03427068703881199,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-0
mitochondria,570.885,0.2870241524882955,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,580.875,0.5321037995051603,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,590.87,0.6541826201186883,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,600.865,0.7381337096655044,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,610.86,0.6148043217208962,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,620.86,0.5489624465931588,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,630.86,0.13826010257712612,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,640.855,0.04298562134925376,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,570.885,0.15121991371529786,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,580.875,0.2983915790097334,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,590.87,0.5104959747865623,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,600.865,0.7233249051272914,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,610.86,0.8067454823146191,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,620.86,0.7252454351608607,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,630.86,0.1343898873019291,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
LD,640.855,0.032575620104299874,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-1
mitochondria,570.885,0.2847366777323414,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,580.875,0.5250050260162406,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,590.87,0.6509457425607533,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,600.865,0.7402102223711191,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,610.86,0.6195519985918658,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,620.86,0.5529202293320924,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,630.86,0.13653506797178416,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,640.855,0.041635088912240534,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,570.885,0.14941079023178194,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,580.875,0.29363051549786684,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,590.87,0.5156872949802768,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,600.865,0.7380317111416314,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,610.86,0.8092186548644307,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,620.86,0.7172318283718573,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,630.86,0.1353677613227261,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
LD,640.855,0.03183217743404926,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-2
mitochondria,570.885,0.2786699134219602,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,580.875,0.5255774113194085,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,590.87,0.652592097261556,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,600.865,0.7364737302551418,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,610.86,0.6179233138652339,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,620.86,0.5495586664082591,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,630.86,0.13542396997545533,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,640.855,0.0410930650213152,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,570.885,0.14685011694323316,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,580.875,0.29226663915343143,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,590.87,0.5147483224672782,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,600.865,0.7303055615687857,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,610.86,0.8043068900633814,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,620.86,0.7151600021376909,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,630.86,0.13330866261831387,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
LD,640.855,0.03212568738135506,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-3
mitochondria,570.885,0.27848110707637336,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,580.875,0.5210226749859207,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,590.87,0.6491106456527428,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,600.865,0.7405099794114062,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,610.86,0.6202194511368206,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,620.86,0.5560552184432431,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,630.86,0.13457190460522878,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,640.855,0.04191982990049788,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,570.885,0.1474086143697919,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,580.875,0.29187941154992386,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,590.87,0.5146753740484655,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,600.865,0.7349743197049293,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,610.86,0.8007571387385458,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,620.86,0.7175854623327735,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,630.86,0.1322829909362543,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
LD,640.855,0.032883311503302766,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-4
mitochondria,570.885,0.28589081429886654,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-5
mitochondria,580.875,0.5271420984758911,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-5
mitochondria,590.87,0.6466075757946882,EYrainbow_rapamycin_1stTry,spectral-red_EYrainbow_rpmc-0_field-5
