1813
989
2336
1641
3118
1442
634
949
171
1328
2094
852
2218
1571
2054
182
2117
1357
1643
1914
1043
1435
168
1928
1253
1996
1191
489
1730
921
2651
1446
1408
1667
3507
1683
1686
1459
1263
2490
102
2011
591
1689
1315
637
280
1825
1468
1614
967
960
2195
923
2464
1195
1830
2614
1899
210
1686
1460
469
1780
2233
2817
2197
1510
2510
1609
820
1639
316
213
1854
2194
374
1502
1924
1732
1382
2615
2016
1795
815
774
1270
2308
1452
1538
1700
1788
2005
2034
2047
2191
2672
314
861
2040
539
2122
159
1732
2603
764
1790
593
1719
1035
526
1874
978
1668
1877
1704
945
1890
1858
283
107
978
1952
1559
2297
2632
1738
1198
861
251
1492
1372
2100
1533
1779
876
1979
1540
1066
1097
395
1827
1848
1835
2320
35
1749
805
1795
1844
594
1077
2251
1797
2408
446
939
249
1558
1207
1195
1919
2143
1954
1702
1472
2020
436
1616
2268
1854
2066
706
1475
1759
998
916
2720
1554
1403
1677
882
2068
1560
1475
1898
862
2350
2448
1773
356
817
1098
2000
1969
1375
1213
2251
2122
389
1196
731
2526
1479
4167
1787
875
1534
1260
2570
1905
2779
1926
1061
537
2027
2156
1538
185
1936
859
1737
2045
2061
504
335
1683
1770
1910
821
1765
2325
1572
2157
152
1914
502
1552
1732
1422
1961
29
2391
2099
1482
1666
500
NaN
NaN
