NaN,NaN,NaN,NaN,NaN
62,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
53,NaN,NaN,NaN,NaN
10287,71,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
470,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
2053,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1095,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
413,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1071,NaN,NaN,NaN,NaN
144,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1764,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1104,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
23,4565,57,13,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
78,NaN,NaN,NaN,NaN
517,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
29,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1006,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
165,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
354,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
819,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1448,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
141,61,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1122,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
288,NaN,NaN,NaN,NaN
39,NaN,NaN,NaN,NaN
2222,590,41,NaN,NaN
1120,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
498,NaN,NaN,NaN,NaN
33,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
282,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
12,11,5798,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
26,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
39,40,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
8038,67,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1935,NaN,NaN,NaN,NaN
1534,NaN,NaN,NaN,NaN
270,NaN,NaN,NaN,NaN
6270,NaN,NaN,NaN,NaN
160,NaN,NaN,NaN,NaN
1149,NaN,NaN,NaN,NaN
1594,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
60,562,NaN,NaN,NaN
48,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
