NaN,NaN,NaN,NaN,NaN
116,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
75,517,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
418,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1858,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,NaN
1236,35,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
935,NaN,NaN,NaN,NaN
246,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1048,13,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
841,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
2171,40,133,NaN,NaN
NaN,NaN,NaN,NaN,NaN
125,NaN,NaN,NaN,NaN
5375,30,NaN,NaN,NaN
437,NaN,NaN,NaN,NaN
1361,21,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
312,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
753,NaN,NaN,NaN,NaN
7273,18,NaN,NaN,NaN
453,NaN,NaN,NaN,NaN
43,NaN,NaN,NaN,NaN
1545,51,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
5578,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
22,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
535,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
255,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
680,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
255,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
234,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
4958,30,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1570,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
11,6415,14,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
76,374,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
21,113,32475,NaN,NaN
215,NaN,NaN,NaN,NaN
41,91,291,334,177
44,83,2234,32,NaN
