NaN,NaN,NaN,NaN,NaN,NaN
14028,40,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
665,44,NaN,NaN,NaN,NaN
823,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
514,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
58,NaN,NaN,NaN,NaN,NaN
749,NaN,NaN,NaN,NaN,NaN
679,NaN,NaN,NaN,NaN,NaN
14,176,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1193,23,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
22,72,NaN,NaN,NaN,NaN
1781,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1180,22,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
24,296,888,NaN,NaN,NaN
58036,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
327,341,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
3463,44,NaN,NaN,NaN,NaN
148,NaN,NaN,NaN,NaN,NaN
372,11,NaN,NaN,NaN,NaN
2299,NaN,NaN,NaN,NaN,NaN
2956,NaN,NaN,NaN,NaN,NaN
2369,NaN,NaN,NaN,NaN,NaN
620,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
159,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN
78,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1433,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
15,35,8414,NaN,NaN,NaN
20,119,NaN,NaN,NaN,NaN
80,15,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
25,26,1402,406,NaN,NaN
188,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
2261,20,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
644,NaN,NaN,NaN,NaN,NaN
1798,33,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
582,NaN,NaN,NaN,NaN,NaN
239,22,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
32,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
12,NaN,NaN,NaN,NaN,NaN
2443,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
5475,NaN,NaN,NaN,NaN,NaN
30,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1505,NaN,NaN,NaN,NaN,NaN
283,NaN,NaN,NaN,NaN,NaN
2262,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
75,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
661,38,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
39,NaN,NaN,NaN,NaN,NaN
642,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
