experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
leu,75,3,5,1,170,8.51764705882353,449.3058823529412,2,442,16,458,0.4268735901237262
leu,75,3,5,2,260,11.96923076923077,433.6807692307692,3,425,22,443,0.44148986422800734
leu,75,3,5,4,119,15.336134453781513,459.15966386554624,9,452,23,467,0.5349987766334335
leu,75,3,5,5,240,18.441666666666666,67.77083333333333,11,59,28,78,0.6356336445148616
leu,75,3,5,6,224,23.196428571428573,447.14732142857144,16,438,32,457,0.5425555926067813
leu,75,3,5,7,281,24.06405693950178,470.1423487544484,16,460,33,482,0.556563863133426
leu,75,3,5,8,260,25.68846153846154,424.46153846153845,17,415,36,434,0.6803182228452347
leu,75,3,5,9,259,29.55984555984556,142.25868725868725,19,135,44,150,0.774464600954203
leu,75,3,5,10,99,23.555555555555557,407.8989898989899,19,402,29,415,0.70081644171744
leu,75,3,5,11,140,32.69285714285714,57.27142857142857,25,51,42,64,0.8018840669058824
leu,75,3,5,12,83,30.59036144578313,457.72289156626505,25,453,36,464,0.44655287073517436
leu,75,3,5,13,279,34.28673835125448,485.06451612903226,25,476,46,494,0.4735895534582262
leu,75,3,5,14,280,39.84642857142857,257.05357142857144,31,247,50,268,0.6722290478761834
leu,75,3,5,15,155,39.66451612903226,31.251612903225805,32,25,49,38,0.6479274104822157
leu,75,3,5,16,180,38.861111111111114,468.75,33,461,46,478,0.5879007194926447
leu,75,3,5,17,244,42.65573770491803,428.8196721311475,35,420,52,438,0.5473243552097853
leu,75,3,5,18,228,49.078947368421055,241.49122807017545,39,233,59,251,0.6686567547600832
leu,75,3,5,19,226,47.60176991150443,50.06194690265487,41,40,56,60,0.7156671644025017
leu,75,3,5,20,132,52.484848484848484,414.72727272727275,46,409,60,421,0.6503541091779037
leu,75,3,5,21,239,56.43096234309623,35.84100418410042,47,29,67,45,0.6577042682980441
leu,75,3,5,22,60,51.483333333333334,63.38333333333333,48,60,56,68,0.36902488219359486
leu,75,3,5,23,162,56.592592592592595,252.72222222222223,49,246,65,260,0.6693096873788514
leu,75,3,5,24,99,61.22222222222222,232.94949494949495,56,228,68,239,0.21623958040522087
leu,75,3,5,25,201,65.49751243781094,186.08457711442787,59,178,74,195,0.5080533045800688
leu,75,3,5,26,71,68.12676056338029,389.0,63,385,74,394,0.5004901091040198
leu,75,3,5,27,269,73.01115241635688,252.46096654275092,64,243,83,263,0.6759047704967642
leu,75,3,5,28,77,69.25974025974025,379.8051948051948,64,375,76,385,0.6502350523743007
leu,75,3,5,29,172,73.18604651162791,235.86046511627907,66,229,82,243,0.6549385824050526
leu,75,3,5,30,195,80.29230769230769,371.3025641025641,73,363,88,380,0.6723125399721189
leu,75,3,5,31,173,80.54335260115607,388.728323699422,73,382,89,396,0.6109696150769953
leu,75,3,5,32,300,91.41333333333333,447.0,84,435,100,462,0.816959145169123
leu,75,3,5,33,110,91.54545454545455,46.981818181818184,86,41,99,54,0.6966780620844698
leu,75,3,5,34,69,92.68115942028986,429.95652173913044,89,425,97,435,0.5748547124053756
leu,75,3,5,35,242,101.47933884297521,59.599173553719005,93,51,111,70,0.5661891601382008
leu,75,3,5,36,293,107.75767918088737,39.27303754266212,98,31,118,49,0.40394309082224056
leu,75,3,5,37,279,108.45519713261649,110.74193548387096,99,103,119,121,0.5886964775661286
leu,75,3,5,38,164,118.97560975609755,124.76829268292683,111,119,128,133,0.7772975484702416
leu,75,3,5,39,169,117.92899408284023,304.55029585798815,111,296,125,313,0.7178286161267573
leu,75,3,5,40,171,117.92397660818713,25.549707602339183,112,18,125,35,0.6649161785671476
leu,75,3,5,41,230,125.76521739130435,45.93913043478261,118,37,134,56,0.3885320042720722
leu,75,3,5,42,231,127.24675324675324,443.1861471861472,118,435,137,452,0.6386518045267606
leu,75,3,5,43,201,126.19900497512438,289.0497512437811,119,281,134,298,0.5834242456267594
