1.83407805577838,0,0
0,0,0
2.0618317596972,0,0
0,0,0
0.383519381433678,0,0
0.0108765627498091,1.56722991377521,2.53911535951339
0.182349387374746,0,0
0.332009247978865,0.098109909980252,0
0,0,0
2.83718105385956,0,0
0.891867014421266,0,0
2.80937658973177,0,0
0.470687308038292,0,0
1.46282292480667,0.487330821511615,0
4.95695429087914,0,0
0,0,0
3.14685885933991,2.93607702275874,0
1.78588834880469,0,0
2.76703637635916,2.45029238992809,0
2.24671004453861,0.515234652044867,0
1.76184484074672,0,0
1.86752807841338,0,0
0,0,0
0.118272704365432,1.18566603878199,0
0.071933100408294,0,0
0.342059176114953,0,0
2.59536752692025,2.15995767127474,0
0.183124697070825,0,0
4.43896490681518,0,0
0.0591984981407053,0,0
3.64927626747611,0,0
2.83868852111371,0,0
1.6642055418544,0,0
2.16223835109928,0,0
0.407317669465061,2.19105015550483,0
1.13812632793109,3.75886705871237,0
3.06278888069873,0,0
0.864077421641946,0,0
1.46457638559574,0,0
0.905063311471543,0,0
0,0,0
4.20360430440302,0.187566687995298,0
0,0,0
0,0,0
0.31249162217664,1.96653014707209,0
0,0,0
0,0,0
3.60168269962627,1.33366783912005,0.430278131053628
1.48184272809962,0,0
4.42021755177852,0,0
1.94521720089091,1.27151644333125,0
0,0,0
1.12879964012354,0,0
1.27325902957258,0,0
0.0878714163151683,0.286469894769457,0
1.73150191204145,0,0
4.62100762452933,1.19730420144169,0
1.96003637477024,4.29932772581542,0
2.36652386856228,0.888165824444007,0
0,0,0
1.47578255722592,0,0
0.715260738954966,1.43357554271486,0.315350639400693
0.0105208992685219,0,0
2.63632261181469,0.90785082647201,0
3.04855010030635,0,0
0.209620402070419,0,0
1.7146886631365,0,0
2.44746874199775,0.89605199479031,2.47173921079777
1.499983804786,0.256221552496198,0
1.73436492649391,1.7091819532006,0.593153709124329
0.819601962620696,0,0
2.65500433777875,0,0
0,0,0
0,0,0
4.07193838340416,0,0
3.55804394407736,0,0
0.370130075053273,0,0
1.47497490748326,0,0
2.80757269002612,0,0
0.724070480334121,0,0
0.0868012158981076,0,0
1.07529982615862,0,0
4.68255669455268,0,0
1.75803970402007,0,0
