experiment,filename,organelle,pixel_lower,pixel_upper,error_lower,error_upper
EYrainbow_glucose,peroxisome_EYrainbow_glu-0-5_field-4,peroxisome,806.0,189.0,0.03337474120082816,0.00782608695652174
EYrainbow_glucose,peroxisome_EYrainbow_glu-0-5_field-5,peroxisome,767.0,230.0,0.02964365772590245,0.008889232434103734
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-0,peroxisome,1164.0,326.0,0.03177029313827174,0.008897865604017686
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-1,peroxisome,1.0,558.0,1.523647001462701e-05,0.008501950268161872
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-2,peroxisome,1387.0,369.0,0.03106939653241342,0.00826575870256709
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-3,peroxisome,1673.0,471.0,0.029661542825736218,0.008350619647891069
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-4,peroxisome,842.0,222.0,0.029656241194702733,0.007819103972950128
EYrainbow_glucose,peroxisome_EYrainbow_glu-0_field-5,peroxisome,1001.0,262.0,0.03051736227554038,0.007987561354836742
EYrainbow_glucose,peroxisome_EYrainbow_glu-100_field-0,peroxisome,1085.0,304.0,0.03201062103555097,0.008968874465260363
EYrainbow_glucose,peroxisome_EYrainbow_glu-100_field-1,peroxisome,1060.0,322.0,0.03152416356877323,0.009576208178438662
EYrainbow_glucose,peroxisome_EYrainbow_glu-100_field-2,peroxisome,1234.0,376.0,0.028725063432575245,0.00875253148350753
EYrainbow_glucose,peroxisome_EYrainbow_glu-100_field-3,peroxisome,944.0,293.0,0.02797534376481745,0.00868302513039355
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-0,peroxisome,1193.0,381.0,0.035129564193168435,0.011219081272084805
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-1,peroxisome,758.0,239.0,0.03824033901725356,0.012057310059529815
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-2,peroxisome,661.0,199.0,0.03231641732668427,0.00972914833284443
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-3,peroxisome,554.0,143.0,0.03697523860375092,0.00954415003670827
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-4,peroxisome,486.0,153.0,0.03163032866905304,0.009957696062479662
EYrainbow_glucose,peroxisome_EYrainbow_glu-200_field-5,peroxisome,681.0,176.0,0.03755583742348205,0.009706060773175977
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-0,peroxisome,1213.0,459.0,0.033907306982724886,0.012830547324872812
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-1,peroxisome,1209.0,418.0,0.03159627848630567,0.010924106209491951
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-2,peroxisome,1856.0,578.0,0.03477478827849809,0.010829648504833995
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-3,peroxisome,2273.0,729.0,0.03412451770781726,0.010944466963923795
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-4,peroxisome,2348.0,621.0,0.034962848251113066,0.009246988400315678
EYrainbow_glucose,peroxisome_EYrainbow_glu-50_field-5,peroxisome,2350.0,626.0,0.03581388969321975,0.009540210616151302
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-0,peroxisome,999.0,361.0,0.026317869280012646,0.009510261071155721
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-1,peroxisome,1427.0,486.0,0.026724347809802047,0.009101634923310299
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-2,peroxisome,2448.0,890.0,0.026744160639762274,0.00972316297769135
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-3,peroxisome,1764.0,584.0,0.029559621958576313,0.009786178698304176
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-4,peroxisome,1917.0,687.0,0.027113034623217923,0.009716564833672777
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-5,peroxisome,2209.0,690.0,0.029520640393430355,0.009221023934570822
EYrainbow_glucose,peroxisome_EYrainbow_glu-5_field-6,peroxisome,2199.0,722.0,0.02745763981669934,0.009015195974377863
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-0,vacuole,1322.0,1186.0,0.006102740231922594,0.00547492429278381
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-1,vacuole,1164.0,1024.0,0.005644977473436113,0.004966028292782285
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-2,vacuole,1079.0,1020.0,0.005381546134663341,0.005087281795511222
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-3,vacuole,1145.0,1086.0,0.00533593061892135,0.005060978735500948
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-4,vacuole,789.0,627.0,0.006287904749001825,0.0049968520628949865
EYrainbow_glucose,vacuole_EYrainbow_glu-0-5_field-5,vacuole,812.0,799.0,0.005488637438996364,0.005400765164726718
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-0,vacuole,1138.0,1051.0,0.004434641643545219,0.004095613679583502
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-1,vacuole,2238.0,1902.0,0.004845582249320146,0.004118095370065647
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-2,vacuole,1407.0,1138.0,0.0048408072828861805,0.003915308235909363
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-3,vacuole,1826.0,1652.0,0.0050357133007914836,0.004555858911778495
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-4,vacuole,900.0,807.0,0.005298418716369759,0.004750915449011551
EYrainbow_glucose,vacuole_EYrainbow_glu-0_field-5,vacuole,1069.0,992.0,0.0055507381079719816,0.005150918805526853
EYrainbow_glucose,vacuole_EYrainbow_glu-100_field-0,vacuole,1471.0,1325.0,0.007142961196870887,0.006434006516556034
EYrainbow_glucose,vacuole_EYrainbow_glu-100_field-1,vacuole,1344.0,1188.0,0.0072204881350832984,0.00638239576226113
EYrainbow_glucose,vacuole_EYrainbow_glu-100_field-2,vacuole,1743.0,1523.0,0.007376123028484615,0.006445114958337389
EYrainbow_glucose,vacuole_EYrainbow_glu-100_field-3,vacuole,1306.0,1210.0,0.00704985641180662,0.00653164338306739
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-0,vacuole,1416.0,1350.0,0.007485291085842967,0.007136400399638422
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-1,vacuole,756.0,697.0,0.0074136544609410245,0.006835075607507796
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-2,vacuole,734.0,705.0,0.006880776946584922,0.006608920636706227
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-3,vacuole,533.0,508.0,0.007334727803159575,0.006990697418395993
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-4,vacuole,581.0,486.0,0.008160685441393357,0.006826322073179296
EYrainbow_glucose,vacuole_EYrainbow_glu-200_field-5,vacuole,676.0,631.0,0.007333477977869386,0.00684530266869169
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-0,vacuole,1487.0,1351.0,0.009341215048967566,0.008486873928147398
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-1,vacuole,1558.0,1448.0,0.007459470846779213,0.006932807308174776
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-2,vacuole,2246.0,2029.0,0.007375444956719339,0.0066628574430915135
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-3,vacuole,2728.0,2542.0,0.00728400962300978,0.0067873726032591135
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-4,vacuole,2907.0,2646.0,0.00721785917353402,0.006569816089842111
EYrainbow_glucose,vacuole_EYrainbow_glu-50_field-5,vacuole,3012.0,2755.0,0.007685085015615113,0.0070293523300198
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-0,vacuole,1411.0,1196.0,0.005492986806709931,0.004655997321633648
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-1,vacuole,1803.0,1594.0,0.0054029109193938435,0.0047766167529194594
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-2,vacuole,3088.0,2708.0,0.00530506712937114,0.00465224151111951
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-3,vacuole,2140.0,1866.0,0.005644754993893641,0.004922015335796979
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-4,vacuole,2435.0,2027.0,0.005413505083359085,0.004506437291157645
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-5,vacuole,2841.0,2448.0,0.005500899390273419,0.004739951322558722
EYrainbow_glucose,vacuole_EYrainbow_glu-5_field-6,vacuole,2709.0,2441.0,0.0050237464278362655,0.004526749734347849
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-0,ER,965.0,861.0,0.0036660094442481643,0.0032709161984431807
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-1,ER,1842.0,1630.0,0.006684448315279517,0.005915119844682743
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-2,ER,1708.0,1617.0,0.008063868862985048,0.007634236505530926
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-3,ER,1676.0,1359.0,0.006244946474548862,0.005063772230854358
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-4,ER,1653.0,1475.0,0.00802368759556343,0.007159672839356358
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-5,ER,1016.0,902.0,0.0075716361739389644,0.00672206282371353
EYrainbow_glucose_largerBF,ER_EYrainbow_glu-0-5_field-6,ER,1596.0,1465.0,0.0067327568023623705,0.006180130774098291
