filename,organelle,pixel_lower,pixel_upper,error_lower,error_upper
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-100_field-5,ER,2065,2312,0.012111792134666706,0.013560514971113522
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-100_field-6,ER,2062,2254,0.012651859123818873,0.013829917781322861
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-100_field-7,ER,2831,3164,0.012056761752255053,0.01347495379164076
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-100_field-8,ER,2053,2250,0.01138297931325094,0.012475257406144481
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-0,ER,2832,3161,0.009099672257566995,0.01015680226206542
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-1,ER,2308,2614,0.0099171138964203,0.01123194788788677
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-2,ER,2126,2422,0.010422386069495648,0.011873480272962585
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-3,ER,2285,2632,0.010230030175231239,0.011783562109938127
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-4,ER,2229,2596,0.011019760422794936,0.01283413999891236
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-5,ER,2658,2792,0.009057298144582828,0.00951391136932854
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-6,ER,2852,3152,0.013602716727716728,0.015033577533577534
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-200_field-7,ER,2473,2780,0.01408827818795005,0.015837207182572238
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-0,ER,2716,2888,0.00851896693411288,0.009058459685463179
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-1,ER,1696,1798,0.010325597253001485,0.01094659425760417
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-2,ER,0,0,0.0,0.0
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-3,ER,0,0,0.0,0.0
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-4,ER,1555,1662,0.008912707055654267,0.009525993007393822
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-5,ER,1609,1624,0.007869009600289524,0.007942368919123796
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-50_field-6,ER,1058,1010,0.006557255125567097,0.00625976150928428
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-0,ER,2033,2058,0.008244621530101182,0.008346006448080784
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-1,ER,4453,4338,0.008663542110495668,0.008439803654913588
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-2,ER,3892,3936,0.009310269763391886,0.009415524611693335
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-3,ER,3420,3578,0.010350525697752544,0.010828707879110703
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-4,ER,4362,4928,0.011901643638268613,0.013445965119071005
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-5,ER,4873,5102,0.009747364631048347,0.010205428760026404
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-6,ER,5187,5172,0.009811302196430328,0.009782929431258464
EYrainbow_glucose_largerBF/ER_EYrainbow_glu-5_field-7,ER,4136,3998,0.008555087857194568,0.00826964246930945
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-0,golgi,1430,1590,0.05534698300886326,0.06153965243642838
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-1,golgi,2146,2259,0.06486519163341796,0.06828073993471165
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-2,golgi,1196,1288,0.07084888335999052,0.07629879746460518
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-3,golgi,1735,1790,0.07469433442397107,0.07706216635095574
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-4,golgi,80,64,0.11869436201780416,0.09495548961424333
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-5,golgi,62,80,0.07948717948717948,0.10256410256410256
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-6,golgi,780,948,0.0679383328978312,0.08257120459890253
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0-5_field-7,golgi,1470,1752,0.07281192728713656,0.08677992966466888
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-0,golgi,1056,1210,0.054217795348359604,0.062124557169995376
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-1,golgi,1972,2304,0.060926252046837825,0.07118361293910465
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-2,golgi,1794,2132,0.06170673821071097,0.07333264540983042
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-3,golgi,3373,3774,0.06251505884533408,0.06994717820405894
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-4,golgi,3318,3550,0.06363026177006424,0.06807939399750695
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-5,golgi,4772,5252,0.05181831014974319,0.05703054587310378
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-0_field-6,golgi,623,680,0.05501103752759382,0.060044150110375276
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-0,golgi,2444,2843,0.04910983402322871,0.05712735602620263
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-2,golgi,2009,2322,0.04976590948500087,0.05751938368550125
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-3,golgi,1318,1526,0.052853190038898025,0.06119420940770742
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-4,golgi,1083,1287,0.0551537991444286,0.06554288042371155
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-5,golgi,714,899,0.05305788808798395,0.06680538009957643
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-6,golgi,1078,1170,0.05781090792084518,0.0627446774280045
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-100_field-8,golgi,1132,1298,0.055973101265822785,0.06418117088607594
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-0,golgi,2328,2562,0.04535006038882612,0.049908442747496784
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-1,golgi,1519,1692,0.051564939914454475,0.057437707923144815
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-2,golgi,1421,1556,0.052967049351423885,0.05799910541225585
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-3,golgi,1661,1984,0.05175422197295445,0.061818408425250826
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-4,golgi,1643,1784,0.0559986366734833,0.06080436264485344
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-200_field-6,golgi,1788,2201,0.05847532459037839,0.07198220884978905
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-0,golgi,2630,2686,0.04924079309505532,0.05028926625601468
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-1,golgi,1140,1234,0.05130282165519104,0.05553305431798749
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-2,golgi,105,130,0.061910377358490566,0.07665094339622641
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-3,golgi,0,0,0.0,0.0
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-4,golgi,791,804,0.050976348520976995,0.05181413933105626
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-5,golgi,1048,1128,0.05246820867127266,0.056473415440072096
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-50_field-6,golgi,814,910,0.05045871559633028,0.05640962062980412
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-0,golgi,722,830,0.04969713656387665,0.05713105726872247
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-2,golgi,2717,3104,0.05565000102410749,0.0635765929992012
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-3,golgi,2185,2516,0.05704960835509138,0.06569190600522193
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-4,golgi,2247,2498,0.06261320255245632,0.06960737871652688
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-5,golgi,3149,3408,0.0673727000427899,0.07291399229781771
EYrainbow_glucose_largerBF/golgi_EYrainbow_glu-5_field-6,golgi,2649,2868,0.06749904446426297,0.0730793731685565
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-0,LD,1349,1672,0.0506248358164146,0.06274627537809134
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-1,LD,4815,4095,0.08918153025504251,0.07584597432905485
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-2,LD,2521,3266,0.06261798310978639,0.08112270243417784
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-3,LD,2741,3694,0.06320765594373343,0.08518390407010262
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-4,LD,120,300,0.08379888268156424,0.20949720670391062
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-5,LD,118,96,0.0695754716981132,0.05660377358490566
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-6,LD,1636,2298,0.06460019743336624,0.09074037512339585
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0-5_field-7,LD,2178,3136,0.061977121393204715,0.08923794889306243
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-0,LD,1256,1566,0.045760921047837654,0.05705541589244726
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-1,LD,2363,2998,0.047304466198226335,0.06001641543050468
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-2,LD,2330,3064,0.050027912569244645,0.06578777858891227
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-3,LD,4953,6838,0.05347022055251482,0.0738197795554404
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-4,LD,4789,6810,0.05472705040739598,0.07782234564092015
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-5,LD,5338,6907,0.04390308094681954,0.05680752718240587
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-0_field-6,LD,499,722,0.03906066536203522,0.05651663405088063
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-0,LD,1916,3940,0.06209288005962991,0.12768577632303854
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-2,LD,1659,2914,0.05835590418234901,0.10250096732210068
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-3,LD,1107,2024,0.058983375959079286,0.10784313725490197
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-4,LD,1143,2154,0.0671010919337795,0.1264529764001409
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-5,LD,822,1460,0.058517832989250375,0.10393678365487292
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-6,LD,1192,1999,0.057096326100493366,0.09575130526416631
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-100_field-8,LD,1230,2044,0.049900604486997444,0.08292425656213234
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-0,LD,1856,3281,0.05330423044889285,0.09423016169332836
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-1,LD,1150,2002,0.04922945205479452,0.08570205479452055
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-2,LD,1055,1978,0.04798508141544619,0.08996634221777494
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-3,LD,1282,2300,0.04728882331243084,0.08483954260420509
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-4,LD,1256,2022,0.046792340362119066,0.07532970717532225
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-200_field-6,LD,2,2714,7.033090691704469e-05,0.09543904068642965
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-0,LD,2001,4080,0.07297592997811816,0.1487964989059081
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-1,LD,1,1867,6.108735491753207e-05,0.11405009163103237
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-2,LD,634,1066,0.055839351770301214,0.09388761669896072
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-3,LD,19,48,2.111111111111111,5.333333333333333
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-4,LD,816,1486,0.05349767258899889,0.09742345768045631
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-5,LD,843,1352,0.04572079401236576,0.07332682503525328
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-50_field-6,LD,638,874,0.04362989810572386,0.05976885727962798
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-0,LD,868,992,0.037917176306133143,0.043333915778437884
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-2,LD,3854,3861,0.03995231431088996,0.04002487948997045
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-3,LD,2735,3548,0.037498628934956674,0.048645387737194255
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-4,LD,3029,3894,0.03421284478279531,0.04398310253687849
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-5,LD,3683,4830,0.029137658227848102,0.0382120253164557
EYrainbow_glucose_largerBF/LD_EYrainbow_glu-5_field-6,LD,3568,5152,0.03412786471285917,0.049278800168343725
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-0,mitochondria,755,1014,0.00493170728520945,0.006623511506228322
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-1,mitochondria,1787,2172,0.005095421534215171,0.0061932040136068
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-2,mitochondria,1376,1702,0.004781629646103806,0.005914486669817353
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-3,mitochondria,1575,1870,0.0050802354648818646,0.006031771631320054
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-4,mitochondria,72,94,0.004183371099877985,0.005461623380396258
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-5,mitochondria,49,88,0.004460628129267182,0.008010923987255348
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-6,mitochondria,1070,1166,0.005166286839970644,0.005629804163930627
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0-5_field-7,mitochondria,1293,1568,0.004885993485342019,0.005925164566911281
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-0,mitochondria,796,926,0.005279004682132294,0.00614115368800817
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-1,mitochondria,1582,1828,0.005265908402485828,0.006084753830432423
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-2,mitochondria,1537,1860,0.005305396869229043,0.006420324122814587
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-3,mitochondria,3228,3922,0.0052009821929197035,0.006319161140220284
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-4,mitochondria,3097,3675,0.005307717355910127,0.006298308454300845
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-5,mitochondria,3344,4032,0.00518328267335864,0.006249699682709939
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-0_field-6,mitochondria,388,440,0.0045861257875016255,0.00520076120232143
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-0,mitochondria,1029,1172,0.004803114322522825,0.005470602513116376
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-2,mitochondria,964,1168,0.004726092541206232,0.005726220008432447
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-3,mitochondria,708,872,0.00489667192298116,0.006030929261072841
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-4,mitochondria,742,876,0.005145987932588945,0.006075317289687218
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-5,mitochondria,490,638,0.004502765984819246,0.0058627850986013854
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-6,mitochondria,814,952,0.00486173326166159,0.005685958310935914
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-100_field-8,mitochondria,886,1160,0.005094149777202817,0.006669541469024005
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-0,mitochondria,1018,1268,0.004631398882640898,0.005768775818456443
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-1,mitochondria,694,928,0.004292933979129165,0.005740407395723149
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-2,mitochondria,763,858,0.004899505554485327,0.005509535734925833
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-3,mitochondria,905,1112,0.0047678504633507715,0.005858397475410009
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-4,mitochondria,809,928,0.004706087664698526,0.005398330473226492
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-200_field-6,mitochondria,935,1122,0.004747687089337761,0.005697224507205313
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-0,mitochondria,1097,1354,0.005070253281567757,0.00625808837123313
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-1,mitochondria,588,688,0.00482639743905442,0.00564721333005007
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-2,mitochondria,290,332,0.004473651733925706,0.0051215599160804644
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-3,mitochondria,8,8,0.004563605248146035,0.004563605248146035
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-4,mitochondria,519,734,0.004769256216573855,0.006744959658892503
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-5,mitochondria,619,824,0.004705220590470978,0.006263492353066375
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-50_field-6,mitochondria,410,500,0.004633553709668305,0.005650675255693055
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-0,mitochondria,469,598,0.00510648490919385,0.006511040459910283
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-2,mitochondria,2062,2450,0.005185138618218395,0.006160809706418558
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-3,mitochondria,1682,2076,0.004844944493412373,0.005979848257029778
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-4,mitochondria,2033,2488,0.004979523454951601,0.006093976564643179
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-5,mitochondria,2650,3144,0.004969759482394862,0.005896197665150734
EYrainbow_glucose_largerBF/mitochondria_EYrainbow_glu-5_field-6,mitochondria,2402,2801,0.004949882950311583,0.005772115796762175
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-0,peroxisome,151,110,0.006491273321296535,0.00472874215458688
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-1,peroxisome,142,74,0.0054510556621881,0.0028406909788867563
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-2,peroxisome,179,106,0.007170612506509634,0.004246284501061571
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-3,peroxisome,152,110,0.006500171057133082,0.004704071159767362
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-4,peroxisome,391,260,0.007488843347187375,0.004979793530099022
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-5,peroxisome,110,78,0.007078051605430796,0.005018982047487292
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-6,peroxisome,166,96,0.0063127471858837846,0.0036507453605111044
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0-5_field-7,peroxisome,185,103,0.007851625498684322,0.004371445547916136
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-0,peroxisome,105,70,0.006863642306183815,0.004575761537455877
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-1,peroxisome,177,86,0.007244004256364083,0.0035196856838831136
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-2,peroxisome,179,106,0.007170612506509634,0.004246284501061571
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-3,peroxisome,393,206,0.008043389275480966,0.004216127711829718
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-4,peroxisome,391,260,0.007488843347187375,0.004979793530099022
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-5,peroxisome,380,200,0.006588871742409793,0.0034678272328472594
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-0_field-6,peroxisome,65,42,0.005704256252742431,0.0036858271171566477
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-0,peroxisome,92,36,0.0045262225720751744,0.0017711305716815902
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-1,peroxisome,105,44,0.0049774828158331355,0.002085802322825314
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-2,peroxisome,78,24,0.005019305019305019,0.0015444015444015444
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-3,peroxisome,58,20,0.004978113466655222,0.0017165908505707664
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-4,peroxisome,65,20,0.006127450980392157,0.001885369532428356
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-5,peroxisome,70,20,0.005071728734965947,0.0014490653528474134
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-6,peroxisome,78,28,0.005934266585514303,0.002130249543517955
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-7,peroxisome,101,46,0.004750705550329257,0.0021636876763875823
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-100_field-8,peroxisome,72,30,0.004554655870445344,0.0018977732793522266
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-0,peroxisome,110,44,0.005084354055927894,0.002033741622371158
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-1,peroxisome,96,42,0.0053404539385847796,0.002336448598130841
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-2,peroxisome,68,32,0.004212613059100483,0.001982406145459051
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-3,peroxisome,103,34,0.006213428243952464,0.002051034565964891
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-4,peroxisome,96,52,0.006213190084784157,0.003365477962591418
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-5,peroxisome,89,42,0.006612184249628529,0.00312035661218425
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-6,peroxisome,92,42,0.0059015972801334275,0.002694207453973956
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-200_field-7,peroxisome,100,42,0.0065919578114700065,0.002768622280817403
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-,peroxisome,74,44,0.006989704354396902,0.0041560404269386985
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-0,peroxisome,92,38,0.005329934534499739,0.002201494699032501
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-1,peroxisome,64,34,0.005610589988603489,0.0029806259314456036
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-2,peroxisome,33,14,0.005392156862745098,0.0022875816993464053
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-3,peroxisome,33,14,0.005392156862745098,0.0022875816993464053
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-4,peroxisome,56,36,0.004615131036756222,0.0029668699522004283
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-5,peroxisome,72,38,0.005390431983229767,0.002844950213371266
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-50_field-6,peroxisome,88,26,0.007424907188660142,0.0021937225784677693
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-0,peroxisome,94,64,0.00565209548433648,0.003848235223378029
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-1,peroxisome,253,152,0.006229072286783534,0.0037423675398857593
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-2,peroxisome,246,136,0.007021149070982105,0.0038816108685104317
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-3,peroxisome,201,108,0.006503801973790649,0.003494580165021841
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-4,peroxisome,235,142,0.006481685789938217,0.003916593115622242
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-5,peroxisome,283,144,0.006873603419799864,0.0034975225881667153
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-6,peroxisome,293,164,0.0067847632279726755,0.0037976149125853883
EYrainbow_glucose_largerBF/peroxisome_EYrainbow_glu-5_field-7,peroxisome,224,149,0.006156044741253744,0.004094869046637535
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-0,vacuole,1168,1306,0.003196951947184602,0.0035746740094375774
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-1,vacuole,1294,1936,0.003425954117631485,0.005125693332097801
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-2,vacuole,1480,1652,0.0035104114534289365,0.003918378189908516
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-3,vacuole,1223,1698,0.00366979634580704,0.005095105637923429
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-4,vacuole,2981,3150,0.0033088949445280024,0.003496484090997386
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-5,vacuole,769,1002,0.0035614712720334193,0.004640564648345236
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-6,vacuole,1419,1888,0.004052062868369352,0.005391328185680998
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0-5_field-7,vacuole,1417,1682,0.003918077073027758,0.004650815551752075
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-0,vacuole,1006,1092,0.0035266073056159294,0.0038280866577858797
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-1,vacuole,1429,1572,0.0033469099051201398,0.0036818351090614834
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-2,vacuole,1481,1652,0.003512783353059632,0.003918378189908516
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-3,vacuole,3057,3348,0.003459283542433086,0.003788577461585205
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-4,vacuole,2978,3150,0.0033055649596794336,0.003496484090997386
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-5,vacuole,3199,3384,0.0033340281396560707,0.0035268368942157373
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-0_field-6,vacuole,1,3880,5.2939463723232484e-06,0.020540511924614202
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-100_field-0,vacuole,997,1732,0.004801510284478648,0.008341239531310952
EYrainbow_glucose_largerBF/vacuole_EYrainbow_glu-100_field-1,vacuole,1241,2026,0.005106302436294659,0.008336316467311023
