organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
LD,6,5,214.0,132,1.0,1.0,13,16,5,14,17,6
LD,6,5,214.0,246,3.0,3.0,14,16,5,17,17,6
LD,6,5,214.0,290,6.0,16.0,14,16,5,18,18,7
LD,6,7,149.0,245,4.0,6.0,15,1,11,18,3,12
LD,6,8,146.0,7,1.0,1.0,9,9,7,10,10,8
LD,6,8,146.0,210,8.0,16.0,13,3,9,17,5,11
LD,6,8,146.0,289,6.0,9.0,16,5,8,19,6,11
LD,6,8,146.0,396,5.0,6.0,19,6,8,22,8,9
LD,6,12,343.0,29,1.0,1.0,10,14,11,11,15,12
LD,6,12,343.0,61,2.0,2.0,10,6,15,12,7,16
LD,6,12,343.0,94,7.0,12.0,11,13,9,15,14,12
LD,6,12,343.0,133,2.0,2.0,13,13,10,15,14,11
LD,6,12,343.0,171,19.0,48.0,12,6,12,16,9,16
LD,6,12,343.0,172,56.0,132.0,9,12,4,20,16,7
LD,6,12,343.0,211,15.0,36.0,12,6,8,18,8,11
LD,6,12,343.0,212,14.0,24.0,14,6,10,18,8,13
LD,6,12,343.0,247,16.0,24.0,15,6,13,19,8,16
LD,6,12,343.0,291,16.0,45.0,16,17,8,21,20,11
LD,6,12,343.0,334,3.0,4.0,18,6,1,20,8,2
LD,6,12,343.0,371,8.0,24.0,17,2,11,23,4,13
LD,6,12,343.0,372,11.0,12.0,18,6,6,21,8,8
LD,6,12,343.0,373,1.0,1.0,19,6,15,20,7,16
LD,6,12,343.0,423,1.0,1.0,21,11,17,22,12,18
LD,6,12,343.0,444,18.0,42.0,19,10,2,26,13,4
LD,6,12,343.0,445,86.0,180.0,16,9,11,28,14,14
LD,6,12,343.0,490,1.0,1.0,24,11,17,25,12,18
LD,6,13,240.0,28,1.0,1.0,10,9,2,11,10,3
LD,6,13,240.0,335,80.0,176.0,13,5,8,24,9,12
LD,6,13,240.0,336,2.0,2.0,18,14,10,20,15,11
LD,6,13,240.0,443,6.0,6.0,22,4,10,25,5,12
LD,6,14,184.0,424,1.0,1.0,21,3,1,22,4,2
LD,6,16,249.0,134,2.0,2.0,12,15,10,14,16,11
LD,6,16,249.0,248,1.0,1.0,16,7,16,17,8,17
LD,6,16,249.0,337,5.0,12.0,17,7,16,20,9,18
LD,6,17,115.0,135,1.0,1.0,13,11,5,14,12,6
LD,6,19,201.0,250,2.0,2.0,15,10,6,17,11,7
LD,6,19,201.0,339,3.0,3.0,17,10,6,20,11,7
LD,6,19,201.0,446,1.0,1.0,22,10,6,23,11,7
LD,6,19,201.0,472,4.0,8.0,22,10,5,24,12,7
LD,6,20,184.0,62,1.0,1.0,11,13,6,12,14,7
LD,6,20,184.0,95,1.0,1.0,12,6,5,13,7,6
LD,6,20,184.0,136,5.0,8.0,11,13,6,15,15,7
LD,6,20,184.0,173,1.0,1.0,14,7,4,15,8,5
LD,6,20,184.0,174,1.0,1.0,14,13,6,15,14,7
LD,6,20,184.0,213,3.0,4.0,15,13,5,16,15,7
LD,6,20,184.0,249,11.0,16.0,14,2,7,18,4,9
LD,6,20,184.0,338,3.0,4.0,18,8,3,20,9,5
LD,6,21,196.0,251,25.0,40.0,14,8,11,19,12,13
LD,6,21,196.0,340,4.0,6.0,17,6,10,20,7,12
LD,6,21,196.0,341,7.0,12.0,16,10,6,19,12,8
LD,6,21,196.0,397,4.0,6.0,20,6,10,23,7,12
LD,6,21,196.0,398,2.0,2.0,20,8,5,21,10,6
LD,6,21,196.0,399,1.0,1.0,20,10,6,21,11,7
LD,6,21,196.0,400,32.0,63.0,18,9,11,25,12,14
LD,6,21,196.0,401,4.0,6.0,19,11,6,22,12,8
LD,6,21,196.0,425,1.0,1.0,21,8,5,22,9,6
LD,6,21,196.0,473,1.0,1.0,23,8,6,24,9,7
LD,6,22,227.0,9,1.0,1.0,9,13,11,10,14,12
LD,6,22,227.0,30,9.0,12.0,9,9,10,12,11,12
LD,6,22,227.0,63,9.0,27.0,10,13,8,13,16,11
LD,6,22,227.0,97,21.0,60.0,11,13,7,16,16,11
LD,6,22,227.0,175,15.0,32.0,12,13,9,16,15,13
LD,6,22,227.0,214,7.0,8.0,14,6,13,16,8,15
LD,6,22,227.0,252,8.0,16.0,16,14,3,20,16,5
LD,6,22,227.0,491,3.0,3.0,23,7,12,26,8,13
LD,6,22,227.0,513,2.0,2.0,24,10,2,26,11,3
LD,6,23,101.0,8,1.0,1.0,9,6,2,10,7,3
LD,6,23,101.0,96,11.0,16.0,10,5,7,14,7,9
LD,6,24,145.0,253,13.0,16.0,15,2,8,19,4,10
LD,6,24,145.0,342,9.0,20.0,16,7,10,21,9,12
LD,6,24,145.0,402,6.0,12.0,19,7,4,22,9,6
LD,6,24,145.0,426,4.0,6.0,20,3,7,23,4,9
LD,6,24,145.0,447,2.0,2.0,22,3,7,24,4,8
