organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
golgi,0,17,75.0,5,1.0,1.0,8,5,3,9,6,4
golgi,0,41,101.0,24,5.0,8.0,15,4,1,19,6,2
golgi,0,41,101.0,26,4.0,6.0,17,5,1,20,6,3
golgi,0,51,209.0,6,2.0,2.0,8,7,2,10,8,3
golgi,0,60,130.0,9,4.0,4.0,9,2,4,11,3,6
golgi,0,66,131.0,1,4.0,6.0,4,6,6,7,8,7
golgi,0,66,131.0,18,3.0,3.0,12,1,6,15,2,7
golgi,0,70,240.0,13,5.0,8.0,9,3,8,13,4,10
golgi,0,71,257.0,19,2.0,2.0,13,3,17,15,4,18
golgi,0,77,175.0,3,2.0,2.0,6,6,9,8,7,10
golgi,0,78,133.0,23,3.0,3.0,16,1,7,19,2,8
golgi,0,78,133.0,27,1.0,1.0,18,1,6,19,2,7
golgi,0,81,88.0,20,22.0,36.0,12,2,4,18,4,7
golgi,0,85,252.0,28,1.0,1.0,18,13,3,19,14,4
golgi,0,89,101.0,30,5.0,6.0,22,5,6,25,7,7
golgi,0,106,239.0,4,1.0,1.0,6,8,12,7,9,13
golgi,0,124,340.0,16,3.0,3.0,11,3,7,14,4,8
golgi,0,126,163.0,14,12.0,20.0,9,6,1,14,8,3
golgi,0,132,55.0,2,6.0,8.0,3,5,4,7,6,6
golgi,0,137,110.0,7,5.0,6.0,7,7,2,10,8,4
golgi,0,137,110.0,17,3.0,3.0,10,2,8,13,3,9
golgi,0,183,75.0,21,5.0,5.0,12,6,3,17,7,4
golgi,0,183,75.0,25,2.0,2.0,17,6,3,19,7,4
golgi,0,184,77.0,8,2.0,2.0,7,5,3,9,6,4
golgi,0,194,200.0,10,5.0,12.0,9,3,4,12,5,6
golgi,0,194,200.0,11,1.0,1.0,10,4,5,11,5,6
golgi,0,200,188.0,22,3.0,3.0,13,7,5,16,8,6
golgi,0,202,93.0,12,2.0,2.0,9,2,2,11,3,3
golgi,0,202,93.0,15,9.0,16.0,10,2,1,14,4,3
golgi,0,207,109.0,29,4.0,4.0,17,3,1,21,4,2
