organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
ER,4,1,201.0,65535,777.0,6912.0,3,1,0,30,17,16
ER,4,2,201.0,65535,868.0,7888.0,4,0,0,33,17,16
ER,4,3,192.0,65535,862.0,5376.0,5,0,0,29,16,14
ER,4,4,266.0,65535,1135.0,9504.0,4,0,0,31,22,16
ER,4,5,201.0,65535,804.0,6630.0,5,0,0,31,17,15
ER,4,6,184.0,65535,693.0,6630.0,4,0,0,30,17,15
ER,4,7,173.0,65535,738.0,6048.0,4,0,0,31,16,14
ER,4,9,277.0,65535,931.0,7650.0,4,1,1,29,19,18
ER,4,10,269.0,65535,1147.0,8400.0,5,1,0,30,17,21
ER,4,11,176.0,65535,637.0,5250.0,5,0,1,30,14,16
ER,4,12,249.0,65535,1124.0,8736.0,5,0,0,31,16,21
ER,4,13,148.0,65535,572.0,4368.0,4,1,0,28,14,14
ER,4,15,183.0,65535,824.0,5824.0,4,0,0,30,16,14
ER,4,16,314.0,65535,1304.0,10640.0,5,0,0,33,20,19
ER,4,17,190.0,65535,755.0,6375.0,4,0,0,29,15,17
ER,4,18,221.0,65535,985.0,6480.0,4,0,0,31,16,15
ER,4,19,141.0,65535,671.0,3861.0,3,1,0,30,12,13
ER,4,20,80.0,65535,301.0,2376.0,5,0,0,29,11,9
ER,4,21,114.0,65535,541.0,3432.0,4,0,0,30,11,12
ER,4,22,183.0,65535,940.0,6552.0,3,1,0,31,14,18
ER,4,24,156.0,65535,616.0,4680.0,3,0,0,29,12,15
ER,4,25,246.0,65535,1064.0,7200.0,4,1,1,29,17,19
ER,4,26,195.0,65535,720.0,6375.0,5,1,1,30,16,18
ER,4,27,243.0,65535,928.0,8398.0,4,0,0,30,19,17
ER,4,28,99.0,65535,261.0,2400.0,4,1,0,28,11,10
ER,4,29,252.0,65535,971.0,8424.0,3,0,0,29,18,18
ER,4,30,177.0,65535,822.0,4992.0,4,0,0,28,16,13
ER,4,32,198.0,65535,984.0,6426.0,3,0,0,30,14,17
ER,4,33,162.0,65535,790.0,5070.0,4,0,0,30,15,13
ER,4,34,185.0,65535,757.0,6552.0,4,1,0,30,15,18
ER,4,35,206.0,65535,728.0,6188.0,3,1,0,29,15,17
ER,4,36,146.0,65535,712.0,4056.0,3,1,0,29,13,13
ER,4,37,227.0,65535,1305.0,7125.0,4,0,0,29,19,15
ER,4,38,199.0,65535,886.0,6000.0,4,1,0,29,17,15
ER,4,39,312.0,65535,1188.0,9975.0,4,0,0,29,19,21
ER,4,40,169.0,65535,660.0,4394.0,3,1,0,29,14,13
ER,4,41,228.0,65535,922.0,7072.0,5,1,0,31,17,17
ER,4,42,81.0,65535,395.0,2300.0,5,0,0,28,10,10
ER,4,43,107.0,65535,371.0,3190.0,3,1,1,32,11,12
ER,4,44,72.0,65535,287.0,1872.0,5,1,1,31,10,9
ER,4,45,166.0,65535,907.0,4914.0,4,1,0,31,15,13
ER,4,46,237.0,65535,1094.0,7695.0,4,1,0,31,20,15
ER,4,47,234.0,65535,1135.0,6720.0,3,1,0,31,16,16
ER,4,48,197.0,65535,1003.0,5824.0,5,1,0,31,15,16
ER,4,49,58.0,65535,290.0,1728.0,7,0,0,31,8,9
ER,4,50,219.0,65535,1075.0,7344.0,3,1,0,30,18,16
ER,4,51,213.0,65535,751.0,6240.0,3,1,0,29,17,15
ER,4,54,265.0,65535,1142.0,7776.0,3,1,0,30,17,18
ER,4,57,199.0,65535,906.0,7200.0,3,0,0,33,15,16
ER,4,58,297.0,65535,1627.0,9639.0,3,1,0,30,18,21
ER,4,59,194.0,65535,1005.0,6048.0,3,1,0,30,17,14
ER,4,60,229.0,65535,1078.0,7290.0,5,1,0,32,16,18
ER,4,61,203.0,65535,1107.0,6656.0,4,1,0,30,17,16
ER,4,62,176.0,65535,959.0,5824.0,4,0,0,30,14,16
ER,4,64,230.0,65535,1083.0,7488.0,4,1,0,30,17,18
ER,4,65,196.0,65535,998.0,6912.0,3,1,0,30,17,16
ER,4,66,77.0,65535,328.0,2912.0,2,0,0,30,13,8
ER,4,68,239.0,65535,1147.0,7956.0,4,0,0,30,17,18
ER,4,69,203.0,65535,825.0,6272.0,3,1,0,31,15,16
ER,4,70,183.0,65535,1055.0,6426.0,4,0,0,31,14,17
ER,4,71,181.0,65535,978.0,6720.0,4,0,0,32,15,16
ER,4,73,283.0,65535,1318.0,8640.0,4,0,1,31,16,21
ER,4,75,295.0,65535,1514.0,8892.0,4,0,0,30,18,19
ER,4,76,177.0,65535,945.0,5070.0,4,1,0,30,16,13
ER,4,77,143.0,65535,565.0,3888.0,3,2,0,30,14,12
ER,4,78,189.0,65535,994.0,5460.0,3,0,0,29,14,15
ER,4,80,246.0,65535,779.0,6210.0,7,2,0,30,17,18
ER,4,81,203.0,65535,155.0,2652.0,8,2,0,25,14,13
ER,4,82,178.0,65535,91.0,3003.0,7,1,1,28,12,14
ER,4,84,238.0,65535,992.0,7560.0,4,0,0,32,15,18
ER,4,85,52.0,65535,20.0,220.0,13,0,0,24,5,4
ER,4,86,141.0,65535,704.0,4550.0,5,0,0,30,14,13
ER,4,89,258.0,65535,1323.0,8092.0,4,2,0,32,19,17
ER,4,92,72.0,65535,205.0,1408.0,8,2,0,30,10,8
ER,4,93,151.0,65535,501.0,4536.0,4,1,0,31,15,12
ER,4,94,128.0,65535,389.0,3036.0,7,1,1,30,12,13
ER,4,95,234.0,65535,962.0,6916.0,6,1,0,32,15,19
ER,4,96,171.0,65535,705.0,4732.0,5,2,0,31,15,14
ER,4,97,266.0,65535,809.0,8208.0,5,1,0,32,20,16
ER,4,98,213.0,65535,566.0,5474.0,6,1,0,29,15,17
ER,4,99,206.0,65535,975.0,7072.0,4,1,0,30,17,17
ER,4,100,168.0,65535,719.0,5460.0,5,1,0,31,15,15
ER,4,101,258.0,65535,761.0,7938.0,6,1,0,33,22,14
ER,4,102,76.0,65535,277.0,2106.0,5,2,1,31,11,10
ER,4,103,158.0,65535,728.0,4455.0,5,1,0,32,16,11
ER,4,105,238.0,65535,994.0,7776.0,5,1,0,32,19,16
ER,4,106,408.0,65535,1518.0,12096.0,7,0,0,31,24,21
ER,4,107,220.0,65535,866.0,7378.0,4,1,0,35,18,14
ER,4,108,211.0,65535,812.0,7650.0,5,0,1,35,17,16
ER,4,109,212.0,65535,773.0,6960.0,5,1,0,34,17,15
ER,4,110,171.0,65535,457.0,4680.0,5,4,0,35,17,12
ER,4,111,69.0,65535,328.0,1728.0,8,0,0,32,9,8
