organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
mitochondria,2,2,197.0,38,764.0,6144.0,1,1,0,33,13,16
mitochondria,2,2,197.0,164,2.0,2.0,10,7,4,11,9,5
mitochondria,2,2,197.0,165,113.0,234.0,10,6,14,23,12,17
mitochondria,2,2,197.0,191,1.0,1.0,12,5,2,13,6,3
mitochondria,2,2,197.0,193,83.0,252.0,12,11,5,24,14,12
mitochondria,2,4,200.0,39,1527.0,7072.0,1,0,0,33,17,13
mitochondria,2,4,200.0,166,1.0,1.0,10,6,8,11,7,9
mitochondria,2,4,200.0,283,1.0,1.0,18,8,13,19,9,14
mitochondria,2,4,200.0,359,2.0,2.0,23,15,7,24,17,8
mitochondria,2,4,200.0,416,12.0,36.0,27,6,10,30,10,13
mitochondria,2,4,200.0,417,6.0,36.0,27,11,7,30,14,11
mitochondria,2,5,221.0,1,1040.0,7680.0,0,1,1,32,17,16
mitochondria,2,5,221.0,202,4.0,6.0,13,13,13,16,15,14
mitochondria,2,5,221.0,319,3.0,8.0,20,16,6,22,18,8
mitochondria,2,5,221.0,405,12.0,15.0,26,3,7,31,4,10
mitochondria,2,5,221.0,406,37.0,144.0,26,6,3,32,14,6
mitochondria,2,6,83.0,109,538.0,2160.0,3,2,2,33,10,11
mitochondria,2,6,83.0,192,1.0,1.0,12,2,4,13,3,5
mitochondria,2,7,108.0,40,527.0,1782.0,1,1,0,19,10,11
mitochondria,2,7,108.0,271,1.0,1.0,17,5,5,18,6,6
mitochondria,2,7,108.0,306,2.0,2.0,19,6,1,20,8,2
mitochondria,2,7,108.0,350,84.0,420.0,22,2,3,32,9,9
mitochondria,2,8,177.0,83,1047.0,5460.0,2,1,0,32,14,14
mitochondria,2,8,177.0,454,12.0,32.0,29,11,6,33,13,10
mitochondria,2,9,169.0,84,1236.0,5580.0,2,0,1,33,15,13
mitochondria,2,10,173.0,2,952.0,4992.0,0,0,1,26,12,17
mitochondria,2,10,173.0,418,2.0,2.0,27,7,14,29,8,15
mitochondria,2,10,173.0,441,2.0,2.0,28,8,11,30,9,12
mitochondria,2,10,173.0,471,7.0,12.0,30,5,3,32,8,5
mitochondria,2,11,162.0,85,977.0,5208.0,2,1,1,33,13,15
mitochondria,2,11,162.0,178,1.0,1.0,11,8,9,12,9,10
mitochondria,2,11,162.0,237,1.0,1.0,15,1,5,16,2,6
mitochondria,2,12,230.0,4,1770.0,8064.0,0,0,1,32,18,15
mitochondria,2,12,230.0,179,2.0,2.0,11,9,6,12,10,8
mitochondria,2,13,159.0,3,911.0,5376.0,0,0,1,32,12,15
mitochondria,2,13,159.0,285,2.0,4.0,18,3,13,20,4,15
mitochondria,2,13,159.0,320,6.0,12.0,20,5,13,23,7,15
mitochondria,2,13,159.0,371,3.0,4.0,24,5,12,26,6,14
mitochondria,2,14,195.0,86,727.0,5376.0,2,1,1,30,13,17
mitochondria,2,14,195.0,284,5.0,9.0,18,1,9,21,2,12
mitochondria,2,14,195.0,419,43.0,200.0,27,6,3,32,11,11
mitochondria,2,15,187.0,110,265.0,1950.0,3,3,0,16,18,10
mitochondria,2,15,187.0,203,1.0,1.0,13,5,9,14,6,10
mitochondria,2,15,187.0,238,71.0,336.0,15,10,5,22,18,11
mitochondria,2,15,187.0,286,16.0,56.0,18,3,8,25,7,10
mitochondria,2,15,187.0,307,1.0,1.0,19,1,5,20,2,6
mitochondria,2,15,187.0,360,63.0,240.0,23,13,1,33,17,7
mitochondria,2,15,187.0,456,11.0,56.0,29,8,7,33,15,9
mitochondria,2,15,187.0,483,1.0,1.0,31,11,1,32,12,2
mitochondria,2,16,232.0,41,1147.0,7168.0,1,2,2,33,16,18
mitochondria,2,16,232.0,220,2.0,2.0,14,12,8,15,13,10
mitochondria,2,16,232.0,321,4.0,4.0,20,15,9,22,16,11
mitochondria,2,16,232.0,455,15.0,63.0,29,4,7,32,7,14
