organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
peroxisome,3,1,241.0,22,10.0,27.0,12,11,11,15,14,14
peroxisome,3,1,241.0,43,77.0,200.0,11,11,5,19,16,10
peroxisome,3,2,226.0,86,15.0,24.0,16,2,14,22,4,16
peroxisome,3,2,226.0,162,12.0,45.0,23,7,13,28,10,16
peroxisome,3,4,145.0,145,16.0,27.0,22,3,7,25,6,10
peroxisome,3,7,252.0,102,49.0,90.0,18,14,10,24,17,15
peroxisome,3,7,252.0,163,32.0,72.0,25,12,2,31,15,6
peroxisome,3,10,204.0,54,1.0,1.0,16,3,3,17,4,4
peroxisome,3,10,204.0,155,7.0,18.0,24,3,7,27,5,10
peroxisome,3,11,325.0,7,22.0,48.0,8,9,9,12,13,12
peroxisome,3,11,325.0,44,34.0,72.0,13,10,15,19,14,18
peroxisome,3,11,325.0,45,35.0,72.0,13,14,0,19,17,4
peroxisome,3,11,325.0,70,18.0,32.0,17,13,10,19,17,14
peroxisome,3,11,325.0,114,42.0,80.0,19,13,10,24,17,14
peroxisome,3,11,325.0,115,26.0,60.0,19,16,3,24,19,7
peroxisome,3,11,325.0,146,33.0,72.0,22,0,14,28,4,17
peroxisome,3,12,193.0,131,12.0,18.0,21,0,8,24,2,11
peroxisome,3,13,211.0,31,18.0,45.0,13,9,11,18,12,14
peroxisome,3,13,211.0,147,1.0,1.0,24,10,1,25,11,2
peroxisome,3,13,211.0,156,1.0,1.0,25,10,1,26,11,2
peroxisome,3,14,237.0,103,2.0,2.0,19,12,13,21,13,14
peroxisome,3,14,237.0,104,6.0,12.0,19,12,12,21,15,14
peroxisome,3,14,237.0,116,33.0,60.0,18,15,8,23,18,12
peroxisome,3,15,224.0,188,76.0,150.0,25,2,2,35,5,7
peroxisome,3,17,164.0,189,73.0,160.0,27,8,3,35,12,8
peroxisome,3,18,175.0,105,5.0,12.0,18,5,12,21,7,14
peroxisome,3,19,216.0,1,10.0,18.0,8,4,2,11,6,5
peroxisome,3,19,216.0,23,12.0,36.0,12,3,11,16,6,14
peroxisome,3,19,216.0,157,29.0,60.0,23,3,8,28,6,12
peroxisome,3,19,216.0,164,5.0,12.0,26,3,8,28,6,10
peroxisome,3,19,216.0,168,4.0,6.0,27,5,9,28,7,12
peroxisome,3,19,216.0,185,24.0,48.0,27,4,9,31,7,13
peroxisome,3,19,216.0,194,22.0,48.0,30,4,9,34,7,13
peroxisome,3,20,258.0,60,3.0,4.0,17,10,15,19,11,17
peroxisome,3,20,258.0,71,5.0,12.0,17,10,13,19,12,16
peroxisome,3,20,258.0,140,4.0,8.0,23,14,9,25,16,11
peroxisome,3,20,258.0,177,4.0,6.0,27,4,14,30,5,16
peroxisome,3,20,258.0,196,56.0,140.0,28,8,10,35,12,15
peroxisome,3,21,174.0,8,10.0,18.0,9,3,2,11,6,5
peroxisome,3,21,174.0,197,36.0,72.0,28,10,6,34,13,10
peroxisome,3,23,228.0,148,37.0,54.0,21,9,5,27,12,8
peroxisome,3,23,228.0,205,1.0,1.0,32,10,4,33,11,5
peroxisome,3,24,188.0,14,2.0,2.0,11,11,4,12,12,6
