organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
LD,0,3,200.0,308,5.0,12.0,14,1,11,17,3,13
LD,0,5,221.0,67,1.0,1.0,8,14,9,9,15,10
LD,0,5,221.0,125,15.0,36.0,6,8,3,12,11,5
LD,0,5,221.0,127,2.0,2.0,10,14,8,12,15,9
LD,0,5,221.0,309,1.0,1.0,14,16,3,15,17,4
LD,0,5,221.0,385,7.0,18.0,14,14,3,17,17,5
LD,0,7,71.0,126,13.0,16.0,9,3,1,13,5,3
LD,0,11,68.0,339,1.0,1.0,15,2,5,16,3,6
LD,0,11,68.0,386,13.0,42.0,15,1,4,22,3,7
LD,0,11,68.0,504,6.0,8.0,18,2,5,22,3,7
LD,0,12,131.0,129,1.0,1.0,10,10,10,11,11,11
LD,0,13,197.0,310,7.0,12.0,13,6,13,16,8,15
LD,0,14,204.0,96,8.0,12.0,8,4,9,11,6,11
LD,0,14,204.0,128,1.0,1.0,10,4,9,11,5,10
LD,0,15,205.0,5,2.0,2.0,5,9,2,7,10,3
LD,0,17,75.0,21,1.0,1.0,6,3,4,7,4,5
LD,0,17,75.0,130,11.0,12.0,9,5,1,12,7,3
LD,0,17,75.0,429,4.0,6.0,16,6,2,19,7,4
LD,0,17,75.0,484,10.0,16.0,18,5,2,22,7,4
LD,0,18,199.0,341,2.0,2.0,15,9,3,16,11,4
LD,0,19,226.0,97,5.0,6.0,8,3,2,11,5,3
LD,0,19,226.0,175,1.0,1.0,11,13,14,12,14,15
LD,0,19,226.0,340,3.0,3.0,14,4,7,17,5,8
LD,0,19,226.0,387,2.0,2.0,16,4,10,18,5,11
LD,0,20,137.0,98,17.0,32.0,8,11,5,12,13,9
LD,0,20,137.0,131,2.0,2.0,10,3,7,12,4,8
LD,0,20,137.0,133,8.0,12.0,9,12,5,12,14,7
LD,0,20,137.0,174,8.0,24.0,9,3,7,13,5,10
LD,0,20,137.0,176,3.0,3.0,11,12,4,14,13,5
LD,0,20,137.0,342,4.0,4.0,15,3,6,17,4,8
LD,0,20,137.0,430,16.0,45.0,16,8,2,19,13,5
LD,0,20,137.0,485,16.0,36.0,18,9,2,22,12,5
LD,0,20,137.0,505,12.0,32.0,19,5,6,23,7,10
LD,0,20,137.0,521,6.0,8.0,20,6,3,24,8,4
LD,0,22,71.0,132,2.0,2.0,10,2,1,11,4,2
LD,0,24,185.0,458,2.0,2.0,18,16,8,20,17,9
LD,0,25,161.0,388,27.0,81.0,12,0,7,21,3,10
LD,0,26,241.0,99,3.0,3.0,8,6,9,11,7,10
