organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
LD,3,1,241.0,134,3.0,4.0,12,13,11,14,14,13
LD,3,1,241.0,168,14.0,24.0,12,3,2,18,5,4
LD,3,1,241.0,258,2.0,2.0,17,4,2,19,5,3
LD,3,4,145.0,135,1.0,1.0,13,1,7,14,2,8
LD,3,4,145.0,233,12.0,24.0,14,1,5,18,3,8
LD,3,4,145.0,283,2.0,2.0,18,2,8,20,3,9
LD,3,4,145.0,309,5.0,12.0,18,2,5,21,4,7
LD,3,7,252.0,14,11.0,27.0,7,6,6,10,9,9
LD,3,7,252.0,15,1.0,1.0,8,14,9,9,15,10
LD,3,7,252.0,29,16.0,30.0,8,4,5,13,7,7
LD,3,7,252.0,30,4.0,6.0,8,13,14,11,15,15
LD,3,7,252.0,73,2.0,2.0,11,4,5,13,5,6
LD,3,7,252.0,136,3.0,3.0,13,6,2,16,7,3
LD,3,7,252.0,137,12.0,18.0,12,13,3,15,15,6
LD,3,7,252.0,201,5.0,6.0,15,14,3,17,15,6
LD,3,7,252.0,310,4.0,4.0,19,16,12,21,18,13
LD,3,7,252.0,399,4.0,6.0,22,5,10,25,6,12
LD,3,8,179.0,101,16.0,36.0,12,4,4,16,7,7
LD,3,10,204.0,202,3.0,3.0,13,11,8,16,12,9
LD,3,10,204.0,400,1.0,1.0,23,10,13,24,11,14
LD,3,11,325.0,4,3.0,3.0,7,7,14,10,8,15
LD,3,11,325.0,16,1.0,1.0,8,14,6,9,15,7
LD,3,11,325.0,75,1.0,1.0,11,17,11,12,18,12
LD,3,11,325.0,76,1.0,1.0,11,18,10,12,19,11
LD,3,11,325.0,102,6.0,12.0,11,3,13,14,5,15
LD,3,11,325.0,103,33.0,63.0,9,9,11,16,12,14
LD,3,11,325.0,104,2.0,2.0,12,16,12,13,18,13
LD,3,11,325.0,138,8.0,20.0,11,17,6,16,19,8
LD,3,11,325.0,139,26.0,81.0,11,17,5,20,20,8
LD,3,11,325.0,203,7.0,8.0,12,10,17,16,11,19
LD,3,11,325.0,259,4.0,6.0,16,10,16,19,11,18
LD,3,11,325.0,311,1.0,1.0,19,3,9,20,4,10
LD,3,11,325.0,359,1.0,1.0,21,3,15,22,4,16
LD,3,11,325.0,360,3.0,4.0,20,3,16,22,5,17
LD,3,11,325.0,361,1.0,1.0,21,9,18,22,10,19
LD,3,11,325.0,362,4.0,6.0,20,15,4,23,16,6
LD,3,11,325.0,363,3.0,3.0,20,18,6,23,19,7
LD,3,11,325.0,385,4.0,6.0,21,3,14,24,4,16
LD,3,11,325.0,401,2.0,2.0,23,12,12,24,14,13
LD,3,11,325.0,402,13.0,36.0,21,14,4,27,17,6
LD,3,11,325.0,427,4.0,8.0,25,14,4,27,16,6
LD,3,12,193.0,74,19.0,60.0,8,8,1,13,11,5
LD,3,12,193.0,169,26.0,60.0,12,8,1,17,11,5
LD,3,12,193.0,260,8.0,12.0,17,8,2,20,10,4
LD,3,12,193.0,337,5.0,8.0,20,8,2,22,10,4
LD,3,13,211.0,105,2.0,2.0,12,5,1,13,6,3
LD,3,13,211.0,170,22.0,42.0,12,8,0,19,11,2
LD,3,13,211.0,284,9.0,16.0,16,4,2,20,6,4
LD,3,13,211.0,403,3.0,4.0,22,10,6,24,11,8
LD,3,13,211.0,428,1.0,1.0,25,10,6,26,11,7
LD,3,14,237.0,77,7.0,12.0,11,5,5,14,7,7
LD,3,14,237.0,78,32.0,45.0,9,14,6,14,17,9
LD,3,14,237.0,364,5.0,6.0,20,5,11,23,6,13
LD,3,15,224.0,49,1.0,1.0,10,10,2,11,11,3
LD,3,15,224.0,234,3.0,4.0,15,11,1,17,12,3
LD,3,16,75.0,204,2.0,2.0,15,9,4,16,10,6
LD,3,16,75.0,261,1.0,1.0,17,9,4,18,10,5
LD,3,16,75.0,312,1.0,1.0,19,9,4,20,10,5
LD,3,17,164.0,79,1.0,1.0,11,7,5,12,8,6
LD,3,17,164.0,106,3.0,4.0,12,9,1,14,11,2
LD,3,17,164.0,140,12.0,18.0,12,12,3,15,14,6
LD,3,17,164.0,235,2.0,2.0,15,13,3,17,14,4
LD,3,17,164.0,262,2.0,2.0,17,12,3,19,13,4
LD,3,17,164.0,404,1.0,1.0,23,10,5,24,11,6
LD,3,17,164.0,418,4.0,6.0,23,10,5,26,11,7
LD,3,18,175.0,17,16.0,30.0,6,5,8,11,8,10
LD,3,18,175.0,205,1.0,1.0,15,3,10,16,4,11
LD,3,18,175.0,285,6.0,8.0,18,9,11,20,11,13
LD,3,19,216.0,5,3.0,4.0,7,8,8,9,10,9
LD,3,19,216.0,18,4.0,4.0,8,4,10,10,6,11
LD,3,19,216.0,19,2.0,2.0,7,6,11,9,7,12
LD,3,19,216.0,107,4.0,4.0,11,10,6,13,12,7
LD,3,19,216.0,141,18.0,30.0,11,10,6,16,12,9
