organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
LD,2,4,200.0,21,3.0,4.0,6,6,7,8,8,8
LD,2,4,200.0,42,1.0,1.0,8,13,3,9,14,4
LD,2,4,200.0,266,3.0,4.0,14,4,3,16,5,5
LD,2,4,200.0,308,1.0,1.0,15,16,7,16,17,8
LD,2,4,200.0,397,7.0,10.0,15,12,1,20,14,2
LD,2,4,200.0,437,1.0,1.0,18,4,3,19,5,4
LD,2,4,200.0,519,6.0,9.0,20,4,3,23,5,6
LD,2,5,221.0,41,2.0,2.0,8,9,13,10,10,14
LD,2,5,221.0,123,2.0,2.0,11,9,13,12,10,15
LD,2,5,221.0,267,2.0,2.0,14,9,14,16,10,15
LD,2,5,221.0,477,1.0,1.0,19,10,14,20,11,15
LD,2,6,83.0,171,2.0,2.0,11,2,3,13,3,4
LD,2,8,177.0,66,3.0,4.0,8,8,2,10,9,4
LD,2,8,177.0,354,3.0,3.0,15,3,6,18,4,7
LD,2,8,177.0,398,1.0,1.0,17,9,2,18,10,3
LD,2,8,177.0,399,1.0,1.0,17,11,8,18,12,9
LD,2,8,177.0,478,1.0,1.0,19,3,8,20,4,9
LD,2,8,177.0,545,4.0,4.0,22,3,9,26,4,10
LD,2,9,169.0,98,3.0,3.0,9,7,10,12,8,11
LD,2,9,169.0,124,3.0,4.0,10,10,3,12,12,4
LD,2,9,169.0,172,2.0,2.0,11,7,11,13,8,12
LD,2,9,169.0,217,3.0,4.0,12,6,10,14,7,12
LD,2,9,169.0,268,27.0,56.0,12,1,4,19,3,8
LD,2,9,169.0,269,3.0,4.0,14,5,10,15,7,12
LD,2,9,169.0,353,2.0,2.0,16,2,10,18,3,11
LD,2,9,169.0,520,3.0,4.0,21,14,6,23,15,8
LD,2,9,169.0,546,1.0,1.0,22,14,7,23,15,8
LD,2,12,230.0,43,4.0,4.0,8,6,11,10,7,13
LD,2,12,230.0,44,1.0,1.0,8,13,4,9,14,5
LD,2,12,230.0,67,2.0,2.0,8,10,8,10,11,9
LD,2,12,230.0,270,3.0,4.0,14,15,11,16,16,13
LD,2,12,230.0,309,1.0,1.0,15,1,6,16,2,7
LD,2,13,159.0,125,2.0,2.0,11,5,2,13,6,3
LD,2,13,159.0,173,6.0,12.0,11,9,3,14,11,5
LD,2,13,159.0,218,2.0,2.0,13,9,3,14,11,4
LD,2,13,159.0,355,2.0,2.0,16,3,2,17,5,3
LD,2,13,159.0,400,1.0,1.0,17,3,2,18,4,3
LD,2,15,187.0,593,1.0,1.0,26,13,3,27,14,4
LD,2,16,232.0,126,2.0,2.0,11,3,6,13,4,7
LD,2,17,347.0,68,2.0,2.0,9,17,4,10,19,5
LD,2,17,347.0,69,2.0,2.0,8,19,8,10,20,9
LD,2,17,347.0,127,2.0,2.0,11,15,2,12,16,4
LD,2,17,347.0,128,1.0,1.0,11,17,9,12,18,10
LD,2,17,347.0,174,4.0,8.0,11,14,2,13,16,4
LD,2,17,347.0,175,10.0,12.0,11,22,6,14,23,10
LD,2,17,347.0,219,14.0,72.0,8,18,7,16,21,10
LD,2,17,347.0,311,11.0,24.0,14,19,6,18,21,9
LD,2,19,159.0,8,4.0,4.0,5,7,5,7,8,7
LD,2,19,159.0,310,4.0,6.0,15,10,7,17,11,10
LD,2,19,159.0,356,1.0,1.0,16,6,7,17,7,8
LD,2,19,159.0,357,4.0,6.0,16,10,7,19,11,9
LD,2,19,159.0,438,3.0,3.0,17,6,7,20,7,8
LD,2,20,171.0,271,9.0,24.0,12,8,1,16,11,3
LD,2,20,171.0,401,1.0,1.0,17,10,0,18,11,1
LD,2,20,171.0,439,7.0,12.0,17,8,0,19,11,2
LD,2,24,206.0,9,1.0,1.0,6,5,5,7,6,6
LD,2,24,206.0,22,20.0,36.0,5,6,8,11,8,11
