organelle,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
LD,1,178.0,1019,4.0,4.0,12,6,13,14,7,15
LD,1,178.0,1020,53.0,224.0,11,2,8,15,10,15
LD,1,178.0,1554,1.0,1.0,14,6,6,15,7,7
LD,1,178.0,1555,23.0,48.0,14,6,11,18,9,15
LD,1,178.0,2711,1.0,1.0,16,4,9,17,5,10
LD,1,178.0,4337,2.0,2.0,19,2,6,20,3,8
LD,1,178.0,4338,1.0,1.0,19,2,9,20,3,10
LD,1,178.0,6066,34.0,100.0,22,1,6,27,5,11
LD,1,178.0,7113,10.0,36.0,26,2,7,29,6,10
LD,1,178.0,7843,9.0,27.0,28,3,7,31,6,10
LD,2,175.0,1,8.0,24.0,11,4,6,13,7,10
LD,2,175.0,1021,10.0,32.0,11,3,10,15,5,14
LD,2,175.0,1022,1.0,1.0,13,5,10,14,6,11
LD,2,175.0,1023,8.0,16.0,13,8,12,17,10,14
LD,2,175.0,1558,4.0,6.0,13,6,8,15,7,11
LD,2,175.0,1562,25.0,96.0,11,9,3,15,13,9
LD,2,175.0,2133,3.0,4.0,15,4,14,16,6,16
LD,2,175.0,2714,9.0,48.0,15,5,8,19,8,12
LD,2,175.0,3309,6.0,12.0,16,4,13,19,6,15
LD,2,175.0,4339,3.0,4.0,19,3,9,21,4,11
LD,2,175.0,4341,8.0,24.0,18,6,7,22,8,10
LD,2,175.0,4342,9.0,16.0,17,7,6,21,9,8
LD,2,175.0,4343,4.0,4.0,18,9,12,22,10,13
LD,2,175.0,5242,4.0,8.0,20,4,2,22,6,4
LD,2,175.0,5693,2.0,2.0,22,8,9,23,10,10
LD,2,175.0,6067,15.0,48.0,22,4,12,26,8,15
LD,2,175.0,6436,4.0,8.0,23,3,9,25,5,11
LD,2,175.0,6437,10.0,24.0,24,6,5,26,9,9
LD,2,175.0,6790,2.0,2.0,25,7,8,26,9,9
LD,2,175.0,6791,1.0,1.0,25,8,11,26,9,12
LD,2,175.0,6792,3.0,4.0,24,11,5,26,13,6
LD,2,175.0,6793,6.0,9.0,24,12,2,27,13,5
LD,2,175.0,7115,5.0,6.0,25,6,5,27,7,8
LD,2,175.0,7405,9.0,27.0,26,3,7,29,6,10
LD,2,175.0,7406,36.0,120.0,25,3,11,30,9,15
LD,2,175.0,7407,28.0,120.0,25,6,4,31,11,8
LD,2,175.0,7627,20.0,75.0,26,3,8,31,6,13
LD,2,175.0,7628,14.0,36.0,28,3,12,31,9,14
LD,2,175.0,7629,5.0,12.0,28,9,9,30,11,12
LD,2,175.0,7630,1.0,1.0,28,11,8,29,12,9
LD,2,175.0,8066,4.0,6.0,30,7,9,31,9,12
LD,3,187.0,2712,7.0,8.0,15,5,7,17,7,9
LD,3,187.0,5241,2.0,2.0,21,2,14,23,3,15
LD,3,187.0,7408,2.0,2.0,27,7,10,28,9,11
LD,3,187.0,7844,23.0,36.0,28,3,7,31,6,11
LD,4,141.0,477,27.0,72.0,11,2,6,15,5,12
LD,4,141.0,1556,4.0,6.0,13,2,8,15,3,11
LD,4,141.0,1557,4.0,6.0,14,3,5,16,6,6
LD,4,141.0,1559,15.0,56.0,12,6,6,16,8,13
LD,4,141.0,1561,5.0,12.0,14,8,3,16,10,6
LD,4,141.0,2131,3.0,4.0,15,2,6,17,3,8
LD,4,141.0,2132,14.0,36.0,14,2,9,18,5,12
LD,4,141.0,2713,6.0,12.0,15,4,4,17,7,6
LD,4,141.0,2715,19.0,40.0,14,7,5,19,9,9
LD,4,141.0,3311,7.0,12.0,17,7,8,20,9,10
LD,4,141.0,3836,4.0,6.0,18,2,8,21,3,10
LD,4,141.0,3838,12.0,27.0,17,4,4,20,7,7
LD,4,141.0,4340,11.0,36.0,18,2,9,22,5,12
LD,4,141.0,5244,1.0,1.0,21,9,4,22,10,5
LD,4,141.0,5692,2.0,2.0,22,4,5,23,5,7
LD,4,141.0,6438,7.0,16.0,22,9,3,26,11,5
LD,4,141.0,6439,9.0,12.0,24,11,6,26,13,9
LD,4,141.0,7114,1.0,1.0,26,4,11,27,5,12
LD,4,141.0,7409,1.0,1.0,27,8,10,28,9,11
LD,5,110.0,2,17.0,45.0,11,3,5,14,6,10
LD,5,110.0,478,4.0,8.0,12,2,4,14,4,6
LD,5,110.0,479,31.0,80.0,11,4,4,15,9,8
LD,5,110.0,480,1.0,1.0,12,8,8,13,9,9
LD,5,110.0,1025,3.0,4.0,13,8,8,15,9,10
LD,5,110.0,1560,5.0,8.0,13,4,8,15,6,10
LD,5,110.0,2134,31.0,120.0,14,5,3,18,10,9
LD,5,110.0,3310,20.0,36.0,16,3,7,20,6,10
LD,5,110.0,3837,9.0,24.0,16,2,4,20,4,7
LD,5,110.0,3839,6.0,18.0,17,2,3,20,5,5
LD,5,110.0,3842,1.0,1.0,18,8,6,19,9,7
LD,6,228.0,3,7.0,18.0,11,6,7,13,9,10
LD,6,228.0,7,13.0,45.0,11,10,5,14,15,8
LD,6,228.0,481,8.0,27.0,11,7,8,14,10,11
LD,6,228.0,483,10.0,18.0,11,13,9,14,15,12
LD,6,228.0,1024,1.0,1.0,13,7,9,14,8,10
LD,6,228.0,1030,5.0,6.0,13,14,9,15,15,12
LD,6,228.0,1563,1.0,1.0,14,10,15,15,11,16
LD,6,228.0,1564,10.0,18.0,12,10,11,15,13,13
LD,6,228.0,2136,3.0,4.0,15,10,2,17,12,3
LD,6,228.0,2137,24.0,75.0,14,9,12,19,14,15
LD,6,228.0,3313,3.0,4.0,16,9,9,18,10,11
LD,6,228.0,3841,2.0,2.0,18,5,3,19,6,5
LD,6,228.0,3844,13.0,36.0,18,11,11,21,15,14
LD,6,228.0,3845,26.0,72.0,15,13,8,21,16,12
