experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
betaEstrodiol,10,3,5,1,270,12.85925925925926,398.35185185185185,2,392,25,406,0.7943685758653264
betaEstrodiol,10,3,5,2,326,32.38036809815951,307.45705521472394,24,297,42,319,0.5703878111842929
betaEstrodiol,10,3,5,3,456,37.146929824561404,403.95394736842104,26,391,50,419,0.7974690127378278
betaEstrodiol,10,3,5,4,359,46.298050139275766,343.7465181058496,36,333,57,355,0.565465692483805
betaEstrodiol,10,3,5,5,582,60.2852233676976,397.8333333333333,47,384,75,414,0.7241628335090835
betaEstrodiol,10,3,5,6,327,62.48012232415902,45.5565749235474,52,36,75,55,0.5423808105742143
betaEstrodiol,10,3,5,7,402,76.88308457711443,153.2910447761194,62,144,91,164,0.8563791355799892
betaEstrodiol,10,3,5,8,234,75.08119658119658,32.636752136752136,68,23,83,44,0.7305806885981388
betaEstrodiol,10,3,5,9,374,93.05347593582887,50.713903743315505,81,41,105,62,0.7195534178633505
betaEstrodiol,10,3,5,10,213,90.32863849765258,30.55399061032864,83,22,99,40,0.602523579592639
betaEstrodiol,10,3,5,11,180,90.31111111111112,172.53333333333333,83,164,98,182,0.8074634220817702
betaEstrodiol,10,3,5,12,485,102.87010309278351,147.8556701030928,92,133,115,164,0.8302392670808968
betaEstrodiol,10,3,5,13,435,109.48275862068965,35.225287356321836,97,24,123,47,0.610266664863331
betaEstrodiol,10,3,5,14,348,115.73563218390805,53.85344827586207,105,44,127,65,0.6952605908869368
betaEstrodiol,10,3,5,15,203,119.1871921182266,128.72413793103448,111,120,128,138,0.664727840369575
betaEstrodiol,10,3,5,16,400,128.535,17.8425,117,6,141,31,0.7495060551319033
betaEstrodiol,10,3,5,17,509,140.00196463654223,388.7072691552063,128,376,153,403,0.5312377099956017
betaEstrodiol,10,3,5,18,274,145.20437956204378,367.86861313868616,135,359,156,377,0.5506782473738173
betaEstrodiol,10,3,5,19,330,161.22424242424242,61.236363636363635,151,51,173,72,0.5712906171846069
betaEstrodiol,10,3,5,20,221,160.10407239819006,398.3529411764706,151,391,170,407,0.6179318550743836
betaEstrodiol,10,3,5,21,145,161.5655172413793,362.3379310344828,155,356,169,370,0.16110256856385266
betaEstrodiol,10,3,5,22,340,175.00882352941176,43.438235294117646,165,33,186,56,0.6559087072571342
betaEstrodiol,10,3,5,23,453,193.58278145695365,204.66887417218544,180,194,208,216,0.7723606009879275
betaEstrodiol,10,3,5,24,394,194.27918781725887,48.555837563451774,184,37,206,60,0.64722616752192
betaEstrodiol,10,3,5,25,272,200.49264705882354,69.25367647058823,192,61,211,79,0.5348220055878824
betaEstrodiol,10,3,5,26,548,206.43795620437956,180.42335766423358,192,167,222,193,0.7317155989416163
betaEstrodiol,10,3,5,27,364,211.6620879120879,40.87362637362637,203,29,222,54,0.6934457430265298
betaEstrodiol,10,3,5,28,109,211.62385321100916,209.8165137614679,206,204,219,216,0.5112640945197107
betaEstrodiol,10,3,5,29,280,217.725,20.982142857142858,207,13,228,30,0.5723226102355693
betaEstrodiol,10,3,5,30,319,230.16927899686522,165.69905956112854,218,157,243,176,0.8101286715276487
betaEstrodiol,10,3,5,31,235,229.68085106382978,35.58297872340425,221,28,239,44,0.46430849216803527
betaEstrodiol,10,3,5,32,124,234.1209677419355,17.443548387096776,228,12,241,24,0.10419595107645016
betaEstrodiol,10,3,5,33,380,244.3921052631579,352.5078947368421,233,343,257,364,0.7052601248901589
betaEstrodiol,10,3,5,34,592,278.6097972972973,413.2010135135135,263,401,295,426,0.6656113919412896
betaEstrodiol,10,3,5,35,387,293.97416020671835,394.09819121447026,282,383,306,407,0.7058426120145989
betaEstrodiol,10,3,5,36,538,357.0092936802974,499.34944237918216,344,486,372,511,0.5403573651163007
betaEstrodiol,10,3,5,37,521,375.23608445297504,477.8637236084453,361,465,390,492,0.739607272900706
betaEstrodiol,10,3,5,38,496,406.1290322580645,219.7641129032258,394,206,419,234,0.7384317030066533
betaEstrodiol,10,3,5,39,422,410.4407582938389,330.19668246445497,401,317,421,344,0.6996933796260284
betaEstrodiol,10,3,5,40,291,414.1340206185567,77.3917525773196,404,69,425,87,0.5018444061765908
betaEstrodiol,10,3,5,41,339,423.9439528023599,315.29498525073745,413,306,435,326,0.6689499711675818
betaEstrodiol,10,3,5,42,213,428.11267605633805,334.4600938967136,421,327,437,344,0.5959479723555643
betaEstrodiol,10,3,5,43,272,442.79411764705884,314.1360294117647,435,304,452,325,0.6272689124300028
betaEstrodiol,10,3,5,44,288,445.8333333333333,367.53819444444446,435,359,457,376,0.7621639464360888
betaEstrodiol,10,3,5,45,393,450.47582697201017,387.35368956743,439,377,463,399,0.7566222196413103
betaEstrodiol,10,3,5,46,178,454.37640449438203,407.3370786516854,448,400,462,416,0.571340972508529
betaEstrodiol,10,3,5,47,373,459.44772117962464,116.57640750670241,449,105,471,129,0.6458034040453039
betaEstrodiol,10,3,5,48,423,470.7470449172577,377.387706855792,460,364,482,391,0.7208481824039814
betaEstrodiol,10,3,5,49,164,472.4085365853659,100.84756097560975,465,94,480,109,0.6008015145986594
betaEstrodiol,10,3,5,50,211,490.1184834123223,372.3554502369668,483,365,499,381,0.3202074511698259
