organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
mitochondria,0,3,200.0,1,759.0,3600.0,1,0,3,21,15,15
mitochondria,0,3,200.0,235,1.0,1.0,10,6,7,11,7,8
mitochondria,0,3,200.0,437,19.0,40.0,24,1,8,28,3,13
mitochondria,0,4,146.0,168,776.0,3770.0,3,2,0,32,12,13
mitochondria,0,4,146.0,525,2.0,2.0,29,8,8,31,9,9
mitochondria,0,5,221.0,49,1360.0,7560.0,2,1,0,32,19,14
mitochondria,0,6,191.0,169,348.0,1573.0,3,2,3,14,13,16
mitochondria,0,6,191.0,221,1.0,1.0,9,9,9,10,10,10
mitochondria,0,6,191.0,244,24.0,60.0,11,6,3,16,10,6
mitochondria,0,6,191.0,267,128.0,1710.0,12,2,7,31,12,16
mitochondria,0,6,191.0,318,16.0,24.0,17,1,6,21,3,9
mitochondria,0,6,191.0,352,2.0,2.0,17,7,6,18,8,8
mitochondria,0,6,191.0,388,13.0,20.0,20,8,4,25,10,6
mitochondria,0,6,191.0,458,11.0,27.0,25,2,7,28,5,10
mitochondria,0,6,191.0,491,10.0,18.0,27,8,13,29,11,16
mitochondria,0,7,71.0,50,508.0,1449.0,2,1,0,25,8,9
mitochondria,0,7,71.0,526,1.0,1.0,29,2,6,30,3,7
mitochondria,0,8,222.0,51,803.0,4050.0,2,2,0,20,17,15
mitochondria,0,8,222.0,243,1.0,1.0,11,1,4,12,2,5
mitochondria,0,8,222.0,298,272.0,2080.0,14,2,2,30,12,15
mitochondria,0,8,222.0,475,3.0,4.0,26,13,4,28,14,6
mitochondria,0,8,222.0,476,13.0,24.0,26,13,7,30,15,10
mitochondria,0,9,174.0,52,1119.0,4950.0,2,1,0,32,16,11
mitochondria,0,9,174.0,269,40.0,150.0,12,13,6,22,16,11
mitochondria,0,10,194.0,54,1082.0,5250.0,2,0,0,27,15,14
mitochondria,0,10,194.0,246,2.0,2.0,11,7,5,12,9,6
mitochondria,0,10,194.0,319,14.0,36.0,15,12,3,19,15,6
mitochondria,0,10,194.0,426,1.0,1.0,23,13,4,24,14,5
mitochondria,0,10,194.0,459,167.0,847.0,25,4,2,32,15,13
mitochondria,0,10,194.0,527,4.0,4.0,29,2,6,30,4,8
mitochondria,0,11,68.0,195,1.0,1.0,4,7,5,5,8,6
mitochondria,0,11,68.0,203,335.0,1512.0,7,1,2,31,10,9
mitochondria,0,11,68.0,245,14.0,24.0,11,2,4,15,4,7
mitochondria,0,12,131.0,55,777.0,3770.0,2,2,0,31,12,13
mitochondria,0,13,197.0,53,607.0,3276.0,2,3,4,28,12,18
mitochondria,0,13,197.0,222,104.0,330.0,9,7,2,20,13,7
mitochondria,0,13,197.0,268,25.0,54.0,12,2,4,18,5,7
mitochondria,0,13,197.0,299,7.0,18.0,14,1,9,17,3,12
mitochondria,0,13,197.0,460,57.0,200.0,25,5,4,30,13,9
mitochondria,0,14,204.0,56,1217.0,7140.0,2,2,0,32,19,14
mitochondria,0,14,204.0,438,18.0,36.0,24,9,10,30,12,12
mitochondria,0,14,204.0,493,11.0,18.0,27,13,8,29,16,11
mitochondria,0,15,205.0,2,920.0,6032.0,1,1,0,30,14,16
mitochondria,0,15,205.0,333,84.0,240.0,16,2,3,31,6,7
mitochondria,0,15,205.0,439,31.0,60.0,24,7,10,29,11,13
mitochondria,0,17,75.0,57,599.0,1944.0,2,1,0,26,10,9
mitochondria,0,17,75.0,510,1.0,1.0,28,6,3,29,7,4
mitochondria,0,17,75.0,528,5.0,6.0,29,2,2,30,5,4
mitochondria,0,18,199.0,59,623.0,5880.0,2,1,0,30,15,15
mitochondria,0,18,199.0,286,173.0,1026.0,13,10,4,32,16,13
mitochondria,0,18,199.0,461,9.0,12.0,25,7,1,28,9,3
