organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
peroxisome,2,2,197.0,81,21.0,48.0,13,10,8,21,13,10
peroxisome,2,2,197.0,202,22.0,72.0,21,10,8,29,13,11
peroxisome,2,5,221.0,57,2.0,2.0,15,10,13,17,11,14
peroxisome,2,8,177.0,218,67.0,99.0,22,10,6,33,13,9
peroxisome,2,9,169.0,95,10.0,12.0,16,2,9,22,3,11
peroxisome,2,9,169.0,238,2.0,2.0,27,12,6,29,13,7
peroxisome,2,10,173.0,114,16.0,45.0,17,5,12,22,8,15
peroxisome,2,10,173.0,148,4.0,6.0,21,5,13,24,7,14
peroxisome,2,11,162.0,96,3.0,4.0,17,5,4,19,6,6
peroxisome,2,12,230.0,82,23.0,28.0,14,14,9,21,16,11
peroxisome,2,13,159.0,97,13.0,24.0,15,1,6,21,3,8
peroxisome,2,14,195.0,125,9.0,24.0,17,4,2,23,6,4
peroxisome,2,16,232.0,67,8.0,10.0,14,0,9,19,2,10
peroxisome,2,16,232.0,150,3.0,3.0,21,13,6,24,14,7
peroxisome,2,16,232.0,219,27.0,72.0,23,9,14,31,12,17
peroxisome,2,16,232.0,239,5.0,6.0,27,12,11,30,13,13
peroxisome,2,17,347.0,35,3.0,3.0,11,16,2,14,17,3
peroxisome,2,17,347.0,116,3.0,3.0,18,1,14,21,2,15
peroxisome,2,17,347.0,117,3.0,3.0,17,9,1,20,10,2
peroxisome,2,17,347.0,168,8.0,20.0,21,12,0,26,14,2
peroxisome,2,18,146.0,126,3.0,3.0,18,8,13,21,9,14
peroxisome,2,18,146.0,149,9.0,12.0,19,7,13,25,9,14
peroxisome,2,19,159.0,8,13.0,16.0,7,6,6,11,8,8
peroxisome,2,23,232.0,9,18.0,42.0,6,12,2,13,14,5
peroxisome,2,23,232.0,68,5.0,5.0,14,11,0,19,12,1
peroxisome,2,24,206.0,36,9.0,16.0,11,12,3,15,14,5
peroxisome,2,24,206.0,83,11.0,20.0,15,13,8,20,15,10
peroxisome,2,26,359.0,244,5.0,12.0,28,5,19,31,7,21
peroxisome,2,26,359.0,257,1.0,1.0,30,6,19,31,7,20
peroxisome,2,29,164.0,127,7.0,12.0,19,7,7,22,9,9
peroxisome,2,29,164.0,169,15.0,54.0,19,6,7,25,9,10
peroxisome,2,30,240.0,17,1.0,1.0,10,11,8,11,12,9
peroxisome,2,30,240.0,203,5.0,5.0,24,10,1,29,11,2
peroxisome,2,30,240.0,204,3.0,4.0,25,10,7,27,12,8
peroxisome,2,31,188.0,26,3.0,3.0,10,12,7,13,13,8
peroxisome,2,31,188.0,43,3.0,3.0,12,13,7,15,14,8
peroxisome,2,32,81.0,98,8.0,16.0,16,0,2,20,2,4
peroxisome,2,32,81.0,151,17.0,42.0,19,0,2,26,2,5
peroxisome,2,32,81.0,205,2.0,2.0,25,1,4,27,2,5
peroxisome,2,33,234.0,128,10.0,10.0,16,4,0,21,6,1
peroxisome,2,33,234.0,171,36.0,66.0,17,3,0,28,6,2
