organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
mitochondria,4,1,201.0,44,1744.0,7888.0,5,0,0,34,17,16
mitochondria,4,1,201.0,115,2.0,2.0,14,16,3,16,17,4
mitochondria,4,1,201.0,125,4.0,6.0,15,9,9,18,11,10
mitochondria,4,1,201.0,169,2.0,2.0,19,7,8,20,9,9
mitochondria,4,2,201.0,16,1903.0,7395.0,4,0,0,33,17,15
mitochondria,4,2,201.0,126,1.0,1.0,15,6,8,16,7,9
mitochondria,4,3,192.0,43,1287.0,5670.0,5,1,0,32,16,14
mitochondria,4,3,192.0,138,1.0,1.0,16,8,6,17,9,7
mitochondria,4,3,192.0,210,15.0,48.0,23,4,10,27,8,13
mitochondria,4,3,192.0,222,6.0,8.0,25,11,11,27,13,13
mitochondria,4,4,266.0,17,1739.0,9660.0,4,0,0,32,23,15
mitochondria,4,4,266.0,116,1.0,1.0,14,5,2,15,6,3
mitochondria,4,4,266.0,139,22.0,120.0,16,4,1,22,8,6
mitochondria,4,4,266.0,171,4.0,4.0,19,12,13,20,14,15
mitochondria,4,4,266.0,188,1.0,1.0,21,13,14,22,14,15
mitochondria,4,4,266.0,189,15.0,36.0,21,15,8,25,18,11
mitochondria,4,4,266.0,263,1.0,1.0,32,20,10,33,21,11
mitochondria,4,5,201.0,65,1559.0,6188.0,6,0,1,32,17,15
mitochondria,4,5,201.0,117,20.0,36.0,14,13,3,18,16,6
mitochondria,4,5,201.0,170,1.0,1.0,19,7,5,20,8,6
mitochondria,4,5,201.0,203,2.0,2.0,22,13,3,24,14,4
mitochondria,4,5,201.0,249,2.0,2.0,29,6,2,30,8,3
mitochondria,4,6,184.0,1,1.0,1.0,3,6,8,4,7,9
mitochondria,4,6,184.0,18,1275.0,7140.0,4,0,0,32,17,15
mitochondria,4,6,184.0,172,2.0,4.0,19,9,3,21,10,5
mitochondria,4,6,184.0,173,1.0,1.0,19,9,14,20,10,15
mitochondria,4,7,173.0,45,1444.0,5376.0,5,0,1,33,16,13
mitochondria,4,7,173.0,107,1.0,1.0,13,8,12,14,9,13
mitochondria,4,7,173.0,190,1.0,1.0,21,8,7,22,9,8
mitochondria,4,9,277.0,19,1.0,1.0,4,9,14,5,10,15
mitochondria,4,9,277.0,47,1199.0,7488.0,5,1,1,31,19,17
mitochondria,4,9,277.0,68,5.0,8.0,6,14,3,8,16,5
mitochondria,4,9,277.0,180,3.0,6.0,20,16,12,23,17,14
mitochondria,4,9,277.0,217,19.0,84.0,24,15,10,31,18,14
mitochondria,4,9,277.0,228,16.0,36.0,26,2,6,30,5,9
mitochondria,4,9,277.0,238,1.0,1.0,27,12,6,28,13,7
mitochondria,4,9,277.0,250,13.0,18.0,29,12,15,32,14,18
mitochondria,4,10,269.0,66,2033.0,8840.0,6,0,0,32,17,20
