organelle,field,cell-idx,cell-area,label,area,bbox_area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5
mitochondria,8,1,204.0,3,1385.0,6188.0,4,0,1,30,17,15
mitochondria,8,1,204.0,83,1.0,1.0,7,10,6,8,11,7
mitochondria,8,2,171.0,4,928.0,4368.0,4,0,0,30,12,14
mitochondria,8,2,171.0,115,1.0,1.0,11,7,4,12,8,5
mitochondria,8,2,171.0,226,18.0,42.0,22,11,6,29,13,9
mitochondria,8,2,171.0,244,35.0,126.0,24,3,11,30,10,14
mitochondria,8,3,93.0,27,766.0,2600.0,5,0,0,31,10,10
mitochondria,8,4,135.0,28,1096.0,4056.0,5,1,0,31,13,13
mitochondria,8,4,135.0,163,1.0,1.0,16,3,3,17,4,4
mitochondria,8,4,135.0,234,1.0,1.0,23,3,4,24,4,5
mitochondria,8,4,135.0,266,11.0,24.0,26,1,4,29,3,8
mitochondria,8,5,211.0,27,1672.0,6630.0,5,0,0,31,17,15
mitochondria,8,5,211.0,150,1.0,1.0,15,13,11,16,14,12
mitochondria,8,5,211.0,165,2.0,2.0,16,9,0,18,10,1
mitochondria,8,6,230.0,30,1755.0,7072.0,5,1,0,31,18,16
mitochondria,8,6,230.0,256,8.0,18.0,25,8,1,28,11,3
mitochondria,8,7,256.0,29,1966.0,7904.0,5,1,0,31,20,16
mitochondria,8,7,256.0,164,1.0,1.0,16,4,3,17,5,4
mitochondria,8,7,256.0,293,8.0,27.0,30,17,5,33,20,8
mitochondria,8,8,243.0,31,1674.0,7072.0,5,1,0,31,17,17
mitochondria,8,8,243.0,180,78.0,288.0,18,1,4,30,4,12
mitochondria,8,8,243.0,302,1.0,1.0,32,16,5,33,17,6
mitochondria,8,9,204.0,32,841.0,4056.0,5,1,1,31,13,14
mitochondria,8,9,204.0,53,264.0,1104.0,6,4,12,29,12,18
mitochondria,8,9,204.0,84,7.0,18.0,7,1,10,10,3,13
mitochondria,8,9,204.0,94,8.0,18.0,8,11,9,11,13,12
mitochondria,8,9,204.0,116,4.0,4.0,11,7,8,13,9,9
mitochondria,8,9,204.0,301,1.0,1.0,32,9,2,33,10,3
mitochondria,8,10,176.0,33,1216.0,5460.0,5,1,0,31,15,15
mitochondria,8,10,176.0,127,3.0,4.0,13,4,9,15,6,10
mitochondria,8,12,197.0,54,1436.0,6656.0,6,0,0,32,16,16
mitochondria,8,13,242.0,33,1803.0,7650.0,6,1,0,31,18,18
mitochondria,8,14,223.0,5,1850.0,7830.0,4,0,0,33,18,15
mitochondria,8,15,111.0,34,1122.0,4004.0,5,0,0,31,11,14
mitochondria,8,16,186.0,34,1630.0,5760.0,6,0,0,30,16,15
mitochondria,8,17,181.0,6,1.0,1.0,4,9,13,5,10,14
mitochondria,8,17,181.0,7,1185.0,5184.0,4,2,0,31,14,16
mitochondria,8,17,181.0,95,5.0,6.0,8,12,6,9,14,9
mitochondria,8,17,181.0,117,2.0,4.0,11,12,7,13,14,8
mitochondria,8,17,181.0,245,18.0,30.0,24,3,5,29,5,8
mitochondria,8,18,236.0,55,1619.0,7072.0,6,0,0,32,17,16
mitochondria,8,20,223.0,8,1545.0,5824.0,4,1,0,30,17,14
mitochondria,8,21,102.0,56,802.0,3036.0,7,1,0,30,12,12
mitochondria,8,22,182.0,56,1013.0,5040.0,6,1,0,30,15,15
mitochondria,8,22,182.0,235,56.0,336.0,23,2,0,31,9,6
mitochondria,8,23,197.0,36,1560.0,5600.0,6,0,1,31,14,17
mitochondria,8,24,217.0,57,1692.0,6375.0,6,1,1,31,16,18
mitochondria,8,24,217.0,58,4.0,8.0,6,6,7,8,8,9
mitochondria,8,24,217.0,103,7.0,12.0,9,6,8,12,8,10
mitochondria,8,24,217.0,128,2.0,2.0,13,10,9,15,11,10
mitochondria,8,24,217.0,257,27.0,48.0,25,14,5,29,16,11
mitochondria,8,25,229.0,9,1572.0,6885.0,6,2,0,33,17,17
mitochondria,8,25,229.0,182,1.0,1.0,18,9,16,19,10,17
mitochondria,8,26,120.0,35,1192.0,4056.0,5,0,0,31,13,12
mitochondria,8,26,120.0,170,1.0,1.0,17,2,4,18,3,5
mitochondria,8,27,360.0,57,2421.0,11500.0,6,1,0,31,24,20
mitochondria,8,27,360.0,96,54.0,252.0,8,11,5,15,17,11
mitochondria,8,27,360.0,110,1.0,1.0,10,7,12,11,8,13
mitochondria,8,27,360.0,137,2.0,2.0,14,12,6,16,13,7
mitochondria,8,27,360.0,198,2.0,2.0,19,13,11,21,14,12
mitochondria,8,27,360.0,227,3.0,4.0,22,11,18,24,13,19
mitochondria,8,28,373.0,9,2931.0,14175.0,4,1,1,31,26,22
mitochondria,8,28,373.0,210,1.0,1.0,20,14,9,21,15,10
mitochondria,8,28,373.0,211,3.0,4.0,20,16,12,21,18,14
mitochondria,8,29,103.0,59,819.0,3025.0,6,1,0,31,12,11
mitochondria,8,29,103.0,181,3.0,4.0,18,0,5,19,2,7
mitochondria,8,30,170.0,36,1450.0,5100.0,5,0,1,30,12,18
mitochondria,8,30,170.0,197,1.0,1.0,19,2,9,20,3,10
mitochondria,8,31,181.0,37,1353.0,5408.0,5,1,0,31,14,16
mitochondria,8,32,277.0,9,2115.0,8550.0,5,1,1,30,19,20
mitochondria,8,32,277.0,171,1.0,1.0,17,9,1,18,10,2
mitochondria,8,33,247.0,59,1475.0,8075.0,7,0,0,32,17,19
mitochondria,8,33,247.0,151,6.0,9.0,15,5,11,18,8,12
mitochondria,8,33,247.0,279,8.0,18.0,28,12,2,31,14,5
mitochondria,8,34,210.0,9,859.0,5175.0,6,1,3,29,16,18
mitochondria,8,35,211.0,60,1829.0,6800.0,6,0,0,31,16,17
mitochondria,8,35,211.0,259,15.0,18.0,25,8,14,28,11,16
mitochondria,8,37,262.0,38,1625.0,8398.0,6,2,0,32,21,17
mitochondria,8,37,262.0,228,6.0,12.0,22,9,13,25,11,15
mitochondria,8,37,262.0,236,2.0,2.0,23,12,6,25,13,7
mitochondria,8,37,262.0,246,3.0,4.0,25,7,12,27,8,14
mitochondria,8,37,262.0,258,29.0,90.0,25,2,3,30,5,9
mitochondria,8,38,187.0,10,1523.0,5616.0,4,1,0,31,17,13
mitochondria,8,39,388.0,9,1691.0,12144.0,6,1,0,29,23,24
mitochondria,8,39,388.0,97,7.0,12.0,8,11,23,11,13,25
mitochondria,8,39,388.0,172,3.0,4.0,17,9,17,18,11,19
mitochondria,8,39,388.0,173,1.0,1.0,17,13,13,18,14,14
mitochondria,8,39,388.0,199,14.0,16.0,19,12,8,23,14,10
mitochondria,8,39,388.0,229,1.0,1.0,22,16,9,23,17,10
mitochondria,8,39,388.0,267,8.0,27.0,26,16,17,29,19,20
mitochondria,8,40,261.0,9,1571.0,7695.0,5,2,1,32,17,20
mitochondria,8,40,261.0,61,1.0,1.0,6,7,19,7,8,20
mitochondria,8,40,261.0,153,2.0,4.0,15,10,18,17,11,20
mitochondria,8,40,261.0,183,6.0,6.0,18,6,5,20,7,8
mitochondria,8,40,261.0,184,7.0,12.0,18,14,14,21,16,16
mitochondria,8,40,261.0,247,2.0,2.0,24,1,7,25,2,9
mitochondria,8,41,196.0,38,1041.0,5824.0,5,1,0,31,15,16
mitochondria,8,41,196.0,118,6.0,12.0,11,8,6,14,10,8
mitochondria,8,41,196.0,138,7.0,12.0,14,3,11,17,5,13
mitochondria,8,41,196.0,152,9.0,24.0,15,6,14,19,9,16
mitochondria,8,41,196.0,174,2.0,2.0,17,10,14,19,11,15
mitochondria,8,41,196.0,280,8.0,24.0,28,2,3,31,4,7
mitochondria,8,42,177.0,62,1202.0,5850.0,6,0,0,32,15,15
mitochondria,8,42,177.0,248,1.0,1.0,24,5,12,25,6,13
mitochondria,8,42,177.0,268,9.0,32.0,26,5,11,30,9,13
mitochondria,8,43,648.0,39,3472.0,22356.0,5,2,1,32,38,24
mitochondria,8,43,648.0,119,2.0,2.0,11,29,11,13,30,12
mitochondria,8,43,648.0,124,9.0,27.0,12,14,2,15,17,5
mitochondria,8,43,648.0,125,4.0,6.0,12,17,7,15,19,8
mitochondria,8,43,648.0,129,8.0,12.0,13,18,10,16,20,12
