experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
rpmc,250,3,1,1,80,8.5125,446.3875,4,442,14,452,0.48113754375661905
rpmc,250,3,1,2,213,17.023474178403756,457.2957746478873,10,449,26,467,0.5312356958819519
rpmc,250,3,1,3,210,24.423809523809524,153.7904761904762,17,146,33,162,0.5275390905148983
rpmc,250,3,1,4,316,26.639240506329113,172.52848101265823,17,163,37,183,0.3078147163919747
rpmc,250,3,1,5,456,33.99342105263158,467.68640350877195,22,456,47,480,0.39314703207078694
rpmc,250,3,1,6,60,28.833333333333332,451.85,25,448,34,457,0.36898063658599983
rpmc,250,3,1,7,317,37.42586750788644,230.3627760252366,28,221,48,241,0.4927620093073567
rpmc,250,3,1,8,146,38.71232876712329,161.22602739726028,32,155,46,169,0.5389657187485402
rpmc,250,3,1,9,261,45.25670498084291,340.99233716475095,36,333,56,350,0.4512380064497307
rpmc,250,3,1,10,374,48.51069518716577,449.7085561497326,38,439,60,461,0.3642770363479226
rpmc,250,3,1,11,68,50.838235294117645,165.91176470588235,46,162,56,171,0.6683944437178453
rpmc,250,3,1,14,207,65.01449275362319,428.6811594202899,57,421,74,437,0.5676440512459276
rpmc,250,3,1,15,72,62.31944444444444,441.22222222222223,58,437,68,447,0.46017119920929384
rpmc,250,3,1,16,207,66.43961352657004,159.2415458937198,59,152,75,168,0.3993115829018974
rpmc,250,3,1,17,252,78.61111111111111,419.77777777777777,69,412,88,429,0.42581313329056864
rpmc,250,3,1,18,436,86.90825688073394,164.80275229357798,77,153,99,178,0.5059326719996402
rpmc,250,3,1,19,204,105.38725490196079,157.6813725490196,97,151,114,166,0.5936466087095537
rpmc,250,3,1,20,241,113.5103734439834,367.99170124481327,105,360,123,377,0.4538124922090343
rpmc,250,3,1,22,291,159.4020618556701,138.96907216494844,150,130,170,149,0.24122445310644425
rpmc,250,3,1,23,178,158.08426966292134,156.29775280898878,151,150,167,164,0.3617753166134299
rpmc,250,3,1,24,246,165.390243902439,305.8617886178862,157,297,174,315,0.4053881915197953
rpmc,250,3,1,25,129,163.41860465116278,321.7519379844961,158,316,170,329,0.34490317184813624
