experiment,condition,hour,field,idx-cell,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,eccentricity
leu,50,3,1,1,215,12.488372093023257,365.2,4,358,23,373,0.6923557985373111
leu,50,3,1,2,278,13.76978417266187,382.3992805755396,5,372,23,393,0.654089226760279
leu,50,3,1,3,334,15.589820359281438,180.67065868263472,6,171,26,192,0.19560276388369024
leu,50,3,1,4,333,17.606606606606608,205.85285285285286,7,197,29,216,0.5332129558665918
leu,50,3,1,5,299,18.765886287625417,161.6153846153846,9,152,29,172,0.4679294139407117
leu,50,3,1,6,54,14.851851851851851,404.3703703703704,11,401,20,409,0.5784759967550948
leu,50,3,1,7,306,28.57843137254902,404.7549019607843,19,395,39,415,0.20598850144804828
leu,50,3,1,9,281,46.18149466192171,389.97508896797154,38,381,56,400,0.5081601991943401
leu,50,3,1,10,353,62.96883852691218,271.0368271954674,53,261,74,282,0.3155109863998269
leu,50,3,1,11,347,68.72910662824208,240.47550432276657,59,230,81,252,0.12667262275957455
leu,50,3,1,12,300,76.43666666666667,222.23333333333332,67,213,87,232,0.3377884836633375
leu,50,3,1,13,90,76.31111111111112,6.877777777777778,70,3,84,12,0.759910781564509
leu,50,3,1,14,342,80.75730994152046,43.10526315789474,71,33,92,54,0.3319226822244562
leu,50,3,1,15,104,77.25,120.64423076923077,72,115,84,127,0.5383798833707598
leu,50,3,1,16,272,82.61764705882354,100.83823529411765,74,92,92,111,0.35843371480714703
leu,50,3,1,17,236,84.16101694915254,21.39830508474576,76,13,94,30,0.2988700744008636
leu,50,3,1,18,68,83.25,243.2941176470588,79,238,88,249,0.6744170336263607
leu,50,3,1,19,223,90.98654708520179,116.80269058295964,83,107,99,126,0.5791721075664585
leu,50,3,1,21,197,96.56345177664974,9.629441624365482,90,2,104,19,0.5583664645338223
leu,50,3,1,22,337,100.49554896142433,397.8872403560831,91,386,112,409,0.39409106944829464
leu,50,3,1,23,253,103.90513833992095,377.10671936758894,96,368,113,387,0.4059344939842306
leu,50,3,1,24,162,108.74691358024691,361.5740740740741,102,354,116,370,0.5300576087291234
leu,50,3,1,25,475,130.13263157894738,285.29473684210524,118,273,144,299,0.4501923759623028
leu,50,3,1,26,192,127.16666666666667,358.0052083333333,120,350,135,367,0.5570922458265481
leu,50,3,1,27,271,132.66051660516604,373.7232472324723,123,365,143,383,0.45826910075042665
leu,50,3,1,28,265,142.14716981132077,304.5132075471698,133,296,153,314,0.36028020372017994
leu,50,3,1,29,311,149.37299035369776,400.5530546623794,140,391,160,411,0.2500984999442655
leu,50,3,1,30,336,152.86309523809524,280.5892857142857,144,271,164,293,0.570725675175788
leu,50,3,1,31,231,158.5021645021645,298.8484848484849,151,290,168,308,0.3054035186436777
leu,50,3,1,32,352,163.55113636363637,495.20454545454544,154,484,175,506,0.33502778044181336
leu,50,3,1,33,336,167.1875,474.8154761904762,157,465,178,485,0.4677866770000519
leu,50,3,1,34,369,169.8509485094851,266.17344173441734,160,256,181,278,0.3586998905783789
leu,50,3,1,35,105,168.84761904761905,205.10476190476192,162,200,175,211,0.4425711040851943
leu,50,3,1,36,88,169.72727272727272,219.8181818181818,166,214,176,229,0.6755776658243444
leu,50,3,1,37,91,182.57142857142858,213.6153846153846,173,210,190,219,0.8907864070844904
leu,50,3,1,38,189,183.6984126984127,184.67195767195767,176,178,192,193,0.4732391700034174
leu,50,3,1,39,316,203.97151898734177,193.6139240506329,195,183,214,205,0.443828203565855
leu,50,3,1,40,299,215.20066889632108,81.69565217391305,206,73,226,92,0.3966940427659137
leu,50,3,1,41,267,217.38951310861424,25.775280898876403,209,16,226,36,0.5651342617015955
leu,50,3,1,42,209,224.37799043062202,51.59808612440192,217,44,233,60,0.3355560795178065
leu,50,3,1,43,337,236.11275964391692,81.8753709198813,226,70,247,93,0.41629356022301767
leu,50,3,1,44,338,236.5473372781065,339.4260355029586,227,328,247,351,0.5339016212227389
leu,50,3,1,45,297,236.73737373737373,429.24915824915826,227,420,247,439,0.316073784648354
leu,50,3,1,46,255,239.1764705882353,61.666666666666664,231,52,248,72,0.45028381722907035
leu,50,3,1,47,209,240.17703349282297,321.7224880382775,232,314,250,330,0.6328356800942367
leu,50,3,1,48,351,242.5242165242165,22.504273504273506,233,12,253,34,0.4343489549722487
leu,50,3,1,49,84,240.3452380952381,46.57142857142857,236,42,247,52,0.2574806538532112
leu,50,3,1,50,225,250.57333333333332,465.6711111111111,243,456,259,475,0.4982380718912551
leu,50,3,1,51,282,254.1595744680851,49.198581560283685,245,40,264,59,0.6080639523723171
leu,50,3,1,52,365,255.5013698630137,74.78904109589041,245,65,267,86,0.2632001808332682
leu,50,3,1,53,291,256.4364261168385,448.2680412371134,247,439,267,460,0.6071575908325609
leu,50,3,1,54,225,265.8177777777778,462.6933333333333,258,454,274,472,0.5024221688499627
leu,50,3,1,55,402,275.58706467661693,437.05721393034827,265,426,288,449,0.4178881785113194
leu,50,3,1,56,283,275.339222614841,415.3886925795053,267,406,285,426,0.4782784733672304
leu,50,3,1,57,165,277.1878787878788,471.6242424242424,269,465,286,479,0.677406212504062
leu,50,3,1,58,305,285.27868852459017,455.71803278688526,276,446,295,467,0.3655847553733232
leu,50,3,1,59,209,293.1818181818182,472.555023923445,286,465,302,481,0.34895158299852724
leu,50,3,1,60,295,295.44745762711864,433.84406779661015,287,424,305,445,0.5051129187327064
leu,50,3,1,61,77,298.12987012987014,419.2207792207792,294,415,303,425,0.31012074438733045
leu,50,3,1,62,316,303.2278481012658,176.85443037974684,295,166,313,188,0.5829352521397538
leu,50,3,1,63,201,314.771144278607,162.39303482587064,306,156,324,170,0.6401868388366022
leu,50,3,1,64,194,317.0103092783505,235.97938144329896,308,230,328,243,0.7303671996866485
leu,50,3,1,65,313,317.24920127795525,490.13418530351436,308,480,327,501,0.500352435203719
leu,50,3,1,66,320,331.36875,220.059375,322,210,342,232,0.3511050026150082
leu,50,3,1,67,278,336.26978417266184,237.41726618705036,327,229,347,247,0.6250733827665336
leu,50,3,1,68,204,344.1127450980392,207.16176470588235,335,200,353,215,0.591024155085618
leu,50,3,1,69,354,346.680790960452,110.81073446327683,336,101,358,122,0.27268375257658395
leu,50,3,1,70,205,344.7268292682927,129.11219512195123,337,122,353,138,0.32894291731885705
leu,50,3,1,71,273,347.09157509157507,92.17948717948718,338,84,357,101,0.4350564716623104
leu,50,3,1,72,285,349.9894736842105,378.03508771929825,341,369,360,388,0.43598776228466735
leu,50,3,1,73,218,361.0366972477064,287.848623853211,353,279,369,298,0.5364025908085527
leu,50,3,1,74,486,368.8909465020576,109.86831275720165,358,98,383,123,0.27968949991924197
leu,50,3,1,75,360,385.4527777777778,154.87777777777777,375,145,397,166,0.3727458965358454
leu,50,3,1,76,100,387.59,113.06,383,107,393,120,0.7382896121113675
leu,50,3,1,77,124,406.008064516129,127.16935483870968,402,119,412,138,0.8666760973548518
leu,50,3,1,78,343,414.3411078717201,443.94460641399417,405,432,425,456,0.41918542859777114
leu,50,3,1,79,58,411.55172413793105,11.10344827586207,408,7,417,16,0.4504383134031243
leu,50,3,1,80,232,415.23275862068965,422.5301724137931,408,414,424,433,0.5807594145817396
leu,50,3,1,81,87,418.55172413793105,118.77011494252874,414,114,425,125,0.6671100732771295
leu,50,3,1,82,304,427.60855263157896,25.19736842105263,418,15,437,36,0.45829927414450194
leu,50,3,1,84,261,443.11877394636014,112.39080459770115,434,104,453,122,0.33221386327400426
leu,50,3,1,85,331,446.96676737160124,254.31722054380666,438,244,458,265,0.39883146277702003
leu,50,3,1,86,313,449.4632587859425,154.07667731629394,440,144,460,165,0.32150998061971375
leu,50,3,1,87,332,452.7740963855422,235.89156626506025,442,227,464,246,0.5383792627196096
leu,50,3,1,88,179,464.25698324022346,258.4804469273743,457,252,474,266,0.45780985060441637
leu,50,3,1,89,358,480.4050279329609,43.70391061452514,470,33,492,55,0.3282436931904679
leu,50,3,1,90,329,481.8936170212766,264.74468085106383,472,254,492,276,0.5389332142758451
leu,50,3,1,91,338,484.6656804733728,22.45562130177515,475,12,495,33,0.47257036410938286
leu,50,3,1,92,214,486.56542056074767,226.73831775700936,480,218,495,237,0.6653992471170221
leu,50,3,1,93,241,488.9253112033195,245.14522821576764,481,237,498,254,0.14618414122087175
