experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
glu,200,3,3,mitochondria,3,8080,1007,1110,140,364,89,148,140,113,141,94,34,38,15,36,37,40,31,30,21,42,38,46,47,27,22,16,33,33,21,1,7,2,6,7,3,11,4,23,14,7,1,2,3,3,3,3,4,2,6,6,1,8,3,15,26,27,23,7,12,14,8,13,7,8,6,13,27,85,166,93,19,12,27,7,13,11,15,50,22,36,17,22,25,23,24,24,11,18,13,94,34,32,30,38,48,153,308,71,123,27
glu,200,3,3,mitochondria,5,5043,842,735,128,259,99,125,106,80,85,107,32,34,23,34,28,35,27,24,12,19,29,39,35,28,22,11,18,28,31,5,5,8,6,5,6,9,15,14,12,12,3,4,1,6,5,7,2,1,1,6,8,11,7,10,9,16,16,8,19,6,6,8,11,4,8,12,25,44,108,80,11,16,26,17,17,15,14,43,18,26,26,13,22,31,28,32,21,26,18,147,50,55,21,32,63,168,290,82,58,11
glu,200,3,3,mitochondria,6,7468,982,1031,173,333,111,159,144,123,118,136,34,32,28,22,34,45,37,24,13,26,33,41,37,48,26,14,26,31,23,7,6,5,6,5,6,6,10,20,14,15,6,2,5,4,3,4,0,1,6,4,5,11,8,11,22,24,18,6,10,6,7,7,9,13,9,20,27,76,117,113,30,14,40,17,21,18,16,95,24,39,17,25,22,39,46,28,15,26,14,128,37,59,29,27,37,79,321,30,58,0
glu,200,3,3,mitochondria,7,3125,801,545,158,259,112,157,128,90,88,95,45,40,23,30,30,49,25,21,18,30,21,27,40,30,27,12,13,20,28,10,10,6,11,8,12,6,14,18,15,7,4,6,4,0,4,6,7,4,2,7,6,6,1,5,8,12,17,6,7,5,2,5,7,2,8,6,14,20,34,47,10,15,14,7,7,13,10,43,16,29,13,18,5,24,38,29,12,23,20,55,48,36,31,25,32,163,299,97,75,23
glu,200,3,3,mitochondria,8,3532,687,616,102,210,61,146,98,103,96,68,26,26,9,25,27,29,18,12,14,20,9,36,30,25,25,14,14,23,18,8,5,6,2,8,8,6,6,8,15,11,2,3,0,3,0,2,1,1,1,4,4,4,5,5,16,15,9,5,4,11,2,2,10,5,4,6,14,43,84,56,9,11,8,8,12,9,19,43,17,19,12,12,12,29,23,15,12,9,7,60,17,21,24,19,27,67,129,46,30,3
glu,200,3,3,mitochondria,9,3990,845,600,130,316,123,155,102,87,106,98,27,36,19,21,32,43,35,23,18,24,16,22,25,32,22,11,13,22,24,9,5,8,4,11,7,5,5,11,16,12,6,3,7,1,2,8,4,0,0,5,5,4,2,10,13,20,14,5,5,12,9,5,8,8,3,11,15,33,73,50,15,6,21,5,10,5,9,37,21,27,23,15,14,48,34,30,16,22,8,92,43,43,20,43,41,190,390,63,63,1
glu,200,3,3,mitochondria,10,5323,747,888,102,259,50,112,117,105,102,68,6,18,15,22,30,28,14,19,21,31,27,46,47,36,26,16,21,28,14,2,1,3,1,5,6,2,6,15,12,5,1,2,2,2,2,1,0,2,5,5,9,7,5,14,22,25,16,9,8,10,4,11,7,11,9,14,28,63,130,86,25,15,23,14,18,18,16,65,33,33,17,18,22,46,49,34,13,16,15,117,22,29,18,20,52,11,171,6,0,0
glu,200,3,3,mitochondria,12,5074,844,671,145,247,129,168,105,108,111,108,49,48,22,25,39,46,41,20,19,36,27,28,38,28,24,10,18,19,25,9,3,2,4,7,8,8,9,10,7,13,4,4,6,3,5,9,3,1,1,5,2,4,2,5,12,15,15,5,9,4,9,5,8,8,3,10,14,21,60,65,14,5,9,5,9,8,14,28,17,16,15,15,14,43,33,21,18,17,7,89,41,47,19,31,38,204,369,75,85,15
glu,200,3,3,mitochondria,13,6367,915,891,163,316,100,186,137,117,139,144,43,35,25,40,43,53,23,26,22,29,23,42,44,44,35,9,18,32,25,4,2,5,9,7,7,4,14,16,14,16,1,4,3,4,8,6,3,2,2,5,7,5,7,11,22,23,14,10,14,11,8,12,10,13,12,15,24,71,93,97,17,14,29,15,16,13,7,59,15,24,21,29,17,36,29,22,17,28,11,121,38,46,24,39,52,113,304,44,49,1
glu,200,3,3,mitochondria,14,3065,585,482,97,196,74,74,67,65,64,67,26,21,13,16,15,20,15,12,8,15,10,27,13,32,10,10,6,20,11,6,4,2,2,2,2,7,4,1,8,3,2,3,1,2,5,3,3,2,4,3,1,1,1,1,8,12,8,4,5,3,7,2,10,4,6,3,8,16,73,44,9,8,19,3,7,7,3,22,11,8,11,10,7,25,25,20,9,18,8,52,27,23,22,24,21,87,206,54,58,27
