experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
glu,0-5,3,1,vacuole,1,4083,934,606,381,83,61,44,42,59,117,191,322,223,113,36,12,9,6,14,8,6,5,3,0,4,1,2,3,4,2,11,5,9,4,12,37,12,18,11,35,41,26,19,16,7,1,1,1,1,0,5,6,3,3,4,9,7,7,7,6,8,5,8,10,31,49,44,30,25,38,42,32,26,23,23,26,13,33,47,36,25,20,23,21,22,11,19,18,14,30,22,21,27,25,21,17,11,26,108,150,557
glu,0-5,3,1,vacuole,3,4421,1211,736,322,30,36,41,27,47,114,164,276,208,85,24,13,22,16,21,6,8,3,6,6,8,6,2,1,5,2,6,6,5,12,5,42,15,20,11,37,33,37,21,15,12,4,1,1,4,2,4,4,2,1,8,4,4,6,14,9,12,9,13,13,25,45,45,21,21,22,47,39,47,39,27,20,17,31,37,55,30,27,23,18,16,15,15,25,18,32,36,25,31,21,15,20,18,57,87,137,527
glu,0-5,3,1,vacuole,4,4146,1145,545,290,40,35,39,34,41,71,91,109,64,22,13,5,18,17,15,10,12,5,8,6,2,6,9,12,7,6,1,4,6,2,8,46,21,17,17,22,28,12,7,9,3,9,3,10,6,6,4,1,2,2,6,5,2,3,6,5,7,7,8,6,16,31,22,17,13,8,14,13,25,15,17,13,13,15,15,21,17,24,14,11,16,10,11,11,19,14,21,7,18,25,22,26,15,47,100,85,420
glu,0-5,3,1,vacuole,7,4416,1254,683,341,61,34,41,44,53,114,179,220,168,55,15,12,18,8,10,15,5,9,10,6,2,2,2,9,9,7,7,10,10,9,17,80,19,29,8,30,40,21,13,13,9,4,2,0,4,1,2,1,0,6,8,7,8,17,14,10,5,8,15,15,32,44,40,45,30,30,62,51,43,23,36,36,21,33,34,46,20,18,19,20,25,20,22,17,12,35,23,21,28,19,29,10,28,33,70,163,582
glu,0-5,3,1,vacuole,8,1063,436,230,158,17,7,13,9,28,55,74,121,61,23,10,6,10,8,2,3,1,2,1,2,2,0,1,3,0,2,2,2,2,1,1,30,3,18,6,13,20,8,9,5,2,2,1,3,1,0,4,0,0,2,1,1,0,2,0,0,2,1,1,2,17,13,18,10,7,11,14,7,10,4,6,5,4,8,24,12,7,3,9,7,5,9,5,5,1,3,7,2,17,12,11,4,7,16,29,58,117
glu,0-5,3,1,vacuole,9,4023,1305,878,430,98,116,99,66,118,215,318,397,391,190,64,24,25,8,9,11,8,7,11,9,5,4,4,3,4,5,11,10,18,18,8,74,19,31,27,41,65,39,29,13,16,6,5,7,3,1,4,1,4,2,16,6,8,17,14,19,10,17,22,16,35,52,59,50,36,41,57,60,48,58,51,28,26,43,42,37,26,39,34,19,20,31,21,16,21,56,42,25,31,38,36,35,29,97,272,235,663
glu,0-5,3,1,vacuole,11,1902,479,278,124,18,6,17,21,28,43,59,106,70,23,7,1,8,5,5,6,2,0,1,5,3,0,3,2,1,3,0,1,3,2,5,37,8,10,8,10,13,6,11,5,2,1,1,1,2,0,3,0,1,2,5,4,3,4,8,5,10,1,4,3,8,18,16,14,8,17,25,12,12,8,10,7,9,12,19,14,6,4,14,8,4,9,13,10,7,10,10,7,16,20,10,3,11,17,20,34,223
glu,0-5,3,1,vacuole,12,2853,1000,703,316,52,52,49,41,72,109,154,227,166,66,35,32,25,18,16,15,13,15,14,13,11,8,5,5,7,1,4,5,8,7,8,50,23,25,24,28,28,18,20,6,9,12,9,6,8,5,7,7,4,4,11,2,12,14,11,12,7,10,7,21,26,36,37,37,38,34,28,29,26,29,17,25,20,22,42,31,24,32,26,16,12,14,17,18,23,31,31,27,38,40,17,34,30,90,194,202,407
glu,0-5,3,1,vacuole,13,3776,1232,722,378,65,76,63,45,74,109,135,183,159,52,23,15,12,11,12,10,6,3,5,3,5,2,2,3,3,5,10,7,4,11,8,42,17,23,16,31,32,12,6,5,3,5,3,7,3,1,7,0,2,4,11,4,7,14,21,13,15,19,12,21,35,31,30,32,30,40,46,43,42,53,38,50,32,37,52,45,37,30,25,13,22,22,17,16,10,19,20,20,23,23,13,16,22,28,69,93,713
glu,0-5,3,1,vacuole,14,3516,1309,941,448,109,95,115,118,147,158,194,261,192,78,45,41,21,22,32,23,16,17,14,15,12,12,18,24,23,36,18,17,5,18,15,57,20,24,15,24,36,13,15,10,6,4,4,7,9,8,5,9,4,12,14,9,15,26,21,14,16,15,21,15,45,48,52,47,35,40,40,38,40,48,55,46,48,63,62,46,24,32,31,33,33,24,29,33,20,20,26,33,37,38,51,58,74,98,185,352,691
