experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
rpmc,400,3,1,mitochondria,1,8640,297,60,57,54,78,30,10,3,0,17,73,92,79,25,16,12,8,16,7,15,3,3,6,3,5,6,4,3,1,1,4,1,3,3,13,13,4,5,2,1,5,6,3,8,6,20,18,4,6,6,6,3,7,4,1,2,2,0,3,5,1,7,1,9,13,2,2,0,2,4,6,3,7,11,12,7,6,12,4,10,3,11,4,2,6,6,5,8,2,10,12,1,3,3,3,3,1,0,0,0
rpmc,400,3,1,mitochondria,5,9603,474,176,110,113,208,156,152,93,38,29,111,116,126,44,57,55,40,35,29,34,25,20,21,15,14,15,24,28,32,9,12,14,11,15,19,21,23,10,10,20,14,15,18,11,15,29,28,14,17,12,22,33,16,21,6,7,11,16,19,8,12,18,23,22,27,10,4,4,5,4,7,9,12,16,24,24,17,4,9,9,6,15,16,7,12,19,48,11,11,18,18,13,15,15,23,30,30,48,167,86
rpmc,400,3,1,mitochondria,8,9407,764,297,197,233,403,253,254,176,96,52,126,160,146,86,106,111,83,88,46,61,40,34,48,82,61,82,85,240,73,35,27,31,30,33,46,61,137,45,48,69,42,28,32,28,20,25,23,35,30,39,38,127,39,123,19,11,17,14,16,12,15,35,24,47,27,39,14,18,16,15,18,29,17,24,10,12,25,25,10,27,37,31,15,32,23,43,85,28,40,50,49,27,32,42,28,52,74,109,450,230
rpmc,400,3,1,mitochondria,9,6281,573,240,176,200,385,298,288,122,63,37,65,79,81,61,57,74,47,50,38,58,30,32,24,38,26,50,61,149,67,17,15,24,21,29,23,38,91,24,22,45,25,16,32,14,16,16,21,24,29,21,27,80,21,79,8,8,11,7,8,12,9,11,13,36,17,22,12,8,12,13,7,16,14,14,16,16,13,22,19,24,27,41,35,36,22,32,72,29,34,28,38,37,28,18,20,37,53,69,305,139
rpmc,400,3,1,mitochondria,10,2159,258,78,46,49,106,91,56,65,24,7,38,50,42,20,23,21,32,25,21,32,18,10,9,6,9,9,9,17,13,11,7,7,8,7,9,8,23,11,10,17,8,8,10,5,3,8,7,12,12,9,5,25,11,32,8,1,1,5,8,2,2,1,7,28,10,21,1,2,5,3,2,4,4,2,6,1,5,1,2,10,7,4,1,0,5,4,9,4,3,4,9,7,5,9,2,15,16,14,123,71
rpmc,400,3,1,mitochondria,11,9817,388,149,75,128,263,123,135,86,19,32,95,102,78,36,39,38,34,20,32,35,21,15,11,15,20,41,33,64,19,16,22,16,12,21,20,28,28,15,16,20,16,15,22,15,16,23,19,14,10,9,18,18,13,10,7,5,5,3,5,5,11,10,10,13,9,6,4,6,9,15,7,9,13,19,9,18,7,14,13,13,12,17,27,28,24,25,29,25,31,41,44,29,30,29,29,43,52,51,91,60
rpmc,400,3,1,mitochondria,13,7159,515,199,144,204,337,154,116,32,13,16,74,92,76,36,38,47,50,41,28,28,17,10,16,12,19,5,14,26,13,7,10,6,25,17,19,17,7,17,12,18,8,4,9,7,7,10,18,14,14,17,15,10,13,10,9,8,7,7,7,15,17,14,24,18,17,14,8,8,15,13,5,14,17,23,39,20,15,16,23,42,46,27,43,35,18,20,20,23,19,37,34,13,17,18,9,16,6,14,10,11
rpmc,400,3,1,mitochondria,14,7050,663,292,178,202,423,147,144,55,29,18,69,73,85,48,59,54,40,49,28,42,21,20,15,32,20,40,33,28,12,4,12,9,8,18,12,19,20,11,16,20,10,15,18,12,13,13,17,10,13,18,11,17,16,9,9,7,13,9,5,20,20,14,17,24,14,13,10,13,14,16,23,12,24,28,26,25,23,11,21,37,41,38,36,26,28,28,29,20,26,37,26,20,15,22,17,28,24,31,43,29
rpmc,400,3,1,mitochondria,15,2631,139,35,15,21,14,6,2,3,2,10,47,71,39,10,6,9,10,4,8,8,3,0,1,2,2,1,2,2,2,0,0,0,4,2,10,8,5,1,2,2,1,3,4,4,3,7,9,10,4,8,1,1,2,1,5,1,1,3,1,0,1,0,2,1,4,0,0,0,4,3,0,1,2,9,2,1,0,0,1,1,3,0,1,1,3,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0
rpmc,400,3,1,mitochondria,16,7871,868,315,224,289,637,381,470,202,82,43,109,116,166,86,95,100,84,86,65,84,48,42,39,62,44,63,108,231,103,31,21,40,47,31,40,70,70,47,41,63,44,29,51,42,24,36,29,38,31,36,29,72,27,38,19,23,16,26,22,22,24,28,31,33,34,31,30,13,23,25,18,16,34,51,38,34,36,36,35,59,68,70,81,57,53,48,78,65,75,73,70,50,40,36,42,42,79,93,196,104
