experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
rpmc,200,3,0,ER,7,7250,1043,220,196,155,106,101,121,111,119,135,163,272,268,156,159,147,160,130,118,135,134,129,114,120,102,73,79,73,70,61,55,63,63,50,72,74,58,57,55,55,50,51,45,38,35,41,30,32,30,40,23,32,25,25,32,27,24,20,36,19,25,26,56,24,47,52,42,39,53,51,33,40,40,41,35,36,44,45,43,57,34,51,47,50,51,49,48,56,51,58,57,77,68,82,92,109,107,188,346,390
rpmc,200,3,0,ER,10,4051,854,101,83,81,66,52,75,76,54,61,90,102,120,63,59,81,79,68,71,70,64,58,69,45,55,42,50,33,34,23,36,34,33,40,28,39,33,27,31,25,30,31,19,19,19,10,14,16,13,21,13,13,21,9,19,23,23,17,43,23,23,31,28,23,30,21,27,26,29,19,21,15,21,16,20,22,24,20,21,18,17,15,18,17,23,25,22,18,18,31,22,23,44,74,71,91,23,56,99,92
rpmc,200,3,0,ER,14,4634,967,139,133,88,72,64,61,71,87,98,144,201,223,131,116,108,100,87,92,103,104,92,68,81,56,62,71,57,73,53,45,59,43,45,46,46,58,52,56,35,38,31,33,37,29,30,22,17,16,24,21,25,23,15,15,22,20,26,17,21,27,16,22,35,19,22,26,30,39,30,34,34,53,37,41,51,32,45,26,40,40,29,30,40,47,51,51,45,41,54,46,48,71,92,147,151,103,163,305,335
rpmc,200,3,0,ER,35,3793,457,113,90,77,45,41,44,51,41,41,66,89,90,59,36,48,46,47,35,52,35,42,25,30,28,41,26,29,25,24,20,23,21,37,24,30,27,24,18,23,21,31,19,15,16,14,11,11,13,14,10,9,7,9,4,9,13,5,9,13,8,6,10,9,10,10,10,13,18,21,17,13,23,26,19,18,26,11,9,14,18,19,12,16,15,27,23,25,21,24,13,16,25,43,66,52,62,109,127,82
rpmc,200,3,0,ER,37,1671,439,114,81,79,49,44,51,51,43,61,92,129,116,94,78,79,81,78,85,67,91,79,66,61,58,57,46,50,37,33,45,35,30,31,39,31,35,37,31,38,32,38,36,29,25,21,24,24,25,19,21,16,17,15,33,51,31,29,67,33,38,72,50,48,46,44,46,35,43,39,47,29,31,30,30,40,29,28,26,21,32,25,33,39,40,44,44,37,32,43,40,42,50,55,62,66,54,103,169,224
rpmc,200,3,0,ER,38,2935,810,123,117,86,81,59,78,95,77,93,130,201,226,133,116,144,122,130,133,141,124,108,104,107,97,98,85,96,84,89,77,71,97,82,80,84,79,76,70,57,60,63,48,47,36,40,31,23,29,25,28,30,16,21,28,36,32,27,75,40,34,65,47,30,44,47,50,51,50,61,49,54,57,89,76,56,33,50,35,32,29,40,33,34,35,47,54,47,42,43,38,58,63,75,86,93,86,151,257,397
rpmc,200,3,0,ER,43,2620,455,61,69,39,56,30,39,34,37,49,70,85,82,45,50,47,63,44,42,36,28,36,22,36,34,32,29,32,27,25,37,32,26,23,29,23,23,28,21,22,17,19,9,10,16,14,10,8,6,8,10,6,7,7,8,11,5,10,9,6,11,10,4,10,6,11,10,16,11,10,15,17,18,14,9,11,9,14,12,11,12,19,10,12,8,10,16,20,23,19,18,18,24,22,36,68,48,69,110,167
rpmc,200,3,0,ER,47,1351,167,82,76,56,52,49,65,50,51,71,72,111,131,90,76,90,77,80,76,78,72,80,58,66,66,67,67,73,60,51,57,49,57,51,51,52,45,51,35,43,34,44,39,39,32,29,22,14,20,22,23,21,15,13,22,23,22,18,27,23,24,56,29,31,34,27,37,28,25,34,29,36,46,37,32,40,30,37,27,26,46,44,42,39,30,51,37,43,43,55,66,69,57,70,118,124,135,230,293,391
rpmc,200,3,0,ER,51,1083,213,112,92,97,68,41,65,62,70,58,76,109,129,119,89,94,75,72,82,73,73,73,63,59,48,44,54,52,54,57,46,48,53,39,57,47,47,38,31,29,25,32,31,29,27,22,18,20,17,23,15,13,7,11,17,12,15,14,20,19,13,28,25,23,36,35,37,22,31,35,21,26,24,34,24,29,42,24,33,35,34,29,24,25,27,42,26,37,28,39,40,38,51,69,83,106,109,151,198,242
rpmc,200,3,0,ER,53,2957,802,135,158,89,66,59,81,87,80,92,124,261,302,147,121,115,105,105,111,84,102,87,84,72,80,72,51,72,66,73,63,54,62,61,59,67,51,57,43,53,53,50,35,25,35,30,29,32,19,35,27,20,24,18,18,23,18,18,20,18,14,18,20,17,17,27,29,35,40,41,36,39,32,35,39,31,43,52,39,46,52,47,41,30,38,50,46,47,61,50,49,54,38,53,71,106,131,213,342,530
