experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
glu,0-5,3,0,ER,1,5944,75,61,274,25,64,60,36,130,150,93,291,109,94,141,98,102,86,94,84,124,114,115,131,102,95,76,64,49,54,28,22,25,16,15,20,11,12,11,24,11,11,9,9,8,9,12,8,3,8,5,8,13,3,11,11,10,8,8,11,13,8,14,18,14,9,12,16,13,13,18,18,23,22,13,21,26,31,22,34,21,20,23,21,18,33,19,25,28,19,21,23,40,36,44,33,53,43,72,116,295
glu,0-5,3,0,ER,2,5652,69,31,234,15,46,54,22,97,122,63,213,112,74,119,100,90,77,71,65,146,89,75,97,84,82,74,44,47,33,20,21,17,14,14,6,5,12,7,13,13,13,9,3,8,8,8,8,4,9,5,8,7,8,7,6,6,5,7,5,4,8,7,11,9,8,18,16,10,18,17,14,15,9,10,13,28,19,21,21,13,17,25,23,16,28,19,15,20,21,36,31,31,48,33,40,42,46,54,88,177
glu,0-5,3,0,ER,7,3931,32,23,147,5,24,33,14,79,76,48,150,76,65,83,62,65,59,66,55,103,96,85,137,100,76,90,68,66,40,34,25,27,19,18,19,12,14,18,18,9,12,12,8,9,3,4,8,5,5,6,7,5,4,0,5,5,5,9,2,10,13,14,10,10,4,8,11,9,5,14,7,19,17,12,21,23,24,27,32,22,27,29,16,28,28,21,20,11,10,15,19,17,26,36,34,45,48,59,147,541
glu,0-5,3,0,ER,8,3018,22,3,117,4,13,16,7,56,67,44,162,50,36,63,46,55,40,43,39,62,66,45,63,49,48,52,41,39,23,19,9,5,9,8,10,6,9,8,6,6,5,5,7,2,2,3,5,2,3,4,2,3,8,1,5,9,5,8,3,4,5,8,8,9,3,9,3,2,8,8,10,14,7,9,17,14,7,12,8,11,21,15,13,16,7,17,14,14,17,22,14,13,31,39,33,39,21,39,70,131
glu,0-5,3,0,ER,9,2792,36,7,119,8,6,21,8,71,39,30,257,34,34,69,23,49,21,24,22,38,47,25,48,35,40,56,34,30,32,12,14,13,8,7,9,4,4,6,9,9,8,8,8,7,4,11,4,4,3,5,2,2,3,10,3,4,5,0,6,3,9,4,6,9,4,5,6,8,3,5,2,12,2,6,9,12,11,7,9,18,10,12,14,6,10,8,8,5,6,17,18,24,23,20,34,25,19,37,63,128
glu,0-5,3,0,ER,11,3126,41,13,309,13,7,21,8,61,63,93,154,24,32,45,33,31,12,27,25,41,33,26,36,29,28,33,16,11,21,8,3,11,7,7,7,6,4,7,9,5,10,7,1,6,2,2,3,0,2,1,2,4,3,4,1,1,4,5,2,3,6,2,6,4,2,2,5,3,7,6,5,4,1,5,7,7,5,6,7,9,2,2,2,6,5,0,4,7,9,11,6,7,13,10,13,22,9,25,34,49
glu,0-5,3,0,ER,12,5226,53,21,249,13,22,42,17,95,126,87,240,76,60,95,75,68,48,67,48,82,85,57,103,86,58,88,59,31,43,21,18,16,16,19,11,17,13,15,18,12,12,9,12,5,8,7,7,3,5,12,7,7,7,8,3,3,5,3,7,10,11,8,14,13,10,7,8,9,13,8,11,13,18,8,21,13,15,12,20,31,25,20,17,24,21,16,16,11,15,18,15,29,24,22,40,49,45,35,122,317
glu,0-5,3,0,ER,13,1862,30,2,63,1,11,18,13,45,24,24,82,17,23,43,33,25,29,45,29,60,50,62,80,71,64,66,70,30,24,26,16,28,16,10,11,7,15,9,12,9,8,2,11,6,5,5,4,1,3,3,2,1,4,6,2,7,4,3,1,6,5,2,5,5,4,2,7,4,7,5,3,7,10,8,6,14,21,18,14,13,9,15,13,15,11,12,8,7,5,10,17,9,20,23,22,24,25,28,84,240
glu,0-5,3,0,ER,14,4697,51,29,255,12,31,38,16,116,119,102,259,114,106,110,83,77,64,58,51,102,76,65,90,82,57,47,35,30,32,16,26,16,10,9,7,16,9,9,12,10,2,15,7,6,9,6,6,1,6,4,1,7,2,5,12,4,9,13,6,12,8,9,11,12,8,11,13,11,6,7,10,13,12,17,12,20,31,26,24,23,28,17,23,18,14,15,19,16,24,32,26,23,30,36,43,35,38,29,87,174
glu,0-5,3,0,ER,15,6490,66,57,262,29,83,51,30,123,142,112,308,126,94,153,128,126,78,93,96,107,78,85,117,111,68,67,59,38,40,24,21,11,13,22,18,16,24,12,15,12,10,10,13,10,8,9,6,5,9,9,11,10,9,9,7,3,5,10,8,13,17,12,10,11,10,14,11,14,14,12,22,16,20,18,22,30,20,27,28,20,34,21,19,23,25,28,27,24,24,28,31,32,34,31,60,64,35,56,116,261
glu,0-5,3,0,ER,17,4950,71,22,237,9,25,40,12,89,94,88,294,107,87,130,93,118,71,82,81,91,92,87,88,67,73,66,47,41,30,29,17,8,15,14,20,8,16,17,14,7,10,15,12,12,9,5,9,9,9,7,10,9,5,5,3,10,6,7,9,8,9,10,11,9,10,10,16,10,6,9,8,20,21,15,16,24,19,30,27,19,20,13,19,15,22,15,19,25,31,29,46,24,50,36,33,58,29,49,69,189
glu,0-5,3,0,ER,20,5577,74,34,268,13,43,46,35,113,161,110,246,142,100,125,129,102,82,76,66,144,106,94,128,112,70,58,48,41,29,30,20,10,14,5,10,15,22,20,12,14,12,9,8,10,9,6,6,4,9,10,4,4,5,6,4,1,9,11,7,5,11,13,5,22,11,5,9,15,15,17,11,21,23,29,22,21,29,35,36,27,25,19,38,24,25,30,31,35,25,30,32,29,29,49,69,60,38,59,98,259
glu,0-5,3,0,ER,22,6115,88,42,294,26,67,71,22,116,135,104,219,152,100,124,119,97,84,80,97,130,85,96,133,80,73,64,55,29,26,27,19,14,13,13,9,9,18,14,8,13,4,9,8,6,9,6,5,8,6,10,6,10,6,7,7,7,2,8,6,11,13,10,14,14,12,15,15,12,20,14,15,23,13,22,15,26,31,27,31,33,26,30,33,21,21,33,34,25,20,26,31,23,33,42,39,59,36,55,106,256
glu,0-5,3,0,ER,25,3500,46,14,109,6,17,24,13,77,68,59,190,81,68,80,71,65,40,41,50,85,65,60,72,76,55,40,33,28,19,21,16,15,13,10,13,16,15,11,9,20,7,7,10,7,7,3,2,8,5,5,2,5,3,8,8,6,2,6,7,10,11,12,12,6,4,7,8,3,16,8,11,10,10,7,19,13,15,19,17,9,10,13,19,13,14,10,5,13,24,12,27,14,15,30,32,35,18,35,65,166
