experiment,condition,hour,field,organelle,cell_idx,scanned-0,scanned-1,scanned-2,scanned-3,scanned-4,scanned-5,scanned-6,scanned-7,scanned-8,scanned-9,scanned-10,scanned-11,scanned-12,scanned-13,scanned-14,scanned-15,scanned-16,scanned-17,scanned-18,scanned-19,scanned-20,scanned-21,scanned-22,scanned-23,scanned-24,scanned-25,scanned-26,scanned-27,scanned-28,scanned-29,scanned-30,scanned-31,scanned-32,scanned-33,scanned-34,scanned-35,scanned-36,scanned-37,scanned-38,scanned-39,scanned-40,scanned-41,scanned-42,scanned-43,scanned-44,scanned-45,scanned-46,scanned-47,scanned-48,scanned-49,scanned-50,scanned-51,scanned-52,scanned-53,scanned-54,scanned-55,scanned-56,scanned-57,scanned-58,scanned-59,scanned-60,scanned-61,scanned-62,scanned-63,scanned-64,scanned-65,scanned-66,scanned-67,scanned-68,scanned-69,scanned-70,scanned-71,scanned-72,scanned-73,scanned-74,scanned-75,scanned-76,scanned-77,scanned-78,scanned-79,scanned-80,scanned-81,scanned-82,scanned-83,scanned-84,scanned-85,scanned-86,scanned-87,scanned-88,scanned-89,scanned-90,scanned-91,scanned-92,scanned-93,scanned-94,scanned-95,scanned-96,scanned-97,scanned-98,scanned-99,scanned-100
rpmc,100,3,0,vacuole,2,3049,371,1893,259,161,124,188,208,158,138,118,96,120,116,85,72,42,29,15,16,12,10,15,10,7,9,6,3,2,6,3,4,4,2,4,8,4,14,15,16,10,15,7,40,20,17,11,17,25,25,31,30,36,27,25,20,19,14,13,8,10,10,15,14,10,12,7,7,3,4,3,3,2,7,9,3,2,4,7,10,14,11,14,10,14,8,6,5,3,5,14,4,2,12,6,4,17,23,37,17,98
rpmc,100,3,0,vacuole,3,4251,480,2483,424,312,233,238,338,312,264,279,257,244,217,201,131,109,62,58,32,37,38,31,37,46,34,44,43,38,41,22,27,27,18,14,8,12,16,19,10,15,18,16,23,20,20,13,16,25,32,58,51,54,59,50,75,40,48,33,31,30,23,20,26,22,25,17,9,12,13,5,4,8,6,7,5,8,9,13,24,36,33,31,25,34,24,28,32,41,27,40,26,11,21,27,29,42,51,146,243,199
rpmc,100,3,0,vacuole,5,4062,103,1397,90,65,37,93,81,54,45,41,30,37,24,38,24,22,18,8,2,5,2,7,5,3,5,1,0,0,0,1,0,2,3,3,3,5,6,7,8,8,15,11,15,9,6,6,4,6,9,11,10,8,14,12,9,14,8,7,3,4,3,7,4,6,4,1,4,1,2,1,1,0,2,6,3,4,3,1,2,5,3,3,4,2,2,4,1,3,3,1,2,4,5,4,3,9,12,16,8,59
rpmc,100,3,0,vacuole,6,1696,315,928,146,103,58,94,117,95,66,78,81,97,71,83,63,38,34,33,25,20,13,25,28,22,24,11,18,14,13,4,6,9,6,5,5,1,4,3,4,4,7,7,9,6,3,3,7,8,14,13,20,22,21,13,17,9,21,10,15,11,20,13,11,14,12,4,4,4,5,2,2,5,2,3,3,3,4,5,15,13,13,18,18,18,18,14,23,37,28,22,14,10,7,12,9,25,33,45,71,53
rpmc,100,3,0,vacuole,7,2187,301,1158,259,145,57,146,223,159,121,174,136,153,104,126,82,57,38,35,21,21,26,16,17,21,35,39,35,22,21,20,19,17,4,3,1,5,7,7,10,9,9,5,12,10,10,4,11,16,19,17,21,25,36,21,17,12,20,24,18,14,18,14,7,14,10,6,7,10,5,2,5,6,10,4,3,8,10,17,24,18,22,31,24,24,24,21,22,30,34,25,14,11,19,16,19,26,37,56,114,90
rpmc,100,3,0,vacuole,8,2716,443,1680,300,189,93,166,235,238,153,167,143,173,124,108,111,93,60,56,39,38,32,29,28,42,32,37,44,42,29,22,26,19,7,9,5,9,2,9,12,10,13,17,17,4,20,7,7,5,16,23,17,26,25,36,25,27,33,23,17,18,21,10,14,15,18,9,11,8,7,4,9,8,6,4,3,4,7,13,18,21,27,31,24,27,28,12,26,36,32,23,18,15,24,23,29,46,54,128,124,352
rpmc,100,3,0,vacuole,9,1817,244,1310,248,136,167,85,107,102,82,83,94,100,109,104,87,82,53,53,30,28,21,14,21,19,25,14,21,18,31,20,12,7,6,8,4,9,8,10,10,8,16,18,16,13,6,12,14,21,10,27,32,39,27,41,15,20,22,20,13,14,15,11,12,19,20,11,11,2,3,2,1,2,2,2,2,0,1,6,11,5,11,13,10,18,12,12,13,18,11,17,19,3,9,14,20,26,23,40,75,429
rpmc,100,3,0,vacuole,10,3862,571,2355,605,282,143,286,336,282,246,214,206,229,182,148,124,104,61,47,36,39,29,23,21,29,30,19,26,17,14,22,13,9,6,8,9,9,18,25,29,22,39,17,31,22,19,31,18,20,19,27,40,49,31,35,35,30,27,30,25,16,24,17,20,33,20,9,16,13,11,10,10,25,14,20,19,6,16,26,41,34,37,24,35,35,49,33,26,26,11,21,24,17,34,24,28,47,38,61,70,259
rpmc,100,3,0,vacuole,11,3870,516,2199,429,224,151,259,303,187,185,136,137,161,135,119,80,58,31,23,15,25,13,14,14,7,6,8,7,5,8,6,4,3,8,3,6,7,14,18,19,21,14,24,23,15,24,12,22,34,23,33,43,35,25,31,23,25,26,26,22,15,13,24,8,18,9,3,7,7,8,6,17,20,22,26,11,5,18,26,30,27,21,20,24,27,25,8,14,10,7,10,13,19,21,18,12,21,33,24,24,71
rpmc,100,3,0,vacuole,12,4328,551,3026,610,278,206,315,347,241,145,136,177,191,132,98,82,57,40,30,32,18,15,16,15,12,24,10,10,17,16,12,8,7,5,13,11,9,16,21,33,16,17,22,35,23,19,28,20,29,30,28,39,24,31,37,24,23,23,20,13,18,12,14,19,26,13,16,14,10,7,8,11,16,26,19,13,18,15,26,29,30,28,25,24,42,35,18,13,9,18,12,13,10,19,11,7,33,27,61,19,59
rpmc,100,3,0,vacuole,13,3185,268,1513,212,114,77,130,118,137,115,157,135,153,142,129,91,73,35,35,24,25,15,18,27,17,15,20,15,15,19,21,14,8,7,9,7,4,7,17,17,19,13,16,21,13,14,11,16,14,18,23,30,28,25,31,21,30,22,20,19,11,10,10,18,19,17,7,7,4,4,10,5,5,12,4,4,3,9,10,20,29,13,16,13,21,25,14,23,20,16,20,8,8,14,10,17,30,31,62,71,131
rpmc,100,3,0,vacuole,14,3623,421,2017,328,209,203,256,276,221,194,157,154,191,153,146,126,87,55,48,33,36,20,23,16,26,19,19,10,16,13,5,11,9,12,13,10,3,14,24,22,27,27,27,25,12,14,23,12,34,20,28,27,31,31,25,17,20,17,21,19,17,12,13,15,20,13,12,4,11,10,9,9,18,11,10,11,11,9,13,22,24,34,35,23,25,28,28,15,18,18,19,22,21,19,14,26,36,32,63,68,162
rpmc,100,3,0,vacuole,15,4389,241,2139,172,106,77,119,140,100,79,80,84,102,84,64,53,30,13,9,11,12,6,8,16,10,12,7,6,8,4,2,8,2,4,4,3,6,6,10,4,13,25,10,27,12,7,6,9,8,13,24,21,11,16,12,8,13,10,11,6,7,7,11,9,6,10,6,2,3,7,3,7,7,5,4,6,4,3,3,7,10,11,12,7,11,10,6,8,4,5,6,5,10,12,2,10,11,27,28,18,58
rpmc,100,3,0,vacuole,16,2340,218,710,139,128,83,67,104,82,89,78,86,71,74,73,79,66,38,34,26,16,17,19,18,4,18,11,6,12,11,7,8,7,7,5,5,9,9,11,8,13,13,6,17,7,18,15,14,22,16,14,19,24,21,22,19,25,18,17,5,8,7,13,11,7,9,14,6,3,0,0,2,0,2,0,2,1,6,3,7,6,12,9,15,7,5,6,6,16,13,13,5,5,8,8,10,19,13,25,44,308
rpmc,100,3,0,vacuole,17,3127,270,1979,242,192,103,144,146,117,111,93,61,77,85,61,68,49,48,36,25,27,20,22,18,27,25,13,18,13,18,8,18,13,6,8,5,7,4,4,0,3,13,18,32,12,6,3,9,26,13,21,11,14,19,19,8,16,12,14,9,9,11,8,11,9,8,8,1,2,3,5,4,4,0,0,2,1,1,2,7,7,10,20,12,11,9,11,13,20,17,14,12,2,6,7,8,9,12,18,32,245
rpmc,100,3,0,vacuole,18,5334,406,2876,252,145,84,195,180,130,126,98,85,77,63,45,45,29,18,16,20,6,8,9,6,10,6,1,0,2,0,3,2,1,4,8,13,19,15,17,18,27,46,23,45,20,19,23,13,29,23,37,24,8,9,12,7,16,11,4,5,1,6,5,5,5,3,0,3,1,1,3,6,13,8,10,6,7,4,4,6,8,11,16,10,5,5,1,5,6,5,12,10,28,19,10,13,36,50,109,9,10
rpmc,100,3,0,vacuole,19,6127,286,3399,253,159,66,169,177,87,75,68,58,67,43,30,27,23,19,15,11,6,1,6,9,8,9,5,2,1,5,6,4,0,0,3,0,10,8,14,10,19,47,23,52,31,18,16,18,44,27,19,19,25,18,11,7,13,9,4,2,4,10,3,9,5,6,4,7,4,3,7,1,1,4,11,4,4,3,3,6,10,3,2,5,0,2,2,1,1,4,2,0,2,7,3,2,13,16,23,15,51
rpmc,100,3,0,vacuole,20,2967,518,1865,467,172,130,299,329,249,195,182,142,166,141,104,79,73,43,28,22,17,9,13,16,16,14,15,14,11,17,6,5,9,4,15,10,18,22,27,22,23,27,22,20,19,19,26,22,20,37,37,46,48,37,30,26,27,26,22,10,17,16,27,16,12,22,20,15,9,11,17,20,15,21,22,18,5,10,20,23,24,33,43,24,26,28,13,20,31,22,19,11,19,23,43,20,44,60,82,32,116
rpmc,100,3,0,vacuole,21,1990,185,1057,79,138,42,82,117,75,51,56,54,50,40,55,59,37,27,22,15,13,15,8,10,5,10,3,5,6,3,3,5,5,2,1,5,7,8,16,8,5,5,9,10,6,10,4,6,3,15,15,8,14,14,8,5,12,6,8,9,5,1,6,4,3,1,4,1,1,1,0,2,2,1,2,0,0,2,5,1,7,7,5,3,7,7,3,2,12,6,6,4,4,2,10,3,16,8,27,9,153
rpmc,100,3,0,vacuole,23,2884,236,1728,113,84,36,81,69,46,45,46,37,53,33,38,47,32,30,13,12,14,5,9,8,8,12,7,3,2,3,4,4,2,2,2,2,5,3,5,3,10,19,7,35,7,9,8,3,10,10,10,6,15,6,11,6,7,6,6,1,1,2,4,5,7,4,6,2,0,2,0,1,1,0,2,1,1,3,1,5,3,5,2,7,5,4,3,3,2,2,3,4,2,1,5,3,5,10,16,15,110
