vacuole vol frac no condensate,vacuole vol frac no condensate,vacuole vol frac no condensate,vacuole vol frac with condensate,vacuole vol frac with condensate,vacuole vol frac with condensate,condensate vol frac,condensate vol frac,condensate vol frac,prediction,prediction
cell size,phi_vac - phi_vac_0,s.e.m.,cell size,phi_vac - phi_vac_0,s.e.m.,cell size,phi_condensate,s.e.m.,cell size,phi_vac - phi_vac_0
37.507,0.0261,0.0045,41.7186,0.0081,0.0151,41.7186,0.0379,0.0103,41.7186,0.0083
52.4512,0.0305,0.0039,55.9272,0.0041,0.0074,55.9272,0.0282,0.0028,55.9272,0.0112
67.3954,0.0467,0.0052,70.1359,0.0109,0.0075,70.1359,0.041,0.0032,70.1359,0.014
82.3396,0.0575,0.0081,84.3445,0.0189,0.0061,84.3445,0.0499,0.0043,84.3445,0.0169
97.2838,0.0713,0.0122,98.5532,0.0173,0.0075,98.5532,0.06,0.0072,98.5532,0.0197
112.2281,0.0664,0.019,112.7619,0.0194,0.0094,112.7619,0.0622,0.0073,112.7619,0.0226
