fov,cell_idx,organelle_name,organelle_idx,organelle_vol
0,100,vacuole,0.0,0.178979741341138
0,101,vacuole,0.0,0.474143453472753
0,102,vacuole,0.0,2.02805134352213
0,102,vacuole,1.0,3.14082078887262
0,103,vacuole,0.0,1.06625596824259
0,104,vacuole,0.0,1.9553174202699
0,104,vacuole,1.0,1.93415323082898
0,105,vacuole,0.0,2.02856861180898
0,106,vacuole,0.0,2.05969119104055
0,107,vacuole,0.0,1.30865504562395
0,108,vacuole,0.0,2.52613432307777
0,108,vacuole,1.0,0.856114673977192
0,109,vacuole,0.0,4.43110208754269
0,110,vacuole,0.0,3.97039874228776
0,111,vacuole,0.0,1.34542074483989
0,112,vacuole,0.0,0.594411450345656
0,114,vacuole,0.0,3.22039501759117
0,115,vacuole,0.0,3.69424240932919
0,116,vacuole,0.0,1.74955810301751
0,117,vacuole,0.0,0.0718670734597016
0,118,vacuole,0.0,3.40242279483214
0,120,vacuole,0.0,1.04181113984653
0,121,vacuole,0.0,2.70749303853104
0,121,vacuole,1.0,0.120620054665074
0,122,vacuole,0.0,0.209342879960162
0,123,vacuole,0.0,0.524150869648296
0,124,vacuole,0.0,5.60004523870704
0,125,vacuole,0.0,0.0520988409461863
0,126,vacuole,0.0,4.35982451690479
0,127,vacuole,0.0,4.93102197074654
0,130,vacuole,0.0,0.734414317286726
0,131,vacuole,0.0,2.08733425702185
0,132,vacuole,0.0,2.36521364584888
0,132,vacuole,1.0,2.81598466690931
0,133,vacuole,0.0,1.05526018443885
0,135,vacuole,0.0,0.224481913160526
0,135,vacuole,1.0,4.35627778864566
0,135,vacuole,2.0,3.60966635749712
0,136,vacuole,0.0,3.78911623446073
0,137,vacuole,0.0,0.0792844588169601
0,138,vacuole,0.0,4.09379271715425
0,139,vacuole,0.0,0.00452490606397323
0,139,vacuole,1.0,3.68007068204567
0,140,vacuole,0.0,3.08712046071648
0,141,vacuole,0.0,1.54636338883032
0,142,vacuole,0.0,0.306613103911747
0,142,vacuole,1.0,2.2552080493404
0,142,vacuole,2.0,1.86955906129877
0,142,vacuole,3.0,0.389195958465242
0,144,vacuole,0.0,0.0951636238262266
0,145,vacuole,0.0,0.743972791758461
0,146,vacuole,0.0,1.80054315708803
0,147,vacuole,0.0,5.04671086691446
0,147,vacuole,1.0,0.739512578903643
0,148,vacuole,0.0,1.52610349686062
0,149,vacuole,0.0,0.376743785408885
0,149,vacuole,1.0,0.967539761517276
0,150,vacuole,0.0,2.21033667933055
0,151,vacuole,0.0,3.76834439827789
0,152,vacuole,0.0,0.141106644074343
0,153,vacuole,0.0,3.39465088302106
0,154,vacuole,0.0,1.63298478649874
0,155,vacuole,0.0,1.39958332292658
0,155,vacuole,1.0,0.0647232614336278
0,157,vacuole,0.0,1.692243045782
0,157,vacuole,1.0,2.14417263717483
0,158,vacuole,0.0,1.34164235216321
0,159,vacuole,0.0,2.19047036617839
0,160,vacuole,0.0,1.68625557761729
0,161,vacuole,0.0,0.0710096526168288
0,162,vacuole,0.0,3.38023190704422
0,162,vacuole,1.0,0.0171217540884315
0,163,vacuole,0.0,0.163396070292421
0,163,vacuole,1.0,0.0246363000336324
0,164,vacuole,0.0,4.3188988666606
0,164,vacuole,1.0,4.3000581271812
0,165,vacuole,0.0,1.81559107831505
0,166,vacuole,0.0,0.47983729305197
0,167,vacuole,0.0,1.77448082695965
0,167,vacuole,1.0,0.275054631364289
0,169,vacuole,0.0,4.04146088733471
0,170,vacuole,0.0,1.3924306385663
0,170,vacuole,1.0,3.77872662826982
0,170,vacuole,2.0,4.3809471062767
0,171,vacuole,0.0,0.0102374745634485
0,172,vacuole,0.0,1.26032779884138
0,173,vacuole,0.0,2.25757897082532
0,173,vacuole,1.0,2.2936335130103
0,174,vacuole,0.0,4.58892285943517
0,175,vacuole,0.0,1.37448879920637
0,176,vacuole,0.0,0.707660999918673
0,177,vacuole,0.0,4.5944467081427
0,178,vacuole,0.0,0.0850005192235335
0,178,vacuole,1.0,1.08519343570491
0,179,vacuole,0.0,0.816916382809983
0,179,vacuole,1.0,5.71335832020779
0,180,vacuole,0.0,0.235624287486073
0,180,vacuole,1.0,0.232676493290539
0,181,vacuole,0.0,0.822474992714693
0,182,vacuole,0.0,5.77131260735157
0,183,vacuole,0.0,2.4762146111198
0,184,vacuole,0.0,0.11308760735708
0,185,vacuole,0.0,1.28297616816033
0,186,vacuole,0.0,2.16756837476929
0,187,vacuole,0.0,1.75838140974256
0,187,vacuole,1.0,1.22458385988368
0,188,vacuole,0.0,3.30054841499492
0,188,vacuole,1.0,0.284078241289966
0,189,vacuole,0.0,1.91167338645837
0,191,vacuole,0.0,1.3369023110757
0,192,vacuole,0.0,1.15812228477534
0,193,vacuole,0.0,2.82643074222782
0,194,vacuole,0.0,1.32855931160286
0,195,vacuole,0.0,0.0943556139258515
0,196,vacuole,0.0,2.20993884152545
0,197,vacuole,0.0,0.603071028251774
0,198,vacuole,0.0,2.10435707630499
0,198,vacuole,1.0,0.0732725851504428
0,199,vacuole,0.0,0.0949173248520133
0,199,vacuole,1.0,0.0584719914561682
0,200,vacuole,0.0,2.74108767617982
0,200,vacuole,1.0,3.74903663707778
0,201,vacuole,0.0,1.39256834933147
0,202,vacuole,0.0,2.91960807653467
0,203,vacuole,0.0,1.84227015006272
0,204,vacuole,0.0,2.22449451908942
0,204,vacuole,1.0,0.625706616829934
0,206,vacuole,0.0,2.49622959598285
0,206,vacuole,1.0,1.21246574927531
0,206,vacuole,2.0,1.06180817634406
0,208,vacuole,0.0,1.55522209823818
0,209,vacuole,0.0,0.0587726838530328
0,209,vacuole,1.0,0.0733595513086328
0,209,vacuole,2.0,0.0179244604119162
0,210,vacuole,0.0,2.56372093840424
0,211,vacuole,0.0,0.709332756944617
0,0,condensate,0.0,1671.0
0,0,condensate,1.0,16.0
0,1,condensate,0.0,792.0
0,1,condensate,1.0,117.0
0,2,condensate,0.0,85.0
0,2,condensate,1.0,685.0
0,3,condensate,0.0,33.0
0,4,condensate,0.0,750.0
0,5,condensate,0.0,358.0
0,5,condensate,1.0,4053.0
0,5,condensate,2.0,19.0
0,5,condensate,3.0,291.0
0,6,condensate,0.0,164.0
0,10,condensate,0.0,1036.0
0,12,condensate,0.0,562.0
0,13,condensate,0.0,2892.0
0,14,condensate,0.0,4216.0
0,14,condensate,1.0,26.0
0,14,condensate,2.0,11.0
0,17,condensate,0.0,614.0
0,19,condensate,0.0,655.0
0,22,condensate,0.0,2057.0
0,22,condensate,1.0,116.0
0,24,condensate,0.0,693.0
0,24,condensate,1.0,36.0
0,25,condensate,0.0,540.0
0,27,condensate,0.0,15.0
0,29,condensate,0.0,3365.0
0,31,condensate,0.0,347.0
0,31,condensate,1.0,5569.0
0,32,condensate,0.0,262.0
0,33,condensate,0.0,4257.0
0,33,condensate,1.0,45.0
0,33,condensate,2.0,488.0
0,34,condensate,0.0,29.0
0,34,condensate,1.0,1447.0
0,38,condensate,0.0,75.0
0,38,condensate,1.0,1345.0
0,38,condensate,2.0,16.0
0,40,condensate,0.0,100.0
0,40,condensate,1.0,1255.0
0,40,condensate,2.0,30.0
0,43,condensate,0.0,1528.0
0,43,condensate,1.0,14.0
0,45,condensate,0.0,24.0
0,45,condensate,1.0,1228.0
0,46,condensate,0.0,6596.0
0,46,condensate,1.0,16.0
0,46,condensate,2.0,124.0
0,47,condensate,0.0,210.0
0,47,condensate,1.0,62.0
0,47,condensate,2.0,5231.0
0,47,condensate,3.0,47.0
0,48,condensate,0.0,305.0
0,50,condensate,0.0,44.0
0,51,condensate,0.0,58.0
0,56,condensate,0.0,903.0
0,57,condensate,0.0,69.0
0,58,condensate,0.0,12.0
0,58,condensate,1.0,1589.0
0,59,condensate,0.0,1295.0
0,63,condensate,0.0,1444.0
0,63,condensate,1.0,32.0
0,66,condensate,0.0,936.0
0,69,condensate,0.0,12855.0
0,70,condensate,0.0,44.0
0,74,condensate,0.0,1481.0
0,74,condensate,1.0,349.0
0,74,condensate,2.0,192.0
0,75,condensate,0.0,39.0
0,75,condensate,1.0,580.0
0,76,condensate,0.0,1318.0
0,77,condensate,0.0,41.0
0,79,condensate,0.0,6952.0
0,79,condensate,1.0,12.0
0,80,condensate,0.0,4822.0
0,81,condensate,0.0,1807.0
0,82,condensate,0.0,1076.0
0,82,condensate,1.0,22.0
0,83,condensate,0.0,123.0
0,85,condensate,0.0,181.0
0,85,condensate,1.0,428.0
0,85,condensate,2.0,62.0
0,87,condensate,0.0,16.0
0,87,condensate,1.0,1299.0
0,87,condensate,2.0,23.0
0,91,condensate,0.0,1143.0
0,92,condensate,0.0,17166.0
0,92,condensate,1.0,95.0
0,92,condensate,2.0,314.0
0,92,condensate,3.0,136.0
0,93,condensate,0.0,425.0
0,94,condensate,0.0,1243.0
0,95,condensate,0.0,27343.0
0,97,condensate,0.0,18.0
0,97,condensate,1.0,68.0
0,97,condensate,2.0,223.0
0,97,condensate,3.0,960.0
0,97,condensate,4.0,14.0
0,97,condensate,5.0,172.0
0,97,condensate,6.0,310.0
0,98,condensate,0.0,30.0
0,99,condensate,0.0,146.0
0,99,condensate,1.0,239.0
0,100,condensate,0.0,153.0
0,103,condensate,0.0,47.0
0,105,condensate,0.0,286.0
0,109,condensate,0.0,1692.0
0,110,condensate,0.0,1444.0
0,115,condensate,0.0,644.0
0,118,condensate,0.0,213.0
0,121,condensate,0.0,26.0
0,127,condensate,0.0,22.0
0,127,condensate,1.0,283.0
0,127,condensate,2.0,492.0
0,127,condensate,3.0,65.0
0,128,condensate,0.0,12681.0
0,128,condensate,1.0,38.0
0,132,condensate,0.0,215.0
0,135,condensate,0.0,12402.0
0,136,condensate,0.0,1120.0
0,138,condensate,0.0,350.0
0,138,condensate,1.0,781.0
0,139,condensate,0.0,1718.0
0,140,condensate,0.0,482.0
0,141,condensate,0.0,524.0
0,146,condensate,0.0,321.0
0,148,condensate,0.0,59.0
0,149,condensate,0.0,1366.0
0,151,condensate,0.0,1481.0
0,151,condensate,1.0,817.0
0,153,condensate,0.0,334.0
0,154,condensate,0.0,285.0
0,154,condensate,1.0,334.0
0,157,condensate,0.0,1183.0
0,160,condensate,0.0,74.0
0,161,condensate,0.0,211.0
0,162,condensate,0.0,48.0
0,163,condensate,0.0,1958.0
0,165,condensate,0.0,139.0
0,166,condensate,0.0,538.0
0,167,condensate,0.0,258.0
0,169,condensate,0.0,3391.0
0,169,condensate,1.0,88.0
0,170,condensate,0.0,1520.0
0,172,condensate,0.0,527.0
0,173,condensate,0.0,1085.0
0,174,condensate,0.0,420.0
0,177,condensate,0.0,1978.0
0,177,condensate,1.0,17.0
0,178,condensate,0.0,132.0
0,178,condensate,1.0,144.0
0,179,condensate,0.0,564.0
0,179,condensate,1.0,19.0
0,182,condensate,0.0,1914.0
0,185,condensate,0.0,44.0
0,187,condensate,0.0,511.0
0,189,condensate,0.0,747.0
0,196,condensate,0.0,691.0
0,198,condensate,0.0,87.0
0,198,condensate,1.0,22.0
0,198,condensate,2.0,10324.0
0,199,condensate,0.0,661.0
0,200,condensate,0.0,2516.0
0,200,condensate,1.0,534.0
0,202,condensate,0.0,1943.0
0,206,condensate,0.0,1313.0
0,206,condensate,1.0,672.0
0,206,condensate,2.0,79.0
0,206,condensate,3.0,19.0
0,206,condensate,4.0,11.0
0,208,condensate,0.0,174.0
0,209,condensate,0.0,998.0
0,211,condensate,0.0,371.0
0,211,condensate,1.0,195.0
1,0,vacuole,0.0,1.8214473978112
1,0,vacuole,1.0,2.57372028245748
1,1,vacuole,0.0,0.0171314620528929
1,2,vacuole,0.0,2.64587910102527
1,2,vacuole,1.0,0.0107284176377017
1,3,vacuole,0.0,1.93701806784902
1,3,vacuole,1.0,3.17745160755852
1,3,vacuole,2.0,1.93674922804729
1,4,vacuole,0.0,1.21205771960797
1,4,vacuole,1.0,0.379366048968145
1,5,vacuole,0.0,0.0182633972238624
1,5,vacuole,1.0,3.77149724862458
1,7,vacuole,0.0,1.88847241344762
1,8,vacuole,0.0,3.56956928473041
1,8,vacuole,1.0,3.55484477596956
1,10,vacuole,0.0,3.28430684848076
1,11,vacuole,0.0,0.631573631833886
1,12,vacuole,0.0,2.2079466593911
1,12,vacuole,1.0,3.08684979370949
1,12,vacuole,2.0,1.20848093266224
1,13,vacuole,0.0,2.93682209689994
1,13,vacuole,1.0,0.496234827758302
1,13,vacuole,2.0,2.78027220400809
1,15,vacuole,0.0,1.16866691617774
1,17,vacuole,0.0,3.74650011582699
1,18,vacuole,0.0,0.394425014317838
1,18,vacuole,1.0,0.359050330151212
1,19,vacuole,0.0,0.109040459035757
1,19,vacuole,1.0,3.01984603656825
1,19,vacuole,2.0,1.69316569702813
1,20,vacuole,0.0,1.20898274450705
1,21,vacuole,0.0,0.76150868868424
1,21,vacuole,1.0,0.81587175883121
1,22,vacuole,0.0,1.12914428770713
1,24,vacuole,0.0,0.00435692139937045
1,24,vacuole,1.0,0.0108499147625048
1,24,vacuole,2.0,0.00482922808573336
1,25,vacuole,0.0,0.601295816814996
1,25,vacuole,1.0,0.216675638228614
1,25,vacuole,2.0,0.333859165471086
1,26,vacuole,0.0,0.0241306925493379
1,28,vacuole,0.0,0.947342679250514
1,29,vacuole,0.0,1.80648684140911
1,29,vacuole,1.0,1.51115396951187
1,30,vacuole,0.0,2.44225131102227
1,31,vacuole,0.0,0.650116558412609
1,31,vacuole,1.0,4.44017087634686
1,32,vacuole,0.0,1.3897555103166
1,32,vacuole,1.0,1.37868547682095
1,32,vacuole,2.0,2.66581062123181
1,32,vacuole,3.0,1.15340034855431
1,33,vacuole,0.0,2.56521828194442
1,33,vacuole,1.0,2.77145052952873
1,33,vacuole,2.0,1.83125728736823
1,34,vacuole,0.0,1.12606340314063
1,35,vacuole,0.0,3.56726931104685
1,35,vacuole,1.0,2.06056838561121
1,36,vacuole,0.0,0.0172205930356879
1,37,vacuole,0.0,0.783667888937523
1,37,vacuole,1.0,0.54670791781943
1,37,vacuole,2.0,0.00476183767205827
1,38,vacuole,0.0,0.0381061105962433
1,38,vacuole,1.0,0.487340725691363
1,38,vacuole,2.0,0.56377279007137
1,39,vacuole,0.0,1.35455503599644
1,39,vacuole,1.0,0.0509322825945536
1,40,vacuole,0.0,0.449758982468428
1,41,vacuole,0.0,2.45923606325928
1,42,vacuole,0.0,3.07344430223799
1,42,vacuole,1.0,1.34345280440012
1,43,vacuole,0.0,0.0751398533437923
1,43,vacuole,1.0,1.60906900717204
1,44,vacuole,0.0,1.15009641351958
1,45,vacuole,0.0,0.390587895318005
1,46,vacuole,0.0,1.22795221127597
1,47,vacuole,0.0,2.58575440374055
1,48,vacuole,0.0,2.23008097750893
1,48,vacuole,1.0,3.15059810402428
1,49,vacuole,0.0,2.98222611896457
1,49,vacuole,1.0,0.750184728870255
1,50,vacuole,0.0,1.79205174258086
1,50,vacuole,1.0,0.436763421898914
1,50,vacuole,2.0,1.44149061572829
1,51,vacuole,0.0,4.0608968945824
1,51,vacuole,1.0,1.57375401931769
1,51,vacuole,2.0,0.53019834904273
1,51,vacuole,3.0,0.31795430720549
1,52,vacuole,0.0,0.612366644181731
1,52,vacuole,1.0,0.0522927876555251
1,53,vacuole,0.0,0.0806917919480029
1,54,vacuole,0.0,2.63902126099239
1,54,vacuole,1.0,3.7855362303576
1,54,vacuole,2.0,0.593109157001572
1,55,vacuole,0.0,3.44728631995528
1,55,vacuole,1.0,1.26151344610211
1,56,vacuole,0.0,3.23773186688744
1,56,vacuole,1.0,2.11766464058216
1,58,vacuole,0.0,0.837603654133795
1,59,vacuole,0.0,3.19391856700799
1,59,vacuole,1.0,2.49015325166946
1,59,vacuole,2.0,0.037578409508787
1,61,vacuole,0.0,1.72478785550857
1,61,vacuole,1.0,1.53302691021752
1,62,vacuole,0.0,0.785801189321972
1,62,vacuole,1.0,0.827961121754814
1,63,vacuole,0.0,1.27590465089249
1,64,vacuole,0.0,3.47401295981432
1,66,vacuole,0.0,0.159816016718667
1,67,vacuole,0.0,1.80895325265761
1,67,vacuole,1.0,1.8841112113973
1,68,vacuole,0.0,2.895342326884
1,68,vacuole,1.0,1.54370462666082
1,69,vacuole,0.0,3.10851519452391
1,70,vacuole,0.0,0.277115525901821
1,70,vacuole,1.0,1.87017498478006
1,70,vacuole,2.0,2.11359929498099
1,71,vacuole,0.0,2.46399666643854
1,71,vacuole,1.0,2.62090513934156
1,71,vacuole,2.0,2.47176182258761
1,71,vacuole,3.0,2.26015699868713
1,72,vacuole,0.0,0.662308153425335
1,72,vacuole,1.0,0.429905615382769
1,73,vacuole,0.0,0.0581234284678926
1,74,vacuole,0.0,3.01446877690982
1,74,vacuole,1.0,0.0108151372740662
1,74,vacuole,2.0,3.01577663071252
1,75,vacuole,0.0,1.02524157831699
1,75,vacuole,1.0,0.011273230464139
1,76,vacuole,0.0,0.0728275093552414
1,77,vacuole,0.0,1.943253065149
1,77,vacuole,1.0,0.306346210622407
1,77,vacuole,2.0,2.3536173679137
1,78,vacuole,0.0,0.0581161736678627
1,78,vacuole,1.0,1.34797770544608
1,79,vacuole,0.0,4.58663460913926
1,80,vacuole,0.0,3.23636736458215
1,81,vacuole,0.0,0.0731471416663144
1,82,vacuole,0.0,1.93679044289583
1,82,vacuole,1.0,1.11107985261695
1,82,vacuole,2.0,0.167911923299383
1,83,vacuole,0.0,4.90010275233005
1,83,vacuole,1.0,0.744162203302799
1,84,vacuole,0.0,0.279009408173924
1,84,vacuole,1.0,2.5198228309584
1,84,vacuole,2.0,0.0046265958289737
1,85,vacuole,0.0,4.6156239629054
1,85,vacuole,1.0,1.23467263256243
1,85,vacuole,2.0,2.42133397062455
1,86,vacuole,0.0,1.16039452825258
1,86,vacuole,1.0,1.1520211389785
1,87,vacuole,0.0,1.0441111202197
1,87,vacuole,1.0,0.954976349650704
1,88,vacuole,0.0,0.0650965178026049
1,88,vacuole,1.0,2.60448785070879
1,88,vacuole,2.0,2.56766937720544
1,88,vacuole,3.0,0.209461854255701
1,88,vacuole,4.0,0.253391939530105
1,90,vacuole,0.0,0.74777286314387
1,90,vacuole,1.0,3.57475036225035
1,92,vacuole,0.0,1.0868589307813
1,92,vacuole,1.0,0.00409266201693079
1,93,vacuole,0.0,2.52555910401286
1,93,vacuole,1.0,2.51658324745992
1,94,vacuole,0.0,0.328030134681363
1,94,vacuole,1.0,1.41758667710028
1,95,vacuole,0.0,0.541567142527289
1,96,vacuole,0.0,3.02183858341307
1,96,vacuole,1.0,3.24265221171667
1,97,vacuole,0.0,1.38454447171243
1,98,vacuole,0.0,3.01995597538042
1,98,vacuole,1.0,3.06152609637713
1,98,vacuole,2.0,0.00467922669215388
1,99,vacuole,0.0,2.88491805581094
1,99,vacuole,1.0,2.45945715229179
1,101,vacuole,0.0,0.0177391154477754
1,101,vacuole,1.0,1.30606773584536
1,102,vacuole,0.0,0.051755190710017
1,103,vacuole,0.0,1.09168450570721
1,103,vacuole,1.0,0.0240098904002729
1,104,vacuole,0.0,2.4461737717388
1,105,vacuole,0.0,0.799210547568274
1,105,vacuole,1.0,3.15146561515136
1,106,vacuole,0.0,1.29009036282308
1,107,vacuole,0.0,3.24944788311608
1,107,vacuole,1.0,3.26741296872155
1,108,vacuole,0.0,0.0112676018554119
1,109,vacuole,0.0,1.07773450901392
1,109,vacuole,1.0,0.189355297451253
1,110,vacuole,0.0,0.0666752909754233
1,110,vacuole,1.0,0.0105717225979922
1,111,vacuole,0.0,4.83673600218372
1,111,vacuole,1.0,4.93391652851519
1,111,vacuole,2.0,4.90597960787437
1,111,vacuole,3.0,0.258296463250983
1,112,vacuole,0.0,1.47141368159297
1,112,vacuole,1.0,0.627404817253026
1,113,vacuole,0.0,2.662149649243
1,114,vacuole,0.0,4.05851905917572
1,114,vacuole,1.0,2.48074457913103
1,115,vacuole,0.0,0.621259882086056
1,115,vacuole,1.0,0.624398002132728
1,116,vacuole,0.0,1.22526755481202
1,117,vacuole,0.0,1.31236504608733
1,117,vacuole,1.0,1.27844430541695
1,117,vacuole,2.0,0.477453655771587
1,118,vacuole,0.0,0.900074165575471
1,118,vacuole,1.0,3.26167650586957
1,119,vacuole,0.0,3.59762139017834
1,119,vacuole,1.0,1.61502914513074
1,120,vacuole,0.0,0.073432444246173
1,121,vacuole,0.0,2.81207037862128
1,122,vacuole,0.0,1.21777360114525
1,122,vacuole,1.0,2.71659084977821
1,124,vacuole,0.0,0.926244340928791
1,125,vacuole,0.0,2.62950437444619
1,125,vacuole,1.0,0.95844689248584
1,126,vacuole,0.0,0.0311491433766043
1,127,vacuole,0.0,2.14607817007706
1,127,vacuole,1.0,3.41996767777932
1,128,vacuole,0.0,3.33439099727119
1,128,vacuole,1.0,4.29308916303942
1,128,vacuole,2.0,4.67719937053498
1,130,vacuole,0.0,3.73556490516066
1,130,vacuole,1.0,0.088750568722845
1,131,vacuole,0.0,1.06513457823492
1,132,vacuole,0.0,1.00063919251295
1,133,vacuole,0.0,0.0112971871700011
1,133,vacuole,1.0,0.703313193257875
1,133,vacuole,2.0,1.40533558315703
1,133,vacuole,3.0,0.0518673312563619
1,134,vacuole,0.0,1.15681400120902
1,134,vacuole,1.0,0.292562729051019
1,135,vacuole,0.0,0.374698741734606
1,135,vacuole,1.0,0.710989212428881
1,136,vacuole,0.0,2.85776250259066
1,137,vacuole,0.0,1.60980617511518
1,137,vacuole,1.0,0.667538385686618
1,138,vacuole,0.0,0.160158618911627
1,139,vacuole,0.0,0.199318479285789
1,139,vacuole,1.0,0.687953863200726
1,139,vacuole,2.0,1.11362594354283
1,140,vacuole,0.0,3.59559652962913
1,141,vacuole,0.0,0.327675591781797
1,142,vacuole,0.0,1.12717753386377
1,142,vacuole,1.0,1.90582807614745
1,143,vacuole,0.0,0.00448295807551763
1,144,vacuole,0.0,1.52105506354393
1,144,vacuole,1.0,1.67018109070918
1,145,vacuole,0.0,0.9845373230395
1,146,vacuole,0.0,1.58278267155644
1,146,vacuole,1.0,1.23876440688577
1,147,vacuole,0.0,0.598779027938927
1,148,vacuole,0.0,0.92007898427238
1,148,vacuole,1.0,0.735772576518553
1,148,vacuole,2.0,0.788581274583723
1,149,vacuole,0.0,0.761996874937076
1,149,vacuole,1.0,1.06073515638469
1,150,vacuole,0.0,1.58717991514211
