YFP Volume Fraction,YFP Total Volume,Organelle Total Volume,Organelle Volume Fraction,Cell Volume
0.002166399,0.140824667,18.92276516,0.291101454,65.00402155
0.003706143,0.161948367,2.714223057,0.062114229,43.69728351
0.004532712,0.255831478,14.74076359,0.261170528,56.44114484
0.001921099,0.100924345,8.179796327,0.155702725,52.53470258
0,0,9.023144227,0.163458969,55.20127958
0,0,11.01678159,0.352750536,31.23108388
0,0,11.38044661,0.253336088,44.92232715
0,0,2.734289294,0.064030018,42.70324132
0.002997125,0.208889922,22.43632701,0.321913441,69.69676982
0.00109219,0.056329867,5.958975106,0.115539678,51.57514023
0.003602596,0.145518822,3.630066602,0.089869235,40.39276185
0,0,9.321720163,0.233731468,39.88217865
0.006764482,0.370838289,25.71595616,0.469086176,54.82138986
0,0,3.24716046,0.063083023,51.4743949
0,0,11.9575049,0.248475546,48.12346762
0,0,10.14384423,0.179060175,56.65047651
0,0,6.164263739,0.101900894,60.49273464
0,0,3.544066518,0.111470313,31.793815
0,0,2.963730622,0.052623535,56.31948926
0,0,16.81088381,0.303682712,55.35673637
0,0,2.481879843,0.059182367,41.93613668
0,0,2.934113257,0.040763036,71.97975274
0,0,17.7881228,0.32258058,55.14319184
0,0,5.637657073,0.108639868,51.89307724
0,0,3.915647933,0.090999558,43.02930725
0,0,11.12616315,0.180833521,61.52710576
0,0,13.43875048,0.223213972,60.20568676
0,0,3.19872166,0.086675338,36.90463443
0,0,8.389166741,0.188616636,44.47734254
0,0,7.89437755,0.143210247,55.12439018
0,0,7.278695362,0.174276525,41.76520827
0,0,5.843705963,0.190201362,30.72378606
0,0,4.528020954,0.122244375,37.04073043
0.009658196,0.567992823,14.77066583,0.251161593,58.80941287
0,0,10.51918622,0.27172203,38.71304154
0.001118057,0.100924345,29.81084215,0.330249501,90.26763726
0,0,8.385971324,0.157778564,53.15025769
0,0,7.696291988,0.138379179,55.6174132
0.009819724,0.481150945,8.407559211,0.171588384,48.99841718
0.004900059,0.152560056,2.699652593,0.086709841,31.13432749
0,0,3.160536939,0.069405221,45.53745196
0.001846535,0.075106489,2.579462887,0.063417522,40.67429351
0,0,9.519444415,0.121231876,78.52261936
0,0,18.05482218,0.215675146,83.71304042
0,0,7.395025722,0.174037805,42.49091591
0,0,7.46471925,0.197063561,37.87975421
0.001885659,0.220625311,30.17030033,0.257862085,117.0016924
0,0,5.569245147,0.141118456,39.46503733
0.002243134,0.136130511,11.81539163,0.194691861,60.68765054
0,0,3.344493433,0.104795616,31.91444029
0,0,1.729385162,0.025002259,69.16915682
0,0,13.86229883,0.259808459,53.35584099
0,0,4.785681914,0.092723552,51.61236606
0,0,2.388458167,0.059212336,40.33717176
0,0,19.79539871,0.360441072,54.91993069
0,0,23.15024364,0.27561824,83.99387381
0,0,3.017270985,0.060810821,49.61733685
0,0,7.34201395,0.147482006,49.78243898
0,0,7.933399116,0.185177099,42.84222592
0,0,9.449893313,0.215456989,43.85976685
0.003166329,0.176030834,10.46902007,0.188310002,55.59460431
0,0,8.193551348,0.133940103,61.1732496
0,0,2.368520092,0.071494768,33.12857936
0,0,17.25284366,0.183411745,94.06618785
0,0,5.137034612,0.125595688,40.90136132
0.006924124,0.4013503,10.33139195,0.178237918,57.96405199
0,0,11.46704515,0.245084683,46.78809379
0,0,5.715949791,0.131746835,43.38586048
0.005054711,0.281649334,10.22690169,0.183540411,55.72016331
0.00353964,0.185419145,6.011280551,0.114754979,52.3836144
0,0,3.721251987,0.07877211,47.24073009
0,0,9.740901256,0.160266771,60.77929427
0,0,4.803074205,0.147052657,32.66227412
0.004409486,0.312161345,16.88017303,0.23844366,70.7931299
0,0,2.646056752,0.052985628,49.93914118
0,0,3.844404275,0.064332717,59.75815171
0,0,9.768505696,0.243285753,40.15239525
0,0,12.64009703,0.246934214,51.1881154
0.004013689,0.384920756,20.48878227,0.213642947,95.9019831
0.006112895,0.2534844,9.476215742,0.228523377,41.4671614
0,0,4.086135089,0.062389421,65.49403786
0,0,2.634004161,0.074959598,35.13898451
0,0,6.099822747,0.132954599,45.87899035
0,0,2.487107313,0.048318716,51.47295915
0,0,7.864349665,0.151071588,52.05710586
0.004149667,0.319202578,2.243014875,0.029159431,76.92245025
0,0,13.87306658,0.313789775,44.21134052
0,0,13.88148912,0.252350264,55.0088156
0,0,4.854219518,0.05447915,89.10233519
0,0,4.673016494,0.117444089,39.78928651
0,0,9.737477489,0.232390313,41.90139144
0,0,16.40866089,0.301308287,54.45804704
0,0,2.592021974,0.071453057,36.27587229
0,0,11.72686834,0.164945444,71.09543638
0,0,2.943828382,0.047607994,61.83474911
0.001031892,0.079800645,11.05706983,0.142977584,77.3342894
0,0,6.485673955,0.162714442,39.85923975
0,0,8.14829094,0.155087946,52.53980817
0.006679566,0.476456789,15.13271955,0.212149351,71.33050135
0.006181464,0.567992823,14.95235307,0.162726414,91.88645352
0,0,7.10375162,0.218760665,32.47270995
0.003163408,0.330937967,18.6377093,0.178156275,104.6143857
0,0,26.92080639,0.299770573,89.80470002
0,0,4.751568353,0.102429577,46.38863595
0,0,9.279862324,0.224032899,41.42187319
0,0,2.334001735,0.062763309,37.18735958
0.001630298,0.075106489,6.145490581,0.133397047,46.06916508
0,0,10.17101759,0.195868585,51.92776372
0,0,6.511662691,0.097505948,66.78221024
0,0,16.57885278,0.218426622,75.901246
0,0,11.52950302,0.237055098,48.63638509
0,0,14.94769912,0.238327101,62.71925889
0,0,8.719567919,0.250333006,34.83187479
0,0,4.027187853,0.062419883,64.51770873
0.002384475,0.136130511,16.14330741,0.282767753,57.09034083
0,0,3.697504405,0.097410069,37.95813354
0,0,17.59918121,0.244410517,72.00664445
0,0,5.699226911,0.107151387,53.18854995
0,0,15.81729769,0.292218,54.12841681
0,0,2.730896348,0.079206383,34.47823589
0,0,15.94447544,0.22549691,70.70817693
0.007109808,0.406044456,5.783065076,0.10126104,57.11046485
0,0,8.513131018,0.171863165,49.53435481
0,0,21.66058739,0.267384764,81.00905641
0,0,13.24028261,0.221229065,59.84874818
0,0,12.40568939,0.242331633,51.19302527
0,0,3.825952659,0.113354061,33.75223292
0,0,7.283729547,0.205929827,35.36995902
0,0,8.774914786,0.078479964,111.8108918
0,0,4.166264154,0.125741154,33.13365616
0,0,2.502405131,0.077090186,32.46074826
0,0,21.66816398,0.329248359,65.81100069
0,0,1.739654255,0.057921159,30.03486623
0.002333148,0.119700967,9.917409682,0.193304925,51.30448531
0,0,23.41223892,0.332888535,70.33056556
0,0,3.128676091,0.086856536,36.02119358
0,0,10.15711723,0.241655453,42.03140095
0,0,5.997316853,0.142529224,42.07780471
0,0,7.460092788,0.126796108,58.83534508
0.003542307,0.314508423,21.83550713,0.245933216,88.78632762
0.001326282,0.079800645,9.841226297,0.163560542,60.16870684
0,0,19.1209271,0.387397714,49.35735652
0,0,10.8017455,0.170406608,63.38806708
0,0,6.278137089,0.111502126,56.30508877
0,0,7.798006053,0.251619074,30.99131524
0,0,3.186107895,0.067010117,47.54666967
0.00889102,0.373185367,5.561165217,0.132492952,41.97329075
0,0,3.66871582,0.062819306,58.40108831
0,0,9.023181436,0.244029897,36.97572124
0.004218118,0.272261022,15.50268072,0.240181805,64.5456084
0,0,10.59382738,0.339521673,31.20221247
0.005891736,0.281649334,2.932251909,0.061338879,47.80413298
0,0,6.144524983,0.166374805,36.93182377
0,0,5.412992913,0.113088835,47.86496327
0,0,1.993972868,0.065926923,30.24519827
0,0,9.156371196,0.229294879,39.93273305
0,0,20.71835639,0.586421674,35.3301341
0,0,3.496092676,0.096332443,36.29195474
0,0,10.61956379,0.218985626,48.49434184
0.007091968,0.382573678,5.122507952,0.09495861,53.94463893
0,0,12.84478323,0.207740432,61.83092591
0.003531108,0.152560056,5.901238127,0.136588241,43.20458397
0,0,50.61347478,0.459582275,110.1293012
0,0,2.142671966,0.0523972,40.89287132
0.002571418,0.248790245,1.86506544,0.019276733,96.75215476
0,0,7.217504967,0.195162033,36.98211609
0,0,22.80793268,0.69560702,32.78853146
0,0,7.262295946,0.146821729,49.46335939
0.002216006,0.176030834,6.656085231,0.083791693,79.43609872
0,0,5.977569815,0.115389467,51.80342679
0,0,1.963834662,0.032203326,60.98235512
0.007032865,0.4647214,8.495437127,0.128565767,66.07853185
0.003764817,0.478803867,10.20584998,0.080248227,127.1785105
0,0,4.717787141,0.092780766,50.84876268
0.004469983,0.183072067,1.693342423,0.04134553,40.95587698
0,0,3.85963882,0.048330052,79.86001797
0.005686752,0.349714589,10.07813865,0.163881845,61.49637042
0.00338232,0.335632123,28.25251929,0.284713715,99.23132547
0,0,3.339272642,0.063419821,52.65345414
0,0,5.941483701,0.179015573,33.18975887
0.008549493,0.504621723,6.423974604,0.108837414,59.02358722
0,0,7.768418091,0.114048762,68.11488335
0,0,5.253041543,0.087790354,59.83620439
0.0049406,0.276955178,9.366565941,0.167090053,56.05699314
0.006349696,0.375532445,6.037190582,0.10207993,59.14179771
0,0,2.900667362,0.08738946,33.19241653
0,0,2.731488383,0.084987061,32.14005011
0,0,5.492495917,0.110011443,49.92658739
0,0,13.90617418,0.20095578,69.20017012
0.002016664,0.138477589,13.74302476,0.200141117,68.66667359
0,0,3.198401432,0.088945393,35.95915799
0,0,4.830070924,0.100622526,48.00188502
0.004030106,0.237054856,9.418139855,0.160115267,58.82099838
0.003166744,0.382573678,28.43152062,0.235341208,120.8097844
0.005881047,0.450638934,12.10212154,0.157938306,76.62562576
0.003997542,0.208889922,5.61953256,0.107541401,52.2545967
0,0,7.338423736,0.129920069,56.48414299
0,0,5.761261444,0.097276798,59.22544274
0.00641365,0.452986012,8.599191433,0.12175255,70.6284298
0,0,6.374971484,0.180291042,35.35933568
0,0,8.819612757,0.246260098,35.81421772
0,0,15.24069548,0.202407322,75.29715483
0.0084036,0.650140545,11.95182889,0.154487195,77.36452779
0,0,4.938551431,0.090224924,54.73599996
0,0,14.26627013,0.214578658,66.48503751
0.00233342,0.136130511,9.738400192,0.166926389,58.3394887
0.005960882,0.373185367,16.87341466,0.269518677,62.60573419
0,0,5.647612779,0.076147715,74.16654263
0.009179189,0.424821078,13.50842334,0.291879046,46.28089446
0,0,4.256786527,0.114084436,37.31259659
0,0,3.480206359,0.074428512,46.75904786
0,0,2.749122138,0.060678162,45.30661502
0,0,5.210791249,0.132274766,39.39369105
0,0,8.790070176,0.149577499,58.76599256
0.001448074,0.061024022,5.644385451,0.133938885,42.14149957
0,0,29.02200398,0.45489569,63.79925028
0,0,5.397710142,0.135116133,39.94867246
0,0,7.356951199,0.135245121,54.39716542
0,0,1.793118876,0.058602556,30.59796365
0,0,15.45840654,0.189743996,81.46980595
0,0,5.89740453,0.073703592,80.01515721
0,0,13.12685325,0.272256835,48.21496299
0.008773509,0.955260656,16.05096087,0.147418657,108.8801188
0,0,7.183104289,0.08395913,85.55477303
0,0,5.353797519,0.058254822,91.90307901
0.002472548,0.1478659,14.84543746,0.248238829,59.80304349
0,0,3.738404868,0.091974032,40.64630851
0,0,14.11489103,0.202299572,69.77222404
0.005983006,0.227666545,4.552472441,0.11963756,38.05220073
0.004715458,0.276955178,2.87218518,0.048902024,58.73346206
0,0,8.024024866,0.192364958,41.71250801
0,0,9.298477955,0.212208663,43.81761709
0.006173787,0.83555969,23.3321723,0.172396853,135.3398969
0,0,12.9335817,0.231839795,55.7867199
0.009663457,1.222827523,3.205321544,0.025330216,126.5414201
0,0,9.783227751,0.088618935,110.3965843
0.007343388,0.643099312,4.138255827,0.047253692,87.57529113
0,0,2.676736387,0.086372314,30.99067574
0,0,16.97734897,0.23907791,71.01178421
0,0,6.645587447,0.114224649,58.17997681
0.003271014,0.215931156,13.51870776,0.204786926,66.0135295
0,0,16.03780921,0.182117333,88.06305756
0.002380704,0.107965578,2.493002384,0.054972149,45.35028095
0,0,9.627915959,0.299280696,32.17018696
0.003620225,0.206542845,14.54011855,0.254855114,57.05248884
0,0,12.57553069,0.16556802,75.95386278
0.003741053,0.328590889,26.35411122,0.30004524,87.83379213
0,0,6.57846013,0.103265969,63.7040469
0,0,9.889967802,0.193401795,51.13689759
0.008683008,0.511662956,9.119930092,0.154766775,58.92692486
0,0,2.823990141,0.090565135,31.18186853
0,0,11.58053816,0.133318049,86.86399348
0.00125525,0.0633711,5.401981146,0.107002041,50.48484201
0,0,2.247398765,0.024903937,90.24270946
0,0,1.746199545,0.036203471,48.23293191
0,0,5.30742627,0.162844328,32.59202416
0,0,5.709576291,0.119819248,47.6515785
0,0,1.839632387,0.04705371,39.09643689
0,0,1.908814493,0.057442205,33.23017436
0,0,21.87127526,0.306991856,71.24382887
0,0,6.924027949,0.084420283,82.01853542
0.002758216,0.154907133,5.57656475,0.099294144,56.16207085
0.004927985,0.68769379,6.339835752,0.045430998,139.5486792
0.002905179,0.124395122,4.668018848,0.10901897,42.81840889
0,0,13.6150249,0.199194185,68.35051395
0,0,16.60802411,0.278958454,59.53583374
0,0,3.961363188,0.088921147,44.54916875
0,0,9.022776475,0.201919472,44.68502411
0,0,27.71856624,0.230167545,120.427779
0,0,29.43937954,0.339697489,86.66351823
0,0,8.137145021,0.220842482,36.84592265
0,0,9.90124411,0.177093152,55.90980802
0,0,4.080918631,0.11533087,35.38444321
0.001598727,0.183072067,14.62995873,0.127760131,114.5111436
0,0,7.652761597,0.236456382,32.36436897
0.005858784,0.354408745,4.599458198,0.076034332,60.49186025
0,0,5.635572071,0.160312505,35.15366489
0,0,3.251369415,0.100646834,32.30473604
0,0,3.619066987,0.057734656,62.68448201
0,0,4.785325812,0.124497963,38.4369808
0,0,2.425705281,0.078827117,30.77247227
0,0,11.42003971,0.193340492,59.06698395
0,0,15.37226631,0.312647055,49.16811482
0,0,3.278947335,0.084038532,39.01718937
0,0,9.524482112,0.269117479,35.39154038
0,0,3.017545317,0.08729365,34.56775292
0,0,6.13758664,0.15294554,40.12922928
0,0,13.07808569,0.107612039,121.5299498
0,0,5.494596307,0.093582608,58.71386165
0,0,7.181811363,0.151768448,47.32084597
0,0,13.64715909,0.327539156,41.66573316
0,0,19.4503725,0.299670969,64.90576158
0,0,7.486672778,0.159630371,46.90005234
0.004346189,0.225319467,21.8887636,0.422212502,51.84300203
0,0,7.946296874,0.168787119,47.07881108
0,0,4.714248056,0.116907831,40.3244847
0.003810154,0.267566867,9.40375642,0.133909546,70.22469046
0,0,6.003488455,0.163610639,36.69375351
0,0,3.32223925,0.090992728,36.51104126
0,0,5.136081618,0.162106416,31.6833951
0.004510214,0.159601289,4.933308808,0.139411631,35.38663723
0,0,9.393910418,0.203996867,46.04928759
0,0,2.235691561,0.055827348,40.04652962
0,0,20.38472603,0.441352616,46.18693825
0,0,10.60377599,0.304265445,34.85041154
0,0,2.652398506,0.045456996,58.34962099
0,0,11.1820002,0.2170974,51.506836
0,0,4.418319153,0.107047809,41.27426049
0,0,11.16577025,0.180112075,61.99345754
0,0,7.971902962,0.122589224,65.02939414
0.008164593,0.309814267,5.246808011,0.138270113,37.94607457
0,0,9.096971808,0.185460677,49.05067724
0,0,4.499419523,0.149441812,30.10817025
0.007097851,1.016284679,2.527952129,0.017655513,143.1820304
0.008325173,0.553910356,7.009217809,0.105347284,66.53439512
0.004464199,0.204195767,3.598985558,0.078682267,45.74074536
0.007326453,0.422474,12.41597197,0.215315103,57.66419434
0,0,5.431209255,0.120290537,45.15076089
0,0,6.484941702,0.154285548,42.03207475
0,0,2.862172071,0.060469318,47.33263358
0,0,22.56666861,0.451735291,49.9555139
0,0,4.913339864,0.123095996,39.91470103
0,0,4.177275927,0.096801058,43.15320527
0,0,12.58388824,0.183748888,68.48415982
0,0,12.37239313,0.227534649,54.37586401
0,0,14.2708816,0.268341324,53.18182608
0,0,3.298308122,0.091958643,35.86729887
0,0,5.867655326,0.098182336,59.76284075
0,0,11.11120145,0.235629973,47.15529734
0,0,18.95338845,0.413815461,45.80154741
0,0,11.74382212,0.191357889,61.37098494
0,0,3.731556883,0.091363206,40.84310333
0.057272188,4.980499049,20.11087587,0.231260732,86.96191392
0.03152953,2.513720302,8.172266986,0.102504537,79.72590497
0.040123128,3.720118281,17.10423483,0.184476769,92.71755419
0.040800672,3.506534203,17.07049898,0.198625707,85.94304969
0.023581234,2.105328769,28.10799944,0.314830312,89.2798386
0.097429036,9.519747476,33.12379325,0.339002609,97.70955248
0.020333697,1.633566135,14.18586288,0.176577505,80.33788254
0.015850969,0.805047679,15.07221961,0.296764139,50.78854763
0.032181207,2.908029369,19.16689831,0.212107184,90.36421103
0.016483609,1.246298301,15.40332799,0.203725256,75.60833805
0.02917893,2.086552146,15.53362876,0.217226615,71.50886536
0.043230113,5.233983449,38.78329277,0.320330807,121.0726285
0.018476742,2.807105025,30.00771062,0.197514778,151.9264075
0.012219157,1.100779479,14.41918529,0.160059567,90.08636934
0.074682561,6.764278162,17.48705931,0.19306988,90.5737308
0.060531777,12.61789015,7.226264226,0.034666542,208.4506802
0.019782647,1.828373591,25.54587677,0.276401427,92.42310012
0.014012249,0.891889556,16.84977149,0.264722452,63.65070804
0.040793094,4.642519849,40.41643023,0.355132836,113.8065146
0.0184975,1.631219057,13.47689828,0.1528237,88.18591815
0.029207443,2.063081369,24.72142799,0.349986045,70.6354678
0.012973377,0.969343123,16.04271607,0.214710562,74.71787095
0.010566416,1.13129149,19.56903483,0.182777437,107.0648278
0.152577541,23.58578461,31.61654481,0.204528903,154.5822833
0.010208625,0.697082101,17.0117959,0.249134289,68.28363928
0.010775157,0.999855134,19.19280585,0.206835452,92.79263135
0.01173147,0.504621723,4.026546743,0.093609356,43.0143624
0.157315641,17.82605574,27.71194882,0.244559035,113.3139443
0.012802789,0.774535667,13.10829526,0.216675293,60.49741554
0.044509606,5.738605172,32.1577195,0.249420786,128.9295891
0.016697192,1.739184635,14.18305089,0.136165601,104.1603078
0.102575187,7.975370296,14.63739539,0.188258791,77.75145771
0.112957348,19.01133002,56.64904787,0.336584879,168.3053855
0.122640661,12.48175963,25.82206702,0.25371706,101.775052
0.031053827,2.450349202,23.17617603,0.293716897,78.90651247
0.063766054,7.498913507,31.99852349,0.272095362,117.6004002
0.038064538,3.468980959,19.03287458,0.208844493,91.13419415
0.010220415,0.85668339,19.42585834,0.231754627,83.82080056
0.025343457,2.243806358,21.56591908,0.243583827,88.53592348
0.018783385,1.619483668,19.97033179,0.231623475,86.21894562
0.01597253,1.828373591,27.81162978,0.242960242,114.46988
0.022865428,2.173394024,22.97052788,0.241663935,95.05153468
0.010767406,0.64544639,12.54796987,0.209326587,59.9444631
0.010274558,1.035061301,27.95315585,0.277477603,100.7402239
0.04086731,2.652197891,11.66882047,0.17980306,64.89778563
0.011755089,0.64544639,12.55011481,0.22856696,54.90782573
0.015394599,0.673611323,5.542128014,0.126658854,43.75634123
0.043630711,3.215496559,15.36000498,0.20841818,73.69800939
0.017462183,1.527947635,23.04552468,0.263376289,87.50037724
0.01699828,1.436411601,15.19218729,0.179782069,84.50335096
0.020022448,1.27915739,21.48924961,0.336367819,63.88616384
0.027462262,2.971400469,5.797677051,0.053583261,108.1994059
0.077222395,9.702819543,28.15219648,0.224056525,125.6477419
0.032969325,5.787893805,2.628619533,0.01497329,175.5539066
0.018042819,1.572542113,22.29552513,0.255811349,87.15612202
0.013672688,1.133638568,18.12422826,0.218594293,82.91263225
0.011928667,0.4858451,8.526914793,0.209356282,40.7292044
0.016770607,2.34707778,40.47423749,0.289201118,139.951871
0.134612953,17.90116223,8.741744022,0.065736066,132.9824648
0.021484943,2.044304746,24.7327765,0.25993301,95.15057943
0.01398079,1.92460378,41.12923271,0.298772761,137.6605839
0.018352175,1.370693424,3.386841258,0.045346321,74.68833643
0.082979562,10.63930358,10.04049453,0.078309246,128.2159523
0.023512572,2.602909258,17.44056832,0.157543952,110.7028746
0.016665221,1.870620991,26.83231807,0.239047087,112.2469989
0.022438928,1.229868757,6.725849842,0.12271298,54.80960402
0.103025749,9.876503298,17.04193831,0.177771262,95.86441652
0.016050627,1.757961257,34.38683501,0.313960417,109.5260203
0.020665656,2.337689469,24.70565303,0.218403053,113.1195408
0.011904508,0.586769445,21.33249393,0.432798349,49.28968422
0.02139972,1.290892779,18.500249,0.306687088,60.32288199
0.037837881,3.382139081,28.83635204,0.322608392,89.38500281
0.079377629,3.77410107,11.88837376,0.250038595,47.54615496
0.060911169,7.261858651,39.79296036,0.333776223,119.2204766
0.034174393,2.43157258,12.65677516,0.177883897,71.1518884
0.064405137,6.461505128,18.18481314,0.181257362,100.3259286
0.028785023,2.682709903,2.362900347,0.025353521,93.19811473
0.013696517,0.854336312,16.53518044,0.26508808,62.376175
0.073983381,3.47836927,11.7376827,0.249655336,47.01554909
0.020012882,1.314363557,2.0917649,0.031849821,65.67587625
0.036136175,2.483208291,16.63424572,0.242065079,68.71807274
0.010673669,0.532786656,2.28319023,0.045740668,49.91597962
0.092736493,9.083191009,26.18498695,0.267340393,97.94624231
0.034932603,2.133493702,5.943704528,0.09731881,61.07457038
0.016044266,1.551418413,20.9121308,0.21626647,96.69613071
0.081638332,12.47237132,48.70911522,0.318827177,152.7759198
0.013337787,0.978731434,8.217558706,0.111985829,73.3803443
0.08124467,14.08950791,33.6695893,0.194149766,173.4207054
0.111519912,9.883544532,19.47294233,0.219720851,88.62582787
0.015226226,0.760453201,8.088891416,0.161960376,49.94364446
0.048139018,5.764423028,34.71576764,0.28991331,119.745339
0.017254234,1.530294713,25.62640197,0.288940388,88.69096548
0.040217791,4.034626704,20.16049118,0.200962934,100.319451
0.014393062,0.863724623,17.34633545,0.289058423,60.00979072
0.064946366,5.358378572,22.40455249,0.271554957,82.50467141
0.024204022,1.265074923,15.62394567,0.298924843,52.26713683
0.028953082,2.814146258,24.00729631,0.246996836,97.19677687
0.083335246,9.315551709,21.45201044,0.191905817,111.7840551
0.017967433,2.448002125,25.60536543,0.187933941,136.2466263
0.018508405,0.903624945,8.004273483,0.163946711,48.82240963
0.011026554,0.704123334,18.44270968,0.288812377,63.85706132
0.018055099,1.375387579,21.74083162,0.285398004,76.1772379
0.010533328,0.471762634,9.555864383,0.213359534,44.7876136
0.041111747,4.215351693,17.19736312,0.167723524,102.533996
0.06318263,5.816058739,15.82245195,0.171886869,92.05154561
0.018326011,1.544377179,15.38057603,0.182510216,84.27241138
0.013123406,1.436411601,19.23802701,0.175763295,109.4541782
0.068296566,4.58853706,3.926242778,0.058438865,67.18547242
0.050814692,3.722465359,8.706281859,0.118847857,73.25569103
0.080282677,10.30132438,42.12500959,0.328298421,128.3131654
0.010121933,0.579728212,5.395720035,0.094208143,57.2744549
0.028696911,1.81898528,11.56307413,0.182422864,63.38610125
0.045366034,5.532062327,27.59402303,0.226286564,121.9428258
0.075211739,5.628292516,22.02998168,0.294390036,74.83263345
0.153400938,11.82457786,15.98755652,0.207407503,77.08282638
0.02299644,1.621830746,6.501501393,0.0921868,70.52529669
0.011646345,1.171191812,11.4681021,0.114038941,100.5630354
0.014298779,1.729796324,39.17166496,0.323799389,120.9751047
0.029356284,3.03477157,24.14718786,0.233583213,103.3772399
0.020626165,1.333140179,12.13144199,0.187696036,64.63344808
0.03059488,4.107386115,31.07254234,0.231451509,134.2507659
0.128861427,13.19761836,14.52704572,0.141841944,102.4171364
0.01141404,1.495088546,36.35192604,0.277523583,130.9868001
0.046150556,4.773956205,27.57547632,0.266576296,103.4430919
0.044195303,6.506099606,28.17391559,0.191382674,147.2124672
0.019637492,1.114861946,6.140887276,0.108167319,56.77211317
0.055701691,4.844368538,17.8124427,0.204811662,86.96986562
0.037024614,3.041812803,18.68134889,0.227387342,82.15650325
0.046936981,2.175741102,17.77719835,0.383505198,46.35451732
0.013534258,0.509315878,2.829654145,0.07519355,37.63160727
0.01827278,1.734490479,17.5944779,0.185357038,94.92209245
0.052536211,6.447422662,9.595978166,0.078191916,122.7234047
0.021249487,1.330793101,16.28807871,0.260080486,62.62706966
0.031781797,2.903335214,31.3102758,0.342742658,91.35214155
0.052231153,3.602764392,13.60650161,0.197260545,68.97730925
0.023659879,3.175596236,17.67348619,0.131676863,134.2186149
0.010236488,0.565645745,12.50817038,0.2263603,55.25779196
0.019885908,1.600707046,22.56702567,0.28035474,80.49453948
0.078895816,8.059865097,34.15995006,0.334382414,102.1583331
0.037112315,3.025383258,19.0304984,0.233446738,81.51965881
0.043306767,4.50404226,17.78529876,0.171007231,104.003197
0.021593754,1.877662224,15.65785283,0.180070633,86.95395016
0.020100601,1.290892779,15.71443982,0.244690881,64.22159968
0.027069756,1.337834335,11.22362486,0.22709896,49.4217361
0.079802746,5.33960195,22.90066315,0.342260682,66.91000261
0.014152222,1.530294713,28.0952287,0.259825707,108.1310585
0.026461775,3.630929326,33.7879538,0.246242536,137.2141235
0.038882504,2.227376813,19.02257513,0.332070148,57.28480939
0.015895144,0.753411967,14.28658135,0.301411818,47.39887591
0.023282901,2.016139813,23.02808421,0.265934241,86.59315224
0.025462787,2.753122236,27.85583482,0.257630115,108.1233645
0.032035985,1.762655413,12.93425253,0.235078008,55.02110819
0.041704088,2.908029369,10.81543844,0.155104345,69.73008024
0.017555943,2.086552146,26.01652717,0.218899239,118.8516107
0.069965076,6.70325414,19.89253225,0.207627894,95.80857303
0.017982444,1.006896368,3.378286339,0.060333762,55.99329875
0.083322362,14.58474132,64.26639717,0.367152757,175.0399418
0.045410901,3.729506592,16.08386057,0.195838935,82.12800272
0.011168048,0.795659367,15.18441455,0.213131742,71.24426602
0.022376138,1.685201846,22.5641512,0.29960717,75.312454
0.023501323,3.030077414,22.21564732,0.17230487,128.932208
0.023060661,1.316710635,7.308311828,0.127996612,57.09769735
0.010737432,0.640752234,12.45845763,0.208773126,59.67462323
0.020118551,1.579583346,9.877671124,0.125808131,78.51377361
0.021939138,2.593520947,33.50564905,0.283431319,118.2143495
0.011893505,1.126597334,24.80161122,0.261830977,94.72374702
0.025187557,2.492596602,13.63389875,0.137769826,98.96142825
0.033605682,5.297354549,49.97286035,0.317020889,157.632705
0.049384538,5.827794128,25.58023411,0.216766073,118.0084767
0.031039023,2.959665081,34.29461854,0.359659432,95.3530353
0.013888017,1.816638202,31.84580818,0.243458006,130.8061653
0.012862534,0.809741834,9.473681732,0.15048692,62.9535226
0.071823665,9.860073754,28.48507853,0.207493655,137.2816847
0.016253892,1.222827523,19.54725549,0.259823211,75.23290702
0.02955015,2.586479714,23.49256498,0.268399095,87.52848054
0.01158946,1.058532079,25.68091087,0.281170409,91.3357523
0.043624956,4.330358504,22.91128173,0.230813146,99.26333124
0.031282094,2.102981691,20.49355105,0.304843928,67.22637118
0.02111162,1.757961257,27.44465398,0.329586961,83.26984137
0.043658374,4.295152337,22.70425498,0.230778977,98.38094974
0.052816864,4.285764026,21.07087407,0.259673066,81.1438567
0.023511834,1.497435624,22.02338385,0.345797933,63.68859302
0.05973885,5.632986672,24.2848639,0.257545407,94.29352341
0.015581103,1.978586569,10.11552477,0.079658394,126.9863001
0.032756504,11.65793533,35.51353521,0.099786045,355.896811
0.025185316,1.450494068,8.96350703,0.155635768,57.59284721
0.051062178,4.114427348,5.006413919,0.062132195,80.57680799
0.080972674,13.77969365,33.62504084,0.197588534,170.1770856
0.06008316,6.480281751,31.14304014,0.288748595,107.8552092
0.013147881,0.72994119,9.207400142,0.165845968,55.51778111
0.069209296,4.35617636,17.28107522,0.274555239,62.94207049
0.023537769,1.649995679,2.62827267,0.037493234,70.09991931
0.020893309,1.995016113,17.84897081,0.186927841,95.48588779
0.014828612,2.680362825,54.26832494,0.300229483,180.7561481
0.011599319,0.762800279,13.48023764,0.204983633,65.76250723
0.097614271,13.25394822,3.47475043,0.02559126,135.7787966
0.037690116,3.03477157,23.04001587,0.286143738,80.5190289
0.024986355,3.417345248,48.29600544,0.3531224,136.7684562
0.025719214,1.600707046,14.07962542,0.226223097,62.23778923
