organelle,index,segmented,average,standard_deviation
golgi,12,294.0,291.80955,51.59432894027695
golgi,13,290.0,291.7453,53.90297420282113
golgi,14,370.0,363.2492,78.82214662999226
golgi,15,334.0,326.946,71.11579700741602
golgi,16,114.0,110.41755,19.318110725365976
golgi,17,220.0,212.2611,43.63932546213335
golgi,18,330.0,325.32375,53.94457095887871
golgi,19,367.0,377.44185,65.38061041759629
golgi,20,529.0,524.40455,89.0826435917654
golgi,21,246.0,250.1943,53.20625289860206
golgi,22,185.0,183.19845,39.22000978579047
golgi,23,387.0,406.9211,77.56040403962578
golgi,24,186.0,188.7737,33.61408913402236
golgi,25,249.0,248.95735,50.55918245954438
golgi,26,311.0,312.10625,53.90984660465563
golgi,28,114.0,114.40505,20.470417301498763
golgi,29,227.0,225.9685,41.48181779707828
golgi,30,315.0,308.45825,55.417411135287615
golgi,31,213.0,213.44045,40.590899888983735
golgi,32,286.0,283.982,58.36197542921247
golgi,33,593.0,574.41145,117.11603416653718
golgi,34,295.0,294.4471,57.7159796034859
golgi,35,112.0,115.3589,24.84228835655041
golgi,36,287.0,292.49065,65.04996089604897
golgi,37,220.0,217.95335,40.33942951725396
golgi,38,165.0,159.9131,26.228735165653717
golgi,39,207.0,195.9666,36.870516465598904
golgi,40,263.0,258.1874,53.35543909705926
golgi,42,229.0,243.8788,40.98121655783293
golgi,43,283.0,269.4879,50.72328709370086
golgi,44,326.0,325.1228,44.88905902511212
golgi,46,405.0,395.30135,66.05458302175178
golgi,47,350.0,345.6144,65.04092567483953
golgi,48,296.0,300.2261,51.446244554777756
golgi,49,382.0,396.791,68.95236050346645
golgi,50,551.0,552.1431,88.81941861096593
golgi,51,276.0,281.2309,50.91067555228471
golgi,52,212.0,201.9697,42.48344597499125
golgi,53,224.0,220.5774,42.97715799398559
golgi,56,317.0,332.45455,64.81380974990977
golgi,57,281.0,286.42815,54.76299514797835
golgi,59,365.0,373.7703,68.59312894095152
golgi,60,257.0,243.62745,44.9644410228516
golgi,61,313.0,322.4591,59.584655971063555
golgi,62,481.0,488.69655,82.54408863206073
golgi,63,269.0,265.331,50.37194198162307
golgi,66,82.0,79.97785,11.549084785276277
golgi,67,331.0,326.6377,67.05177282302087
golgi,68,293.0,290.0433,53.78988125205334
golgi,70,276.0,273.7534,43.852657712389565
golgi,72,389.0,392.74065,81.37633800790928
golgi,75,212.0,217.7949,39.060251330348606
golgi,76,291.0,294.0392,55.85363160404165
golgi,77,239.0,231.1964,39.69386636547264
golgi,78,391.0,395.0258,67.17734316240856
golgi,80,180.0,189.88105,34.807142957983494
golgi,81,189.0,184.0658,39.96587507311706
golgi,82,140.0,138.74855,27.921472434266427
golgi,85,241.0,241.49125,45.343397793256514
golgi,87,169.0,166.6344,31.650709891564833
golgi,88,109.0,111.7896,22.567743171172435
golgi,89,215.0,218.87335,40.23824312488681
golgi,90,295.0,282.86195,58.558810542885006
golgi,91,313.0,310.7972,57.96945896038706
golgi,92,164.0,168.8695,34.248933848369646
golgi,93,93.0,99.95515,18.136254808463075
golgi,94,191.0,190.2917,41.001589129081324
golgi,95,193.0,189.47875,34.23088734516679
golgi,96,196.0,183.7711,38.48800078972666
golgi,97,136.0,139.341,31.190391453138258
golgi,99,213.0,228.64975,42.41622655231722
golgi,100,165.0,172.6637,38.278853200037226
golgi,101,119.0,121.9124,25.315474047309486
golgi,102,89.0,83.6963,21.72309062518499
golgi,103,396.0,412.40015,78.18110852359091
golgi,105,279.0,278.8295,50.56932202185432
golgi,108,193.0,185.7785,40.635179804573276
golgi,109,252.0,219.3103,42.990575873207376
golgi,112,178.0,168.83835,40.295428019534675
golgi,113,167.0,156.5207,33.42736710406609
golgi,115,115.0,108.2236,21.80016750027394
golgi,116,157.0,156.1219,25.87327077100999
golgi,118,178.0,183.3582,27.4357958288073
golgi,119,245.0,243.3579,42.69763585481051
golgi,120,162.0,163.1772,38.00314197747339
golgi,121,70.0,62.98865,15.691587592640204
golgi,125,197.0,199.30685,38.71987336081434
mitochondria,1,1715.0,1610.9593,133.3745442110675
mitochondria,2,1132.0,961.3806,124.80678484617732
mitochondria,3,1286.0,1179.1938,107.00404264120118
mitochondria,4,1226.0,1185.03905,78.47195629712247
mitochondria,5,1449.0,1314.4402,148.53582606213223
mitochondria,6,928.0,868.91615,70.58392748478579
mitochondria,7,2204.0,2096.97155,128.6531660729634
mitochondria,8,1531.0,1502.4648,72.86026256444592
mitochondria,9,1645.0,1560.51845,103.19360086554543
mitochondria,10,1739.0,1703.6292,83.75157017847486
mitochondria,11,2161.0,2041.98985,132.76265230469562
mitochondria,12,1523.0,1462.09545,79.96023598825543
mitochondria,13,1711.0,1652.5698,100.86361002839428
mitochondria,14,2014.0,1903.74825,102.03581955341713
mitochondria,15,1683.0,1604.8609,111.40638110624543
mitochondria,16,717.0,697.9914,33.389139342606605
mitochondria,17,1630.0,1596.1336,67.44148167885993
mitochondria,18,1632.0,1605.86815,83.07140281455165
mitochondria,19,1720.0,1647.1359,93.39305183572277
mitochondria,20,2181.0,2106.423,103.64104481816072
mitochondria,21,1442.0,1406.61285,72.98705546107132
mitochondria,22,1548.0,1474.38425,99.91297314131684
mitochondria,23,1761.0,1712.84205,93.2144838627426
mitochondria,24,1277.0,1157.26605,91.30383216162123
mitochondria,25,1466.0,1392.4488,99.436403185956
mitochondria,26,1253.0,1190.71335,69.15589260343258
mitochondria,28,654.0,631.4918,38.71485803615971
mitochondria,29,1032.0,990.35905,63.58122862211377
mitochondria,30,1262.0,1218.2806,57.78049552954699
mitochondria,31,1524.0,1464.8361,91.49941058165348
mitochondria,32,1644.0,1536.9101,94.32169590285153
mitochondria,33,2468.0,2294.08055,182.97078745443903
mitochondria,34,1189.0,1119.01785,74.90769807821823
mitochondria,35,567.0,544.7825,35.91554250947631
mitochondria,36,1380.0,1250.3722,89.08258341090024
mitochondria,37,1025.0,981.92065,66.87825022813846
mitochondria,38,916.0,801.9506,82.79697554645338
mitochondria,39,1026.0,956.32215,76.65815070413258
mitochondria,40,1588.0,1487.8032,111.95785711489837
mitochondria,42,1327.0,1260.57335,72.52480141149992
mitochondria,43,1563.0,1468.3625,100.47166264051769
mitochondria,44,1628.0,1544.37785,105.28186443722157
mitochondria,46,1663.0,1553.1032,110.73596050858998
mitochondria,47,1966.0,1856.5948,133.65587346974317
mitochondria,48,1720.0,1638.26635,96.16193585654098
mitochondria,49,1851.0,1794.70525,89.69979917724174
mitochondria,50,1925.0,1827.0501,118.30761932348229
mitochondria,51,1577.0,1495.4838,115.29343536194938
mitochondria,52,1706.0,1667.0686,83.54244247111764
mitochondria,53,1725.0,1655.21735,104.15359047568884
mitochondria,56,1624.0,1553.26745,83.18267500205496
mitochondria,57,1352.0,1276.687,73.48461969010931
mitochondria,59,1713.0,1647.8746,107.28083414496739
mitochondria,60,1083.0,1000.1426,75.95516878554085
mitochondria,61,1272.0,1174.4767,87.06812078545165
mitochondria,62,2016.0,1921.4384,121.13468044057407
mitochondria,63,1506.0,1418.4266,81.66373315272821
mitochondria,66,424.0,397.568,19.952623286174678
mitochondria,67,1677.0,1639.137,85.16354050296407
mitochondria,68,1272.0,1193.82385,73.95515615004473
mitochondria,70,1692.0,1603.22755,106.13663774115656
mitochondria,72,1925.0,1862.0452,104.3695293510515
mitochondria,75,1118.0,1085.6778,61.24304684745852
mitochondria,76,1568.0,1497.9445,92.32144182014274
mitochondria,77,1336.0,1257.7289,82.3266901119558
mitochondria,78,1857.0,1735.06915,118.8281871791264
mitochondria,80,1204.0,1111.0454,73.85188107854803
mitochondria,81,1403.0,1297.5273,95.90156127357886
mitochondria,82,1439.0,1281.6208,113.47082359514272
mitochondria,85,1501.0,1432.4291,78.96723227510256
mitochondria,87,1419.0,1310.91145,101.26222597245975
mitochondria,88,1053.0,972.01565,73.5923128123957
mitochondria,89,1590.0,1416.16655,151.02355051811455
mitochondria,90,1608.0,1555.42735,72.76113675567129
mitochondria,91,1646.0,1502.98885,131.09135259687233
mitochondria,92,1231.0,1094.8822,101.43792103133818
mitochondria,93,1346.0,1269.92265,69.5890894248337
mitochondria,94,1403.0,1247.1834,117.79088447091311
mitochondria,95,1255.0,1231.12905,58.12700487809002
mitochondria,96,1539.0,1482.64825,69.83815018983178
mitochondria,97,1287.0,1206.79605,99.7060256674465
mitochondria,99,1680.0,1606.7754,76.36995256539053
mitochondria,100,1450.0,1368.78505,85.48080104033595
mitochondria,101,574.0,519.2839,48.91691119428944
mitochondria,102,1316.0,1172.9975,121.76769232333345
mitochondria,103,2334.0,2241.55435,128.4009328084399
mitochondria,105,1341.0,1272.48455,77.45779729179948
mitochondria,108,1509.0,1441.37245,99.29401759923657
mitochondria,109,1472.0,1421.65765,85.65547003243576
mitochondria,112,1708.0,1634.19295,95.39826476565231
mitochondria,113,1023.0,1025.44395,48.83914575826957
mitochondria,115,1088.0,1010.9824,79.47089461079446
mitochondria,116,1257.0,1223.90265,62.53374427441155
mitochondria,118,1067.0,1048.92705,56.35106324016877
mitochondria,119,1492.0,1449.35895,87.60110903919823
mitochondria,120,1300.0,1181.1402,96.18544975182057
mitochondria,121,883.0,797.4864,82.13460911844653
mitochondria,125,1134.0,1084.5024,69.05914924352892
LD,1,233.0,211.28805,50.41790234824828
LD,2,70.0,43.3532,15.191815222678295
LD,3,88.0,25.91915,7.810967499452293
LD,4,133.0,109.26085,21.860590277426176
LD,5,77.0,25.4092,8.691642845860613
LD,6,60.0,4.07635,2.678884222488908
LD,7,308.0,276.69565,49.50904181134492
LD,8,140.0,115.5597,31.010955095095024
LD,9,188.0,144.6793,42.88918222011234
LD,10,183.0,147.4727,38.86889700917689
LD,11,454.0,435.22985,66.9856000867164
LD,12,234.0,212.4474,34.973346040091734
LD,13,260.0,233.4897,46.21739600961958
LD,14,241.0,203.02355,36.938980703282816
LD,15,210.0,159.32315,38.69985173198342
LD,16,153.0,141.89345,35.90341901682206
LD,17,261.0,250.27395,53.02503843843491
LD,18,177.0,150.02755,33.610028131459515
LD,19,237.0,217.98555,42.330842670533976
LD,20,352.0,332.4115,59.488996190472065
LD,21,239.0,230.61725,44.86453891925671
LD,22,173.0,162.26545,39.25572424879587
LD,23,248.0,220.4651,45.332296235575804
LD,24,167.0,117.7607,33.78251967378988
LD,25,219.0,204.67275,49.322776254358395
LD,26,170.0,154.3872,26.16252618078002
LD,28,119.0,117.8063,25.55621607965467
LD,29,154.0,144.67355,28.982644468672973
LD,30,167.0,150.06885,23.09426140142828
LD,31,212.0,194.89085,46.0182685058608
LD,32,189.0,160.8294,37.28287939041189
LD,33,372.0,343.04345,62.585383773669555
LD,34,144.0,129.9308,21.024600147446325
LD,35,94.0,98.94405,24.112982387035828
LD,36,146.0,112.0534,28.578473514867795
LD,37,171.0,168.8002,31.483814571299966
LD,38,96.0,58.6126,13.313257348973616
LD,39,59.0,25.1439,6.3299125420498505
LD,40,318.0,288.65555,49.35040733567961
LD,42,272.0,221.8778,49.82674550038363
LD,43,289.0,262.94765,51.92624875222068
LD,44,243.0,211.71145,37.76193968664084
LD,46,224.0,206.8334,44.87139561502405
LD,47,264.0,200.8863,52.5032548734838
LD,48,252.0,222.8112,46.83582020804162
LD,49,198.0,179.00465,44.707714416837504
LD,50,299.0,273.8575,50.64398279904533
LD,51,233.0,224.5243,47.00221387881639
LD,52,276.0,248.47655,39.35749674582341
LD,53,200.0,176.80285,41.15096210148069
LD,56,220.0,205.47345,43.122604224437794
LD,57,182.0,160.9207,25.308623263820575
LD,59,208.0,178.76555,36.00310241072983
LD,60,113.0,92.80585,16.6546616830694
LD,61,152.0,103.71895,18.35725363167105
LD,62,249.0,211.5168,48.44283659902669
LD,63,178.0,141.0454,37.625303172732046
LD,66,62.0,51.115,14.392580553882615
LD,67,197.0,154.27005,33.79634037876734
LD,68,145.0,96.7119,22.943487058204557
LD,70,263.0,250.6744,47.0869672482737
LD,72,295.0,262.96395,53.811891347521886
LD,75,143.0,124.05745,29.187085320351876
LD,76,236.0,211.6172,39.85366312097296
LD,77,219.0,210.5619,41.604078747041136
LD,78,266.0,260.91685,51.55485657120481
LD,80,139.0,102.8078,24.525871221222705
LD,81,177.0,155.28495,35.066153959302405
LD,82,125.0,71.8974,20.9073856146578
LD,85,169.0,142.2988,33.12218317925315
LD,87,147.0,142.4058,31.77567507323802
LD,88,148.0,116.285,24.85446790820516
LD,89,182.0,168.23645,39.39130286494088
LD,90,256.0,212.8362,45.72309995571167
LD,91,184.0,175.3452,34.095689419045335
LD,92,150.0,119.2619,24.26934709443169
LD,93,149.0,122.94105,25.64469291876001
LD,94,184.0,133.69825,27.72976193438198
LD,95,224.0,219.6747,44.88995856436047
LD,96,150.0,90.9308,24.669378009183774
LD,97,218.0,226.28655,52.99218752889429
LD,99,306.0,285.52925,51.57172039439347
LD,100,196.0,183.2489,44.85822052634277
LD,101,82.0,75.93675,10.249197502121813
LD,102,104.0,81.28595,19.166316354414587
