organelle,index,segmented,average,standard_deviation
LD,103,306.0,183.23505,101.37225755352151
LD,105,131.0,85.85005,35.79120653173766
LD,108,175.0,116.41135,67.63016147531735
LD,109,177.0,48.8059,29.22437895302482
LD,112,201.0,105.672,63.440145932997346
LD,113,95.0,8.8973,19.216325161435
LD,115,75.0,2.2318,10.085735905723489
LD,116,109.0,71.23855,38.44723064015794
LD,118,125.0,96.1683,52.651648360806334
LD,119,202.0,136.7097,66.37577891000602
LD,120,119.0,7.71225,23.531635088482485
LD,121,46.0,1.30135,4.891496517171407
LD,125,135.0,91.14315,35.071519186905775
