organelle,index,segmented,average,standard_deviation
LD,89,182.0,150.5378,61.706759525679196
LD,90,256.0,164.5957,63.954368431796745
LD,91,184.0,169.2253,57.67963800085781
LD,92,150.0,103.84635,38.293958292105295
LD,93,149.0,113.78555,44.76214540432015
LD,94,184.0,97.441,41.41617943509517
LD,95,224.0,216.55085,83.33297555156362
LD,96,150.0,71.9129,34.978565059047234
LD,97,218.0,215.67875,89.84377189564951
LD,99,306.0,246.5794,73.44916402274433
LD,100,196.0,168.22765,71.10415617583476
LD,101,82.0,72.19875,19.256259980523218
LD,102,104.0,62.78945,25.614529445170373
LD,103,306.0,227.1561,80.69616368074755
LD,105,131.0,96.75785,27.19588044865435
LD,108,175.0,144.9166,55.92208369186542
LD,109,177.0,77.29555,31.90717944597266
LD,112,201.0,105.925,43.6928904399789
LD,113,95.0,51.44385,22.636789683554955
LD,115,75.0,46.04785,18.349227786953325
LD,116,109.0,88.597,28.954348395361965
LD,118,125.0,97.25775,36.4298780527399
LD,119,202.0,180.5801,58.40420433487644
LD,120,119.0,52.4478,25.931370483643935
LD,121,46.0,12.03645,5.515471094793264
LD,125,135.0,90.33625,22.174949513753127
