loc,scale,statistic,p_value,segment,z_score
1578.8762,19.913199821041097,1.6490980928028875,0.0002,1566,-0.6466163206173631
1607.2657,19.76053519986588,1.456984684944473,0.0011,1663,2.8204853480070904
1255.6691,18.879016047312728,1.4446310671573883,0.0015,1320,3.407534579068113
1743.6451,21.97061712359667,1.013356338835365,0.0107,1784,1.836766795078253
1385.3501,18.578897909584235,1.5346073159962543,0.0007,1399,0.7346991229742621
1264.5439,18.46551299875069,1.501163449314845,0.001,1341,4.140480689877007
1273.0946,18.415465342379424,1.495098516885264,0.0005,1289,0.8636979682178911
1374.8996,20.939932376127476,1.3471706130330858,0.0014,1456,3.8730020013081976
1678.8453,21.105622773120533,1.758338263760379,0.0001,1764,4.034692599000226
1227.5306,17.662906370870754,1.5148238336660143,0.0007,1209,-1.0491251898702398
2243.1612,21.613864311433236,1.4680490186310635,0.0013,2207,-1.6730557515747688
1017.5088,16.284662771582298,1.8930334224605758,0.0003,1060,2.6092772442392675
1233.503,18.15105333234706,1.6385821790336195,0.0006,1325,5.040864479029596
2267.7384,22.641740884548355,0.9784359375225904,0.011,2362,4.16317810899107
1141.4828,17.980690606410764,1.658443218917455,0.0001,1213,3.9774445579137847
1296.7745,19.57320006452896,1.4157153900086996,0.0015,1303,0.31806245169291536
1036.5751,16.340222161158877,1.6466115639559575,0.0004,1037,0.02600331842549716
550.9296,12.880785508016595,2.9115532240521134,0.0001,549,-0.1498045285203397
771.1919,14.521183177209997,2.251994791906327,0.0001,823,3.5677602415558836
1396.7323,17.81722711502008,1.4773354796143394,0.0013,1410,0.7446557151878765
1205.5012,16.23943257866628,1.9480443494467181,0.0001,1190,-0.9545407405652727
1923.3712,21.247808298639875,1.2822914384742035,0.0021,1945,1.0179308706105217
1527.8069,19.377073037121697,1.303179411283054,0.002,1468,-3.086477502841877
1676.5618,20.850708764106717,1.6914449391606468,0.0006,1823,7.023176125891936
710.3229,14.24389428641073,2.2983614819349896,0.0001,740,2.0834962267526227
1737.3133,19.899098987744456,1.2948568191695813,0.0025,1817,4.004538097382086
1384.9246,18.083910462667145,1.8281564626922773,0.0003,1443,3.211440364067948
1602.5347,19.24911553175562,1.4710336376865598,0.0009,1642,2.0502396556815006
1184.2044,17.52333665067065,2.075916065979982,0.0002,1239,3.127007207152115
1154.5601,18.898367728994003,1.728465463838802,0.0002,1260,5.579312537041677
1489.188,19.081762690242655,1.4468417101143132,0.0008,1507,0.9334567402993622
1427.7133,16.87210034011737,1.7805140290820418,0.0004,1366,-3.6577129554677947
1636.9857,20.71052360730672,1.2052481531900412,0.0039,1741,5.022292143463894
1149.0229,18.318213102896483,1.508010191937501,0.0004,1230,4.420578554531388
1736.8192,22.013813212553966,1.2440006217748305,0.0031,1821,3.823999013128436
1065.5135,17.253509385299292,1.5373903864729073,0.0004,1117,2.984117540972193
1824.4474,19.831620270574355,1.6522101119699073,0.0004,1834,0.4816853020413004
747.2806,13.397388276871883,2.838337213615887,0.0001,773,1.9197323738388432
838.4062,14.12003325399446,2.416192350854544,0.0001,875,2.5916227916565178
604.9763,12.356690782353867,2.8359042352331016,0.0001,605,0.0019179892430267512
1236.9532,17.094666785967263,1.6661823561044002,0.0004,1205,-1.8691911576907596
1859.1991,20.346563775137696,1.4193407845141337,0.0012,1847,-0.5995656138707129
1910.4555,20.544927090474555,1.551953770322143,0.0006,1886,-1.1903425060748243
1701.0879,20.006114016715117,1.7015676649789384,0.0005,1671,-1.5039352457384547
682.0084,12.247331511513654,3.061594180016982,0.0001,690,0.6525176519054038
1668.6389,20.43384107249779,1.2986068715472356,0.003,1685,0.8006864662376535
1245.2505,17.20120164069326,1.9461240384480334,0.0002,1244,-0.07269840945540494
1623.4315,20.395296138091645,1.331064431440609,0.0021,1671,2.3323270070669833
1211.634,18.158205198796605,1.4316040073717886,0.0018,1329,6.46352426988644
2474.0616,22.55282839128708,1.1869588046010904,0.0042,2499,1.1057770478861335
1736.2049,19.72696203912628,1.5750744980105083,0.001,1771,1.7638346913725365
1457.861,20.130539060350223,1.424439516995335,0.0011,1574,5.7692940885398905
1656.2684,19.366741298082406,1.3755384162723203,0.0019,1663,0.34758557964868353
1695.0974,17.957459738950487,1.6388972930399177,0.0002,1664,-1.731726004238146
1961.6298,20.43942584743753,1.24568925780477,0.0033,1973,0.5562876415839019
1799.8506,18.79121578342024,1.3199773275955522,0.0024,1798,-0.09848218557698629
565.7462,13.001657197026343,2.7106392849818803,0.0001,591,1.9423523953374071
1665.3263,19.767931237753285,1.2255586371284153,0.0041,1705,2.006972784498068
1510.4734,17.671919027434775,1.477366504706879,0.0009,1519,0.48249428863740235
1562.5563,17.74700892946736,1.5109585298505408,0.0013,1607,2.504292423395649
1580.5852,18.02855079656661,2.094377525460004,0.0001,1566,-0.8090056801890931
2131.1357,22.27470093492108,1.087962727264312,0.007,2149,0.8019995443347792
2114.6246,23.621957466041053,0.9056158879757277,0.0204,2215,4.2492414163517
1822.2319,18.335139490170572,1.5274930331725045,0.0007,1820,-0.12172800764327496
1157.5789,16.851984266767303,1.6518117392170097,0.0003,1163,0.32168912065095034
1506.5083,17.910125861390174,1.463097825911973,0.0008,1495,-0.6425582985326209
1220.7447,18.895555723836527,1.5042833365259867,0.0005,1294,3.8768534289568057
1199.7581,18.67575601619055,1.7443052561357035,0.0002,1283,4.457217149754751
1183.1922,16.912665756358418,1.8788448396517197,0.0002,1187,0.22514487395746455
1545.1522,19.691399398748384,1.146319740011677,0.0058,1605,3.0392862786483335
441.195,12.270502496766476,3.223029475866497,0.0001,503,5.03687603798515
1032.4391,16.921315678233423,1.9566377809169353,0.0001,1101,4.0517475888823835
2048.2306,20.898801392184264,1.3294843913936347,0.0021,1947,-4.843847170960632
451.8462,11.587932239073446,3.2538501118415297,0.0001,468,1.394019197448433
827.4962,15.358228188085622,2.060471918917756,0.0002,884,3.6790572003503392
863.4591,15.81209440342873,1.9570723165525123,0.0003,922,3.7022862693828733
1410.9559,19.70098393651461,1.3772509891059599,0.0016,1451,2.03259391150412
1425.0112,17.423582659237116,1.8217224678010098,0.0003,1390,-2.0094145208097443
1135.0491,19.800244800492138,1.3005904715519137,0.0016,1207,3.6338389108306224
1281.292,19.304051404823394,1.2519833047736029,0.0027,1358,3.9736736289892747
1871.9531,19.16588723522476,1.5241648591327248,0.0009,1788,-4.380339869980219
