loc,scale,statistic,p_value,segment,z_score
287.077,11.25335215806736,3.515117723552976,0.0001,229,-5.160862219917775
277.2356,11.154090461055143,3.822478156291254,0.0001,194,-7.4623386183409295
216.0741,9.496190128293307,5.056251661084389,0.0001,173,-4.535934876836911
188.3169,8.999465174516914,5.530479977207506,0.0001,138,-5.59109891801998
225.2921,9.631856251807621,5.12185705936281,0.0001,167,-6.052011001416291
170.5394,8.308510743513395,6.095130654211971,0.0001,131,-4.758903396841501
132.6678,7.085609624187226,9.057641108533062,0.0001,107,-3.6225252817176323
253.8657,10.854162556110879,3.7897502834293846,0.0001,190,-5.883982266696725
91.9894,6.6063796488853495,10.787092095595654,0.0001,60,-4.842198253834438
241.4683,9.652228326203547,4.939549632539638,0.0001,195,-4.814256193448037
335.2408,11.68634555484488,3.1966560772543744,0.0001,250,-7.2940509588697875
171.7641,9.446331272375046,5.016184565351068,0.0001,104,-7.173589200515345
279.5235,10.965065937654078,3.926940029596153,0.0001,224,-5.063672240157909
117.2299,7.396993817879948,7.445010769461078,0.0001,83,-4.627542058675213
203.3636,9.404809412423432,4.901152450733207,0.0001,159,-4.71711845020455
47.0261,4.825738033167204,18.209035036656132,0.0001,34,-2.6992969594436884
147.3391,7.797845332473767,6.9303983396494,0.0001,111,-4.660146290497389
217.278,9.363230372489017,4.950021584902061,0.0001,168,-5.262927220587063
