loc,scale,statistic,p_value,segment,z_score
52.4243,3.9008962058892203,26.719135450599424,0.0001,58,1.429338209917585
39.1837,3.094303117210419,42.35141142186694,0.0001,38,-0.38254170815273353
50.5861,4.014249395568364,25.070425628016892,0.0001,58,1.8468957131026207
220.9847,7.319455126738276,9.158251673268751,0.0001,185,-4.916308574465657
85.8925,4.3749123117810695,23.194834707373957,0.0001,78,-1.8040361583354534
57.3369,3.4324009858483557,34.37228818865151,0.0001,61,1.0672121395789147
27.3187,3.5192000208681926,33.6472856565415,0.0001,27,-0.09056035408904548
35.3227,3.0024100580393176,44.73263672134635,0.0001,36,0.22558544199732128
37.8666,3.0542654262079734,43.70719790549265,0.0001,40,0.6984985593242061
168.7967,5.568614734115272,13.080642709704989,0.0001,163,-1.0409590673399232
214.6051,6.840002379623512,8.779488504844267,0.0001,193,-3.158639251992363
32.3996,2.8842939786324684,49.08085038245008,0.0001,37,1.5949830475259634
125.1977,5.367168281276073,14.559354560680731,0.0001,126,0.1494829224563183
97.5174,4.863215225160473,17.220319489006215,0.0001,107,1.9498622949978746
22.9269,2.6875785938033117,56.73893402115209,0.0001,25,0.7713634885989564
13.2124,2.0458995113350626,96.51271076249213,0.0001,16,1.3625302633661298
10.0262,2.4303712124741446,73.79379658450671,0.0001,10,-0.010780246188534898
0.0323,0.17680451347066445,3713.3277684001696,0.0001,0,-0.18268764391786438
68.1209,4.428661704674387,20.732916326225677,0.0001,75,1.5533134971088907
119.2462,5.4917575966306105,13.556347406931309,0.0001,130,1.958170915372856
117.6231,4.271167367016623,22.26775700129474,0.0001,119,0.3223708840428232
187.2939,6.425157667723456,9.966223489651384,0.0001,186,-0.20138027219158638
11.8738,2.1005034566686978,91.64132332829286,0.0001,13,0.5361571752831592
41.303,3.2628600376912518,38.385447967009895,0.0001,46,1.4395346247593035
0.3647,0.5895156171521554,1712.614048217296,0.0001,0,-0.6186434920279136
2.8219,1.2733194902507483,264.5166565119998,0.0001,3,0.13987063055551582
9.0284,1.9930857179428854,104.41320542482936,0.0001,9,-0.014249261707274639
